Job Title/Position,Date Posted,Location,Position Overview,Key Responsibilities,Required Qualifications,Security Clearance,Program Hints,Client Hints,Contract Vehicle Hints,Prime Contractor,Recruiter Contact,Technologies,Certifications Required,Matched Program,Match Confidence,Match Type,BD Priority Score,Priority Tier,Match Signals,Source,Source URL,Scraped At,Processed At
,,,,,,,,,,,,,,"Command & Control, Battle Mgmt & Comms (MDA) – Secondary Row",20%,inferred,54,🟡 Warm,"Location match (partial): Huntsville, Alabama -> Aegis Ballistic Missile Defense / Aegis Program via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Integrated Battle Command System via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Integrated Battle Command System Support via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Missile & Space R&D Support (Huntsville) via 'huntsville al', Location match (partial): Huntsville, Alabama -> C2BMC (Command & Control, Battle Mgmt, Comms) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Command and Control, Battle Management & Communications (MDA) via 'huntsville al', Location match (partial): Huntsville, Alabama -> GMD Weapon System (Ground C2) via 'huntsville al', Location match (partial): Huntsville, Alabama -> GMD Weapon System Modernization via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Air & Missile Defense via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Battle Command System via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness / Cyber Program via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Environment via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Tool Environment via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Tool Environment (Intel Cyber) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Intelligence Systems Infrastructure Tools & Enhancements via 'huntsville al', Location match (partial): Huntsville, Alabama -> Multi-Mission Command & Control via 'huntsville al', Location match (partial): Huntsville, Alabama -> Next Generation Interceptor via 'huntsville al', Location match (partial): Huntsville, Alabama -> NGI – Next Generation Interceptor via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 (Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 Missile Family (Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 Missile Segment Enhancement (Deep Detail Variant) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 MSE (Deep Detail Variant; Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Sentinel / GBSD via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army AvMC Enterprise IT Support Services via 'redstone arsenal / huntsville al', Location match (exact): Huntsville, Alabama -> Command & Control, Battle Mgmt & Comms (MDA) – Secondary Row via 'huntsville', Location match (exact): Huntsville, Alabama -> EDIS – Engineering, Development, Integration & Sustainment via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD (AFNWC Hill AFB Variant) via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD (LGM-35A) via 'huntsville', Location match (partial): Huntsville, Alabama -> Command & Control, Battle Mgmt & Comms via 'huntsville / schriever', Location match (partial): Huntsville, Alabama -> Command and Control, Battle Management, Communications via 'huntsville al (indicative)', Location match (partial): Huntsville, Alabama -> MDA Tactical Embedded Systems via 'redstone arsenal, huntsville al', Location match (partial): Huntsville, Alabama -> Poland WISŁA – Patriot + IBCS Foreign Military Sales via 'huntsville al labs', Location match (partial): Huntsville, Alabama -> JRSS - Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Huntsville, Alabama -> NJRSS - Navy Joint Regional Security Stacks via 'montgomery, alabama', Location match (exact): Huntsville, Alabama -> Counter-UAS Program via 'huntsville, alabama'",unknown,https://insightglobal.com/jobs/find_a_job/alabama/huntsville/welder/job-452489/,,2026-01-13T00:31:29.952211
,,,,,,,,,,,,,,AF DCGS - PACAF,20%,inferred,79,🟡 Warm,"Location match: San Diego -> AF DCGS - PACAF, Location match (partial): San Diego, California -> Navy Enterprise Service Desk via 'san diego ca', Location match (partial): San Diego, California -> NGEN-R SMIT – Navy Next Generation Enterprise Network (Service Management, Integration & Transport) via 'san diego ca', Location match (partial): San Diego, California -> Navy Marine Corps Intranet (legacy) via 'multiple navy & usmc bases (norfolk, san diego, etc.)', Location match (exact): San Diego, California -> NGEN-R — Enterprise Network Program via 'san diego', Location match (partial): San Diego, California -> NIWC Pacific (placeholder) via 'san diego ca (niwc pac)'",unknown,https://insightglobal.com/jobs/find_a_job/california/san-diego/it-specialist-mid-coronado/job-478426/,,2026-01-13T00:31:29.952250
,,,,,,,,,,,,,,JRSS - Joint Regional Security Stacks,20%,inferred,54,🟡 Warm,"Location match (partial): Montgomery, Alabama -> DISA Global Service Mgmt – Ops II via 'montgomery al', Location match (exact): Montgomery, Alabama -> JRSS - Joint Regional Security Stacks via 'montgomery, alabama', Location match (exact): Montgomery, Alabama -> NJRSS - Navy Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Montgomery, Alabama -> Counter-UAS Program via 'huntsville, alabama'",unknown,https://insightglobal.com/jobs/find_a_job/alabama/montgomery/ts-sci-network-administrator-iii-wan-n-jrss-/job-434238/,,2026-01-13T00:31:29.952292
,,,,,,,,,,,,,,"Command & Control, Battle Mgmt & Comms (MDA) – Secondary Row",20%,inferred,54,🟡 Warm,"Location match (partial): Huntsville, Alabama -> Aegis Ballistic Missile Defense / Aegis Program via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Integrated Battle Command System via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Integrated Battle Command System Support via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Missile & Space R&D Support (Huntsville) via 'huntsville al', Location match (partial): Huntsville, Alabama -> C2BMC (Command & Control, Battle Mgmt, Comms) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Command and Control, Battle Management & Communications (MDA) via 'huntsville al', Location match (partial): Huntsville, Alabama -> GMD Weapon System (Ground C2) via 'huntsville al', Location match (partial): Huntsville, Alabama -> GMD Weapon System Modernization via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Air & Missile Defense via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Battle Command System via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness / Cyber Program via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Environment via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Tool Environment via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Tool Environment (Intel Cyber) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Intelligence Systems Infrastructure Tools & Enhancements via 'huntsville al', Location match (partial): Huntsville, Alabama -> Multi-Mission Command & Control via 'huntsville al', Location match (partial): Huntsville, Alabama -> Next Generation Interceptor via 'huntsville al', Location match (partial): Huntsville, Alabama -> NGI – Next Generation Interceptor via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 (Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 Missile Family (Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 Missile Segment Enhancement (Deep Detail Variant) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 MSE (Deep Detail Variant; Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Sentinel / GBSD via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army AvMC Enterprise IT Support Services via 'redstone arsenal / huntsville al', Location match (exact): Huntsville, Alabama -> Command & Control, Battle Mgmt & Comms (MDA) – Secondary Row via 'huntsville', Location match (exact): Huntsville, Alabama -> EDIS – Engineering, Development, Integration & Sustainment via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD (AFNWC Hill AFB Variant) via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD (LGM-35A) via 'huntsville', Location match (partial): Huntsville, Alabama -> Command & Control, Battle Mgmt & Comms via 'huntsville / schriever', Location match (partial): Huntsville, Alabama -> Command and Control, Battle Management, Communications via 'huntsville al (indicative)', Location match (partial): Huntsville, Alabama -> MDA Tactical Embedded Systems via 'redstone arsenal, huntsville al', Location match (partial): Huntsville, Alabama -> Poland WISŁA – Patriot + IBCS Foreign Military Sales via 'huntsville al labs', Location match (partial): Huntsville, Alabama -> JRSS - Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Huntsville, Alabama -> NJRSS - Navy Joint Regional Security Stacks via 'montgomery, alabama', Location match (exact): Huntsville, Alabama -> Counter-UAS Program via 'huntsville, alabama'",unknown,https://insightglobal.com/jobs/find_a_job/alabama/huntsville/c-software-engineer/job-470275/,,2026-01-13T00:31:29.952328
,,,,,,,,,,,,,,"Command & Control, Battle Mgmt & Comms (MDA) – Secondary Row",20%,inferred,54,🟡 Warm,"Location match (partial): Huntsville, Alabama -> Aegis Ballistic Missile Defense / Aegis Program via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Integrated Battle Command System via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Integrated Battle Command System Support via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Missile & Space R&D Support (Huntsville) via 'huntsville al', Location match (partial): Huntsville, Alabama -> C2BMC (Command & Control, Battle Mgmt, Comms) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Command and Control, Battle Management & Communications (MDA) via 'huntsville al', Location match (partial): Huntsville, Alabama -> GMD Weapon System (Ground C2) via 'huntsville al', Location match (partial): Huntsville, Alabama -> GMD Weapon System Modernization via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Air & Missile Defense via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Battle Command System via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness / Cyber Program via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Environment via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Tool Environment via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Tool Environment (Intel Cyber) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Intelligence Systems Infrastructure Tools & Enhancements via 'huntsville al', Location match (partial): Huntsville, Alabama -> Multi-Mission Command & Control via 'huntsville al', Location match (partial): Huntsville, Alabama -> Next Generation Interceptor via 'huntsville al', Location match (partial): Huntsville, Alabama -> NGI – Next Generation Interceptor via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 (Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 Missile Family (Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 Missile Segment Enhancement (Deep Detail Variant) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 MSE (Deep Detail Variant; Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Sentinel / GBSD via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army AvMC Enterprise IT Support Services via 'redstone arsenal / huntsville al', Location match (exact): Huntsville, Alabama -> Command & Control, Battle Mgmt & Comms (MDA) – Secondary Row via 'huntsville', Location match (exact): Huntsville, Alabama -> EDIS – Engineering, Development, Integration & Sustainment via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD (AFNWC Hill AFB Variant) via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD (LGM-35A) via 'huntsville', Location match (partial): Huntsville, Alabama -> Command & Control, Battle Mgmt & Comms via 'huntsville / schriever', Location match (partial): Huntsville, Alabama -> Command and Control, Battle Management, Communications via 'huntsville al (indicative)', Location match (partial): Huntsville, Alabama -> MDA Tactical Embedded Systems via 'redstone arsenal, huntsville al', Location match (partial): Huntsville, Alabama -> Poland WISŁA – Patriot + IBCS Foreign Military Sales via 'huntsville al labs', Location match (partial): Huntsville, Alabama -> JRSS - Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Huntsville, Alabama -> NJRSS - Navy Joint Regional Security Stacks via 'montgomery, alabama', Location match (exact): Huntsville, Alabama -> Counter-UAS Program via 'huntsville, alabama'",unknown,https://insightglobal.com/jobs/find_a_job/alabama/huntsville/2nd-shift-cnc-machinist-level-5/job-472901/,,2026-01-13T00:31:29.952365
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/connecticut/new-london/mechanical-systems-engineer/job-459815/,,2026-01-13T00:31:29.952403
,,,,,,,,,,,,,,NTT DATA Enterprise Architecture (BPS / Apps),15%,inferred,53,🟡 Warm,"Location match (partial): Atlanta, Georgia -> NTT DATA Enterprise Architecture (BPS / Apps) via 'atlanta ga'",unknown,https://insightglobal.com/jobs/find_a_job/georgia/atlanta/embedded-software-engineer/job-333487/,,2026-01-13T00:31:29.952440
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/maryland/indian-head/mechanical-engineer/job-451825/,,2026-01-13T00:31:29.952484
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/florida/deerfield-beach/systems-engineer/job-473926/,,2026-01-13T00:31:29.952547
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/massachusetts/lincoln/communication-operator-sme-ts/job-455231/,,2026-01-13T00:31:29.952588
,,,,,,,,,,,,,,"Command & Control, Battle Mgmt & Comms (MDA) – Secondary Row",20%,inferred,54,🟡 Warm,"Location match (partial): Huntsville, Alabama -> Aegis Ballistic Missile Defense / Aegis Program via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Integrated Battle Command System via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Integrated Battle Command System Support via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Missile & Space R&D Support (Huntsville) via 'huntsville al', Location match (partial): Huntsville, Alabama -> C2BMC (Command & Control, Battle Mgmt, Comms) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Command and Control, Battle Management & Communications (MDA) via 'huntsville al', Location match (partial): Huntsville, Alabama -> GMD Weapon System (Ground C2) via 'huntsville al', Location match (partial): Huntsville, Alabama -> GMD Weapon System Modernization via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Air & Missile Defense via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Battle Command System via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness / Cyber Program via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Environment via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Tool Environment via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Tool Environment (Intel Cyber) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Intelligence Systems Infrastructure Tools & Enhancements via 'huntsville al', Location match (partial): Huntsville, Alabama -> Multi-Mission Command & Control via 'huntsville al', Location match (partial): Huntsville, Alabama -> Next Generation Interceptor via 'huntsville al', Location match (partial): Huntsville, Alabama -> NGI – Next Generation Interceptor via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 (Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 Missile Family (Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 Missile Segment Enhancement (Deep Detail Variant) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 MSE (Deep Detail Variant; Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Sentinel / GBSD via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army AvMC Enterprise IT Support Services via 'redstone arsenal / huntsville al', Location match (exact): Huntsville, Alabama -> Command & Control, Battle Mgmt & Comms (MDA) – Secondary Row via 'huntsville', Location match (exact): Huntsville, Alabama -> EDIS – Engineering, Development, Integration & Sustainment via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD (AFNWC Hill AFB Variant) via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD (LGM-35A) via 'huntsville', Location match (partial): Huntsville, Alabama -> Command & Control, Battle Mgmt & Comms via 'huntsville / schriever', Location match (partial): Huntsville, Alabama -> Command and Control, Battle Management, Communications via 'huntsville al (indicative)', Location match (partial): Huntsville, Alabama -> MDA Tactical Embedded Systems via 'redstone arsenal, huntsville al', Location match (partial): Huntsville, Alabama -> Poland WISŁA – Patriot + IBCS Foreign Military Sales via 'huntsville al labs', Location match (partial): Huntsville, Alabama -> JRSS - Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Huntsville, Alabama -> NJRSS - Navy Joint Regional Security Stacks via 'montgomery, alabama', Location match (exact): Huntsville, Alabama -> Counter-UAS Program via 'huntsville, alabama'",unknown,https://insightglobal.com/jobs/find_a_job/alabama/huntsville/software-integrator/job-478339/,,2026-01-13T00:31:29.952628
,,,,,,,,,,,,,,EVMS - Earned Value Management Systems,15%,inferred,53,🟡 Warm,"Location match (partial): Chesapeake, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/chesapeake/outside-machinist/job-443211/,,2026-01-13T00:31:29.952665
,,,,,,,,,,,,,,JRSS - Joint Regional Security Stacks,20%,inferred,54,🟡 Warm,"Location match (partial): Montgomery, Alabama -> DISA Global Service Mgmt – Ops II via 'montgomery al', Location match (exact): Montgomery, Alabama -> JRSS - Joint Regional Security Stacks via 'montgomery, alabama', Location match (exact): Montgomery, Alabama -> NJRSS - Navy Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Montgomery, Alabama -> Counter-UAS Program via 'huntsville, alabama'",unknown,https://insightglobal.com/jobs/find_a_job/alabama/montgomery/ts-sci-network-administrator-iii-wan-day-shift-/job-455721/,,2026-01-13T00:31:29.952706
,,,,,,,,,,,,,,EVMS - Earned Value Management Systems,15%,inferred,53,🟡 Warm,"Location match (partial): Stafford, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/stafford/part-time-qc-inspector/job-474766/,,2026-01-13T00:31:29.952742
,,,,,,,,,,,,,,EVMS - Earned Value Management Systems,15%,inferred,53,🟡 Warm,"Location match (partial): Chesapeake, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/chesapeake/waterfront-mechanical-engineer/job-429200/,,2026-01-13T00:31:29.952779
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/maryland/hanover/operations-program-manager/job-476937/,,2026-01-13T00:31:29.952922
,,,,,,,,,,,,,,JRSS - Joint Regional Security Stacks,20%,inferred,54,🟡 Warm,"Location match (partial): Montgomery, Alabama -> DISA Global Service Mgmt – Ops II via 'montgomery al', Location match (exact): Montgomery, Alabama -> JRSS - Joint Regional Security Stacks via 'montgomery, alabama', Location match (exact): Montgomery, Alabama -> NJRSS - Navy Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Montgomery, Alabama -> Counter-UAS Program via 'huntsville, alabama'",unknown,https://insightglobal.com/jobs/find_a_job/alabama/montgomery/ts-sci-network-administrator-iii-wan-afternoon-/job-455777/,,2026-01-13T00:31:29.952995
,,,,,,,,,,,,,,EVMS - Earned Value Management Systems,15%,inferred,53,🟡 Warm,"Location match (partial): Alexandria, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/alexandria/power-platform-developer/job-464764/,,2026-01-13T00:31:29.953037
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/massachusetts/lincoln/hr-administrator/job-472616/,,2026-01-13T00:31:29.953077
,,,,,,,,,,,,,,Navy DCGS-N,20%,inferred,62,🟡 Warm,"Location match: Norfolk -> Navy DCGS-N, Location match (partial): Norfolk, Virginia -> Battlefield Information Collection & Exploitation System via 'norfolk va', Location match (partial): Norfolk, Virginia -> Navy Enterprise Service Desk via 'norfolk va', Location match (partial): Norfolk, Virginia -> NGEN-R SMIT – Navy Next Generation Enterprise Network (Service Management, Integration & Transport) via 'norfolk va', Location match (partial): Norfolk, Virginia -> Navy Marine Corps Intranet (legacy) via 'multiple navy & usmc bases (norfolk, san diego, etc.)', Location match (exact): Norfolk, Virginia -> NGEN (Legacy Reference) via 'norfolk', Location match (exact): Norfolk, Virginia -> NGEN-R — Enterprise Network Program via 'norfolk', Location match (partial): Norfolk, Virginia -> CANES - Consolidated Afloat Network Enterprise Services via 'norfolk va, sully va, mount vernon va, aiea hi, arlington va', Location match (partial): Norfolk, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/norfolk/technical-lead-engineering-system/job-476051/,,2026-01-13T00:31:29.953115
,,,,,,,,,,,,,,Counterintelligence Field Activity,15%,inferred,53,🟡 Warm,"Location match (partial): Bellevue, Washington -> Counterintelligence Field Activity via 'washington dc', Location match (partial): Bellevue, Washington -> Counterintelligence Field Activity – Secondary Row via 'washington dc', Location match (partial): Bellevue, Washington -> DIA ISEO (IT Sustainment for DIA) via 'washington dc', Location match (partial): Bellevue, Washington -> Information Technology Sustainment for Enhanced Ops via 'washington dc', Location match (partial): Bellevue, Washington -> Integrated Strategic & Expeditionary Operations (DIA ISEO variant) via 'washington dc', Location match (partial): Bellevue, Washington -> OFAC Payment / Trade Ops Data System via 'washington dc', Location match (partial): Bellevue, Washington -> DIA ISEO via 'washington dc (bolling)'",unknown,https://insightglobal.com/jobs/find_a_job/washington/bellevue/sr-sre-ansible-/job-477756/,,2026-01-13T00:31:29.953150
,,,,,,,,,,,,,,JRSS - Joint Regional Security Stacks,20%,inferred,54,🟡 Warm,"Location match (partial): Montgomery, Alabama -> DISA Global Service Mgmt – Ops II via 'montgomery al', Location match (exact): Montgomery, Alabama -> JRSS - Joint Regional Security Stacks via 'montgomery, alabama', Location match (exact): Montgomery, Alabama -> NJRSS - Navy Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Montgomery, Alabama -> Counter-UAS Program via 'huntsville, alabama'",unknown,https://insightglobal.com/jobs/find_a_job/alabama/montgomery/ts-sci-network-administrator-iii-wan-afternoon-/job-455774/,,2026-01-13T00:31:29.953204
,,,,,,,,,,,,,,AFSIM - Advanced Framework for Simulation Integration & Modeling,15%,inferred,53,🟡 Warm,"Location match (partial): Manassas, Virginia -> AFSIM - Advanced Framework for Simulation Integration & Modeling via 'san antonio tx, manassas va, tampa fl, rivanna va', Location match (partial): Manassas, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/manassas/senior-integration-specialist/job-461572/,,2026-01-13T00:31:29.953241
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/florida/deerfield-beach/program-manager/job-473918/,,2026-01-13T00:31:29.953285
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/maryland/cockeysville/electrical-engineer/job-313138/,,2026-01-13T00:31:29.953323
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/missouri/berkeley/lead-mission-systems-engineer/job-477210/,,2026-01-13T00:31:29.953360
,,,,,,,,,,,,,,EVMS - Earned Value Management Systems,15%,inferred,53,🟡 Warm,"Location match (partial): Ashburn, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/ashburn/anti-tamper-system-security-engineer/job-477965/,,2026-01-13T00:31:29.953397
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/massachusetts/lincoln/cybersecurity-engineer-isse-cleared/job-470600/,,2026-01-13T00:31:29.953434
,,,,,,,,,,,,,,Integrated Battle Command System,20%,inferred,54,🟡 Warm,"Location match (partial): Fort Bliss, Texas -> Army Integrated Battle Command System Support via 'fort bliss tx', Location match (exact): Fort Bliss, Texas -> Integrated Battle Command System via 'fort bliss', Location match (exact): Fort Bliss, Texas -> NTT Applications & BPS Support via 'texas'",unknown,https://insightglobal.com/jobs/find_a_job/texas/fort-bliss/construction-manager-milcon/job-475829/,,2026-01-13T00:31:29.953476
,,,,,,,,,,,,,,JRSS - Joint Regional Security Stacks,20%,inferred,54,🟡 Warm,"Location match (partial): Montgomery, Alabama -> DISA Global Service Mgmt – Ops II via 'montgomery al', Location match (exact): Montgomery, Alabama -> JRSS - Joint Regional Security Stacks via 'montgomery, alabama', Location match (exact): Montgomery, Alabama -> NJRSS - Navy Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Montgomery, Alabama -> Counter-UAS Program via 'huntsville, alabama'",unknown,https://insightglobal.com/jobs/find_a_job/alabama/montgomery/system-administrator-ii-big-ip-f5-/job-468922/,,2026-01-13T00:31:29.953513
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/massachusetts/wilmington/software-engineer/job-478700/,,2026-01-13T00:31:29.953549
,,,,,,,,,,,,,,IC Corporate,20%,inferred,54,🟡 Warm,"Location match: McLean -> IC Corporate, Location match (partial): Mclean, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/mclean/systems-network-engineer/job-465044/,,2026-01-13T00:31:29.953586
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/pennsylvania/chambersburg/deputy-program-manager/job-474162/,,2026-01-13T00:31:29.953633
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/michigan/sterling-heights/information-system-security-manager-issm-warren-michigan/job-474958/,,2026-01-13T00:31:29.953674
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/california/solana-beach/aeromechanical-engineer/job-476039/,,2026-01-13T00:31:29.953799
,,,,,,,,,,,,,,Defense Health Agency Desktop to Datacenter,20%,inferred,54,🟡 Warm,"Location match (exact): Wailuku, Hawaii -> Defense Health Agency Desktop to Datacenter via 'hawaii', Location match (exact): Wailuku, Hawaii -> GBS (Global Broadcast Service) via 'hawaii', Location match (exact): Wailuku, Hawaii -> Global Broadcast Service via 'hawaii', Location match (exact): Wailuku, Hawaii -> NGEN-R SMIT – Navy Next Generation Enterprise Network (Service Management, Integration & Transport) via 'hawaii'",unknown,https://insightglobal.com/jobs/find_a_job/hawaii/wailuku/construction-surveillance-technician-cst-i/job-476770/,,2026-01-13T00:31:29.953899
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/mississippi/pascagoula/cnc-machinist/job-477987/,,2026-01-13T00:31:29.953946
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/illinois/shiloh-valley/vulnerability-scanner/job-476687/,,2026-01-13T00:31:29.953987
