award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,competitor_subaward_count,competitor_subaward_value,contract_id,description,end_date,extraction_date,is_dod,is_it_services,naics_code,naics_description,pop_city,pop_state,psc_code,psc_description,recipient_name,recipient_uei,source,start_date,subaward_count,subaward_value
446327907.27,CONT_AWD_N0003304C5300_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,0,0,N0003304C5300,,2009-10-16,2026-01-21,True,False,,,,,,,AMERICAN OVERSEAS MARINE CO. LLC,XZ1UZ6SWMET9,usaspending,2004-08-31,0,0
445938338.0,CONT_AWD_0021_9700_DAAE0700DM051_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,0021,"200408!003997!2100!W56HZV!TACOM - WARREN                  !DAAE0700DM051  !A!N! !N!0021         !      !20040305!20080930!098155158!098155158!098155158!N!GM GDLS DEFENSE GROUP LLC, JOI!38500 MOUND ROAD          !STERLING HEIGH      !MI!48310!76460!099!26!STERLING HEIGHTS    !MACOMB                !MICHIGAN  !+000282464276!N!N!000000000000!2320!TRUCKS AND TRUCK TRACTORS, WHEELED                !A4A!COMBAT VEHICLES                     !000 !*                             !336992!E! !5!A!S! ! ! !999",2006-02-28,2026-01-21,True,False,,,,,,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,usaspending,2004-03-05,0,0
445376241.03,CONT_AWD_0041_9700_W56HZV09D0024_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,0041,DELIVERY ORDER FOR THE FUNDING OF HETA1 PRODUCTION TRUCK TRACTORS.,2013-12-30,2026-01-21,True,False,,,,,,,OSHKOSH DEFENSE LLC,ZMXAHH8M8VL8,usaspending,2010-09-24,0,0
444882088.17,CONT_AWD_0100_9700_DAAA0902D0007_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,0100,"200506!000038!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0100         !      !20041105!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DR           !HOUSTON             !TX!77020!00000!   !IZ!*                   !*                     !IRAQ      !+000130000000!N!N!000000000000!R706!LOGISTICS SUPPORT SERVICES                        !S1 !SERVICES                            !000 !*                             !561210!E! !5!B!S! ! ! !20200",2006-04-07,2026-01-21,True,False,,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,usaspending,2004-11-05,0,0
443756680.45,CONT_AWD_0142_9700_DAAA0902D0007_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,0142,"200608!001444!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0142         !      !20060616!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DR           !HOUSTON             !TX!77020!00000!   !AF!                    !                      !AFGHANISTA!+000015103809!Y!N!000000000000!R706!LOGISTICS SUPPORT SERVICES                        !S1 !SERVICES                            !000 !NOT DISCERNABLE               !561210!E! !5!B!S! ! ! !99990",2012-09-30,2026-01-21,True,False,,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,usaspending,2006-06-16,0,0
442564039.2,CONT_AWD_FA870223C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; Active prime,45,0,0,FA870223C0001,MITRE NATIONAL SECURITY ENGINEERING CENTER (NSEC) SERVICES FOR THE AIR FORCE,2023-05-15,2026-01-21,True,False,,,,,,,THE MITRE CORPORATION,GAVABYGCURL7,usaspending,2022-10-01,0,0
441783778.01,CONT_AWD_DAAE0796CX195_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,DAAE0796CX195,ABRAMS TANK PROGRAM SYSTEM TECHNICAL SUPPORT (STS),2008-09-30,2026-01-21,True,False,,,,,,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,usaspending,1996-09-25,0,0
436539035.83,CONT_AWD_W15P7T13CF600_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,W15P7T13CF600,"MITRE FFRDC CONTRACT- ADMINISTRATIVE CONTRACT NUMBER FOR YEAR FIVE OF THE FIVE YEAR OPTION.  INCREMENTAL FUNDING IN THE AMOUNT OF $2,958,376.00, DD 254 AND PERFORMANCE WORK STATEMENT AMENDMENTS.",2014-03-31,2026-01-21,True,False,,,,,,,THE MITRE CORPORATION,DMHDNDCPWUD1,usaspending,2012-10-01,0,0
436225977.23,CONT_AWD_FA810405C0053_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+; Active prime,45,0,0,FA810405C0053,"200506!000803!5700!FA8104!OC-ALC/LPK                      !FA810405C0053  !A!N! !N!             !      !20050302!20061229!137488664!137488664!001367960!N!GENERAL ELECTRIC COMPANY      !ONE NEUMANN WAY           !CINCINNATI          !OH!45215!15000!061!39!CINCINNATI          !HAMILTON              !OHIO      !+000057488153!N!N!000000000000!2840!GAS TURBINES AND JET ENGINES, ACFT&COMPS        !A1B!AIRCRAFT ENGINES AND SPARES         !000 !*                             !336412!E! !3! ! ! ! ! !20200",2013-06-30,2026-01-21,True,False,,,,,,,GENERAL ELECTRIC COMPANY,J1T1FEN3PWX6,usaspending,2005-03-02,0,0
436025701.05,CONT_AWD_N0002423C4424_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,0,0,N0002423C4424,N00024-23-C-4424 USS CHUNG-HOON/USS JAMES E. WILLIAMS UNDEFINITIZED CONTRACT ACTION FOR PLANNING,2025-12-04,2026-01-21,True,False,,,,,,,NATIONAL STEEL AND SHIPBUILDING COMPANY,Q85KVUK3JBF5,usaspending,2023-09-29,0,0
435748755.14,CONT_AWD_N0002416C4306_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,0,0,N0002416C4306,IGF::CT::IGF EXECUTION PLANNING CVN 77 FY18 DPIA,2024-11-15,2026-01-21,True,False,,,,,,,METRO MACHINE CORP.,J1FCJLK5LGU5,usaspending,2016-07-29,0,0
435659087.94,CONT_AWD_N0002420C2109_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,0,0,N0002420C2109,FY20-24 IN-SERVICE SUBMARINE PLANNING YARD,2026-06-30,2026-01-21,True,False,,,,,,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,usaspending,2019-12-20,0,0
433242912.0,CONT_AWD_W56HZV24F0030_9700_W56HZV21D0001_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,W56HZV24F0030,"ABRAMS REQUIREMENTS CONTRACT - FOURTH DOMESTIC DELIVERY ORDER UTILIZING YEAR THREE ORDERING PERIOD, (34) VEHICLES.",2027-04-30,2026-01-21,True,False,,,,,,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,usaspending,2023-12-08,0,0
432494259.37,CONT_AWD_W15P7T08CF600_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,W15P7T08CF600,MITRE SYSTEM ENGINEERING SERVICES,2009-09-30,2026-01-21,True,False,,,,,,,THE MITRE CORPORATION,DMHDNDCPWUD1,usaspending,2007-10-18,0,0
432377593.0,CONT_AWD_0010_9700_DAAE0700DM051_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,0010,"200212!001527!2100!AE07  !TACOM - WARREN                  !DAAE0700DM051  !A!N! !N!0010               !20020323!20080930!098155158!098155158!098155158!N!GM GDLS DEFENSE GROUP LLC, JV !14920 TWENTY-THREE MILE RO!SHELBY TOWNSHI      !MI!48315!76460!099!26!STERLING HEIGHTS    !MACOMB                !MICHIGAN  !+000381246156!N!N!000000000000!2320!TRUCKS AND TRUCK TRACTORS, WHEELED                !A4A!COMBAT VEHICLES               !1000!NOT DISCERNABLE OR CLASSIFIED !336992!E! !5!A!S! ! ! !20080930!B",2005-09-30,2026-01-21,True,False,,,,,,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,usaspending,2002-03-23,0,0
429723425.65,CONT_AWD_F3365701C1240_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; Active prime,45,0,0,F3365701C1240,,2007-06-30,2026-01-21,True,False,,,,,,,RTX CORPORATION,QN1BCFY7JDJ5,usaspending,2001-01-22,0,0
427981199.35,CONT_AWD_N0002417C4444_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,0,0,N0002417C4444,"IGF::CL::IGF DDG62 REPAIR, RESTORATION, AND MODERNIZATION",2021-07-31,2026-01-21,True,False,,,,,,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,usaspending,2017-09-28,0,0
425649599.19,CONT_AWD_N0042114C0038_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,0,0,N0042114C0038,AWARDING AND ADDING FUNDING TO THE CONTRACT,2020-12-12,2026-01-21,True,False,,,,,,,PAE APPLIED TECHNOLOGIES LLC,K55GHE7FCEF5,usaspending,2014-09-10,0,0
423074532.07,CONT_AWD_0004_9700_W56HZV18D0012_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,0004,"UNDER THE PROPOSED CLASS OF CONTRACTS, THE ARMY WILL BE INSTALLING AND INTEGRATING SEPV3  TECHNOLOGIES (HARDWARE AND SOFTWARE) AND RECLAIMED/REFURBISHED ABRAMS LEGACY COMPONENTS, RESULTING IN THE NEWLY CONFIGURED ABRAMS TANKS.  ANNISTON ARMY DEPOT (ANAD) WILL INDUCT AND DISASSEMBLE THE M1A1 TANKS.  GDLS IS THE TECHNICAL EXPERT FOR THE RECLAMATION AND REFURBISHMENT EFFORT AND WILL WORK WITH ANAD THROUGH A WORKSHARE PROCESS.  WE WILL AWARD AN ADDITIONAL 100 VEHICLES UNDER W56HZV18D0012, USING THE ",2021-06-30,2026-01-21,True,False,,,,,,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,usaspending,2018-05-25,0,0
422942030.03,CONT_AWD_0001_9700_W56HZV15D0031_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,0001,"RECAPITALIZED (RECAP) HEAVY EXPANDED MOBILITY TACTICAL TRUCKS (HEMTTS), RECAP PALLETIZED LOAD SYSTEMS (PLS) AND SELF RECOVERY WINCHES.",2017-08-31,2026-01-21,True,False,,,,,,,OSHKOSH DEFENSE LLC,ZMXAHH8M8VL8,usaspending,2015-06-25,0,0
422251923.44,CONT_AWD_W58RGZ05C0234_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,W58RGZ05C0234,200512!005332!2100!W58RGZ!USA AVIATION AND MISSILE COMMAND!W58RGZ05C0234  !A!N! !Y!             !      !20050729!20080930!062923321!062923321!001338979!N!BELL HELICOPTER TEXTRON INC   !600 E HURST BLVD          !HURST               !TX!76053!27000!439!48!FORT WORTH          !TARRANT               !TEXAS     !+000025662497!N!N!000000000000!AC15!RDTE/AIRCRAFT-ENG/MANUF DEVELOP                   !A1A!AIRFRAMES AND SPARES                !000 !*                             !336411!E! !3! ! ! ! ! !202,2011-01-17,2026-01-21,True,False,,,,,,,BELL TEXTRON INC,N5QUZAYGPKM3,usaspending,2005-07-29,0,0
422120493.67,CONT_AWD_FA881119C0005_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+; Active prime,45,0,0,FA881119C0005,EVOLVED EXPENDABLE LAUNCH VEHICLE SILENT BARKER.,2023-11-23,2026-01-21,True,False,,,,,,,"UNITED LAUNCH SERVICES, LLC",XHAMULHCL9N3,usaspending,2019-02-21,0,0
420515951.95,CONT_AWD_N0002415C4313_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,0,0,N0002415C4313,IGF::CT::IGF,2019-01-24,2026-01-21,True,False,,,,,,,NATIONAL STEEL AND SHIPBUILDING COMPANY,Q85KVUK3JBF5,usaspending,2015-04-21,0,0
420230975.0,CONT_AWD_N0002400C2112_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,0,0,N0002400C2112,,2015-09-30,2026-01-21,True,False,,,,,,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,usaspending,2000-09-28,0,0
417929835.35,CONT_AWD_N0001923F0539_9700_N0001920D0013_9700,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,0,0,N0001923F0539,DEPOT COMMON ENGINE PARTS,2026-12-31,2026-01-21,True,False,,,,,,,RTX CORPORATION,QN1BCFY7JDJ5,usaspending,2023-06-30,0,0
417791071.86,CONT_AWD_W31P4Q04C0046_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,W31P4Q04C0046,,2026-06-30,2026-01-21,True,False,,,,,,,RAYTHEON/LOCKHEED MARTIN JAVELIN JV,WGB7GAKM7A68,usaspending,2004-01-25,0,0
417696862.37,CONT_AWD_W912CH24F0229_9700_W56HZV17D0071_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,W912CH24F0229,HMMWV PRODUCTION CONTRACT,2026-09-30,2026-01-21,True,False,,,,,,,AM GENERAL LLC,NWM1JWVDA853,usaspending,2024-08-23,0,0
416758426.0,CONT_AWD_W31P4Q22F0013_9700_W31P4Q20D0039_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,W31P4Q22F0013,MANEUVER-SHORT RANGE AIR DEFENSE SYSTEM PRODUCTION.,2025-06-30,2026-01-21,True,False,,,,,,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,usaspending,2022-02-04,0,0
416010021.31,CONT_AWD_W56HZV22F0412_9700_W56HZV22D0002_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,W56HZV22F0412,CONTACT MAINTENANCE TRUCKS PRODUCTION. DELIVERY ORDER FOR 254 HMMWV CHASSIS AND 813 SECM ENCLOSURES.,2028-05-31,2026-01-21,True,False,,,,,,,AM GENERAL LLC,NWM1JWVDA853,usaspending,2022-09-09,0,0
414866327.68,CONT_AWD_FA870222C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; Active prime,45,0,0,FA870222C0001,MITRE NATIONAL SECURITY ENGINEERING CENTER (NSEC) SERVICES FOR THE AIR FORCE,2023-09-30,2026-01-21,True,False,,,,,,,THE MITRE CORPORATION,GAVABYGCURL7,usaspending,2021-10-01,0,0
414168824.23,CONT_AWD_FA812423F1015_9700_FA861118D2850_9700,Department of Defense,Department of the Air Force,DoD; $100M+; Active prime,45,0,0,FA812423F1015,F119 CY23 ENGINE SUSTAINMENT,2023-12-31,2026-01-21,True,False,,,,,,,RTX CORPORATION,QN1BCFY7JDJ5,usaspending,2023-01-01,0,0
413390675.41,CONT_AWD_N0003019C0001_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+; Active prime,45,0,0,N0003019C0001,GUIDANCE OMNIBUS,2022-11-30,2026-01-21,True,False,,,,,,,"THE CHARLES STARK DRAPER LABORATORY, INC.",GTJHZE4M7YK1,usaspending,2018-10-01,0,0
413188536.76,CONT_AWD_0003_9700_W56HZV06G0006_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,0003,200611!007960!2100!W56HZV!TACOM - WARREN                  !W56HZV06G0006  !A!N! !N!0003         !      !20060803!20061225!131266926!131266926!001381284!N!GENERAL DYNAMICS LAND SYSTEMS !38500 MOUND RD            !STERLING HEIGH      !MI!48310!76460!099!26!STERLING HEIGHTS    !MACOMB                !MICHIGAN  !+000021656632!N!N!000000000000!2590!MISCELLANEOUS VEHICULAR COMPONENTS                !A4A!COMBAT VEHICLES                     !000 !NOT DISCERNABLE               !336992!E! !4! ! ! ! ! !999,2017-11-30,2026-01-21,True,False,,,,,,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,usaspending,2006-08-03,0,0
412978438.0,CONT_AWD_N0002405C4409_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,0,0,N0002405C4409,200506!179106!1700!N00024!NAVAL SEA SYSTEMS COMMAND       !N0002405C4409  !A!N! !N!             !      !20050324!20100930!080911274!824825459!217304393!N!BAE SYSTEMS SAN DIEGO SHIP REP!FOOT OF SAMPSON ST        !SAN DIEGO           !CA!92170!66000!073!06!SAN DIEGO           !SAN DIEGO             !CALIFORNIA!+000000027495!N!N!000044294130!J999!NON-NUCLEAR SHIP REPAIR (WEST)                    !A3 !SHIPS                               !000 !*                             !336611!E! !3! ! ! ! ! !202,2010-05-13,2026-01-21,True,False,,,,,,,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,ZMBFGXHLGLM3,usaspending,2005-03-24,0,0
412423015.0,CONT_AWD_N0002415C4300_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,0,0,N0002415C4300,USS MONTPELIER (SSN 765) PLANNING,2018-07-31,2026-01-21,True,False,,,,,,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,usaspending,2015-05-27,0,0
410874277.46,CONT_AWD_W56HZV23F0005_9700_W56HZV21D0001_9700,Department of Defense,Defense Contract Management Agency,DoD; $100M+; Active prime,45,0,0,W56HZV23F0005,ABRAMS PRODUCTION NEW DELIVERY ORDER W56HZV-23-F-0005 TO INCORPORATE A QUANTITY OF 44 M1A2 ABRAMS SEPV3 VEHICLES FOR DOMESTIC.,2026-02-28,2026-01-21,True,False,,,,,,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,usaspending,2022-12-15,0,0
410190307.0,CONT_AWD_N0001905C0050_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+; Active prime,45,0,0,N0001905C0050,"200510!303493!1700!N00019!NAVAL AIR SYSTEMS COMMAND       !N0001905C0050  !A!N! !N!             !      !20050712!20070131!060605883!962960589!962960589!N!ROCKWELL COLLINS, INC         !400 COLLINS RD NE         !CEDAR RAPIDS        !IA!52498!12000!113!19!CEDAR RAPIDS        !LINN                  !IOWA      !+000002915880!N!N!000282900632!5821!RADIO AND TV COMM EQUIPMENT, AIRBORNE             !A7 !ELECTRONICS AND COMMUNICATION EQUIP !000 !*                             !334290!A!A!3! ! ! ! ! !202",2011-07-31,2026-01-21,True,False,,,,,,,"ROCKWELL COLLINS, INC.",J4Q3HP6NHK47,usaspending,2005-07-12,0,0
409837509.12,CONT_AWD_N0002415C2105_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,0,0,N0002415C2105,SUBMARINE PLANNING YARD,2020-06-30,2026-01-21,True,False,,,,,,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,usaspending,2015-07-17,0,0
408498267.36,CONT_AWD_FA862623F0003_9700_FA862622D0010_9700,Department of Defense,Department of the Air Force,DoD; $100M+; Active prime,45,0,0,FA862623F0003,NEXT GENERATION ADAPTIVE PROPULSION (NGAP) PROTOTYPING,2028-01-11,2026-01-21,True,False,,,,,,,GENERAL ELECTRIC COMPANY,J1T1FEN3PWX6,usaspending,2023-01-26,0,0
405546114.52,CONT_AWD_W15P7T07CF600_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,W15P7T07CF600,SYSTEMS ENGINEERING SERVICES,2009-03-31,2026-01-21,True,False,,,,,,,THE MITRE CORPORATION,DMHDNDCPWUD1,usaspending,2006-10-23,0,0
405543261.8,CONT_AWD_F4168901C0006_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; Active prime,45,0,0,F4168901C0006,,2006-09-30,2026-01-21,True,False,,,,,,,PAE APPLIED TECHNOLOGIES LLC,K55GHE7FCEF5,usaspending,2002-07-16,0,0
404963641.13,CONT_AWD_N0001913C0004_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+; Active prime,45,0,0,N0001913C0004,E-6B BLOCK I/ IPBE PHASE 3 MOD KITS,2021-06-30,2026-01-21,True,False,,,,,,,"ROCKWELL COLLINS, INC.",J4Q3HP6NHK47,usaspending,2012-11-27,0,0
404565082.2,CONT_AWD_FA810605C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; Active prime,45,0,0,FA810605C0001,,2014-03-31,2026-01-21,True,False,,,,,,,PAE APPLIED TECHNOLOGIES LLC,K55GHE7FCEF5,usaspending,2005-01-26,0,0
404192346.59,CONT_AWD_DAAH2301C0092_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,DAAH2301C0092,200506!001162!2100!W58RGZ!USA AVIATION AND MISSILE COMMAND!DAAH2301C0092  !A!N! !N!             !P00027!20050323!20040331!047800297!006265946!009256819!N!DOUGLAS MCDONNELL HELICOPTER C!5000 E MCDOWELL RD        !MESA                !AZ!85215!46000!013!04!MESA                !MARICOPA              !ARIZONA   !-000000032378!Y!N!000000000000!1560!AIRFRAME STRUCTURAL COMPONENTS                    !A1A!AIRFRAMES AND SPARES                !000 !*                             !336411!E! !3! ! !D! ! !202,2014-03-31,2026-01-21,True,False,,,,,,,MCDONNELL DOUGLAS HELICOPTER COMPANY,MY47WV32XFM1,usaspending,2001-03-23,0,0
401091113.62,CONT_AWD_DAAH2399C0111_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,DAAH2399C0111,199911!2100!1239!AH23 !USA AVIATION AND MISSILE COMMAND!DAAH2399C0111  !A!*!*                  !19990423!19990930!047800297!006265946!009256819!N!8V613!MCDONNELL DOUGLAS HELICOPTER C!5000 E MCDOWELL RD        !MESA                !AZ!85215!46000!013!04!MESA                !MARICOPA              !ARIZONA   !0001!+000000175000!Y!N!000000000000!R425!ENGINEERING TECHNICAL SERVICES                    !A1A!AIRFRAMES AND SPARES          !1AIC!APACHE (AH-64) ADV ATTACK     !3721!3!*!*!*!B!N!Z!B !N!J!1!0,2011-06-30,2026-01-21,True,False,,,,,,,MCDONNELL DOUGLAS HELICOPTER COMPANY,MY47WV32XFM1,usaspending,1999-04-23,0,0
400720830.54,CONT_AWD_0012_9700_M6785407D5031_9700,Department of Defense,Defense Contract Management Agency,DoD; $100M+; Active prime,45,0,0,0012,CAT I INDEPENDENT SUSPENSION,2011-09-09,2026-01-21,True,False,,,,,,,GENERAL DYNAMICS LAND SYSTEMS - FORCE PROTECTION INC.,HDBEN6SW3531,usaspending,2009-04-08,0,0
400622292.92,CONT_AWD_N6134017C0007_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,0,0,N6134017C0007,IGF::OT::IGF TCTS INCREMENT II (TCTS INC II),2027-03-28,2026-01-21,True,False,,,,,,,"ROCKWELL COLLINS, INC.",J4Q3HP6NHK47,usaspending,2017-03-28,0,0
400607587.0,CONT_AWD_N0002406C4402_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,0,0,N0002406C4402,200603!155059!1700!N00024!NAVAL SEA SYSTEMS COMMAND       !N0002406C4402  !A!N! !N!             !      !20051205!20121205!009158932!009158932!001381284!N!NATIONAL STEEL & SHIPBUILDING !2798 HARBOR DR            !SAN DIEGO           !CA!92113!99073!073!06!SAN DIEGO           !SAN DIEGO             !CALIFORNIA!+000000099358!N!N!000000099358!J999!NON-NUCLEAR SHIP REPAIR (WEST)                    !A3 !SHIPS                               !000 !NOT DISCERNABLE               !336611!A!A!3! ! ! ! ! !999,2016-08-09,2026-01-21,True,False,,,,,,,NATIONAL STEEL AND SHIPBUILDING COMPANY,Q85KVUK3JBF5,usaspending,2005-12-05,0,0
399220796.0,CONT_AWD_W58RGZ25F0142_9700_W58RGZ24D0053_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,W58RGZ25F0142,T700 SERIES ENGINE PRODUCTION,2029-12-31,2026-01-21,True,False,,,,,,,GENERAL ELECTRIC COMPANY,E3HYKKLT5ZT1,usaspending,2024-12-12,0,0
398663532.39,CONT_AWD_W912DY16F0093_9700_GS00Q09BGD0048_4735,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,W912DY16F0093,"IGF::CL,CT::IGF HIGH PERFORMANCE COMPUTING MODERNIZATION PROGRAM INTEGRATED TECHNICAL SERVICES (HITS) UNRESTRICTED REAWARD",2022-04-18,2026-01-21,True,False,,,,,,,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,MMLKPW9JLX64,usaspending,2016-06-13,0,0
397990460.73,CONT_AWD_W58RGZ19C0022_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0,0,W58RGZ19C0022,REQUIREMENT IS FOR THE PROCUREMENT OF FULL RATE PRODUCTION 5.,2024-02-28,2026-01-21,True,False,,,,,,,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",ZH4NVFG3Z526,usaspending,2019-07-15,0,0
396709566.0,CONT_AWD_N0003021C0008_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,0,0,N0003021C0008,MK6 GEUS FY21,2026-07-31,2026-01-21,True,False,,,,,,,"THE CHARLES STARK DRAPER LABORATORY, INC.",GTJHZE4M7YK1,usaspending,2021-02-26,0,0
396319866.19,CONT_AWD_B001_9700_SP060007D0488_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+; Active prime,45,0,0,B001,"FUEL, NAVAL DISTILLATE (F76); TURBINE FUEL, AVIATION (JP5); TURBINE FUEL, AVIATION (JP8); & GASOLINE, AUTOMOTIVE, UNLEADED (MUM)",2008-07-30,2026-01-21,True,False,,,,,,,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,HPBTLPA2JR77,usaspending,2007-06-12,0,0
396227744.4,CONT_AWD_FA880709C0002_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+; Active prime,45,0,0,FA880709C0002,DAGR FOLLOW-ON,2017-06-30,2026-01-21,True,False,,,,,,,"ROCKWELL COLLINS, INC.",J4Q3HP6NHK47,usaspending,2009-03-10,0,0
394694282.13,CONT_AWD_0007_9700_FA862015G4040_9700,Department of Defense,Department of the Air Force,DoD; $100M+; Active prime,45,0,0,0007,"ACAT 1C, MQ-9, FY15 MQ-9 PRODUCTION",2019-12-31,2026-01-21,True,False,,,,,,,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",ZH4NVFG3Z526,usaspending,2016-08-15,0,0
393393819.87,CONT_AWD_FA870221C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; Active prime,45,0,0,FA870221C0001,RESEARCH AND DEVELOPMENT,2021-09-30,2026-01-21,True,False,,,,,,,THE MITRE CORPORATION,GAVABYGCURL7,usaspending,2020-10-01,0,0
392073890.54,CONT_AWD_W56HZV12C0322_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+; Active prime,45,0,0,W56HZV12C0322,IGF::OT::IGF  R&D FOR ECP 1 ABRAMS TANK,2021-09-30,2026-01-21,True,False,,,,,,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,usaspending,2012-09-14,0,0
