award_amount,award_id,awarding_agency,awarding_sub_agency,competitor_match,description,end_date,extraction_date,piid,pop_city,pop_state,recipient_name,recipient_uei,start_date
8000.0,CONT_AWD_SPE4A516M4518_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8503038161!CONTROL ASSEMBLY,PU",2016-04-22,2026-01-21,SPE4A516M4518,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2016-03-23
7950.0,CONT_AWD_SPM4A510M7063_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"4513798817!DAMPENER,GYROSCOPE",2010-04-25,2026-01-21,SPM4A510M7063,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2010-03-26
7500.0,CONT_AWD_SPE7M421P0105_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8507745064!TUBE,FILLING",2020-11-17,2026-01-21,SPE7M421P0105,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2020-10-23
7000.0,CONT_AWD_SPRPA116PW008_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"PUMP,ROTARY",2015-12-31,2026-01-21,SPRPA116PW008,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2015-12-17
7000.0,CONT_AWD_SPE4A418V3729_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8505154134!FILTER,FLUID",2018-02-14,2026-01-21,SPE4A418V3729,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2018-01-31
6750.0,CONT_AWD_SPE4A613ME618_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8500187725!BEARING,SLEEVE",2013-05-01,2026-01-21,SPE4A613ME618,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2013-04-17
6400.0,CONT_AWD_SPE7L417V0582_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,8504183179!PINION PLANETARY ASSY MAIN GE,2017-03-20,2026-01-21,SPE7L417V0582,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2017-03-06
6000.0,CONT_AWD_SPE7L323V7509_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8510067178!GUARD,MUFFLER-EXHAU",2023-08-23,2026-01-21,SPE7L323V7509,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2023-08-09
6000.0,CONT_AWD_SPE4A518P4696_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8505331507!COVER,ACCESS,AIRCRA",2018-04-06,2026-01-21,SPE4A518P4696,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2018-03-23
6000.0,CONT_AWD_M0014612PW051_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,AEROTEK,"TUBE ASSEMBLY, NS",2011-12-19,2026-01-21,M0014612PW051,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2011-12-13
5950.0,CONT_AWD_SPE4A616M0899_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,8502593706!ROCKING SHAFT ASSY,2015-11-30,2026-01-21,SPE4A616M0899,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2015-10-28
5700.0,CONT_AWD_SPE7L118V3704_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8505237670!PULLEY,GROOVE",2018-03-12,2026-01-21,SPE7L118V3704,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2018-02-26
5700.0,CONT_AWD_SPE4A623V006R_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8509744589!BEARING, SLEEVE",2023-03-21,2026-01-21,SPE4A623V006R,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2023-03-07
5600.0,CONT_AWD_SPE4A516M7271_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8503395740!PARTS KIT,SPINNER",2016-10-14,2026-01-21,SPE4A516M7271,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2016-07-01
5500.0,CONT_AWD_SPM7MC12M0013_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"4519314199!SWITCH,PUSH",2011-11-06,2026-01-21,SPM7MC12M0013,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2011-10-07
5500.0,CONT_AWD_SPEFA520P1427_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8507618145!BODY,VALVE ASSEMBLY",2020-09-18,2026-01-21,SPEFA520P1427,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2020-08-31
5500.0,CONT_AWD_SPE4A123V0333_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8509912896!VALVE ASSEMBLY,ENVI",2023-06-06,2026-01-21,SPE4A123V0333,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2023-05-23
5400.0,CONT_AWD_SPE4A520P8065_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8507646759!CABLE ASSEMBLY,SPEC",2020-10-02,2026-01-21,SPE4A520P8065,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2020-09-18
5000.0,CONT_AWD_SPE7M321P1941_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8507930931!ELBOW,FLANGE TO BOS",2021-04-22,2026-01-21,SPE7M321P1941,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2021-03-08
5000.0,CONT_AWD_SPE7M024P4626_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8510879215!HOSE ASSEMBLY,METAL",2024-09-24,2026-01-21,SPE7M024P4626,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2024-09-10
4500.0,CONT_AWD_SPE7MC20P4387_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,8507501926!PISTON AND MAGNET H,2020-07-14,2026-01-21,SPE7MC20P4387,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2020-06-30
4500.0,CONT_AWD_SPE4A714M3741_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8500540882!SHIELD,HEAT,AIRCRAF",2014-01-21,2026-01-21,SPE4A714M3741,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2013-12-20
4500.0,CONT_AWD_SPE4A618V542S_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8505896319!WASHER,SPRING TENSI",2018-10-03,2026-01-21,SPE4A618V542S,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2018-09-19
4500.0,CONT_AWD_SPE4A516M7546_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8503431663!ARM,DRIVE,WIRE ROPE",2016-08-01,2026-01-21,SPE4A516M7546,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2016-07-18
4250.0,CONT_AWD_SPE4A614M4131_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8500497103!GAGE,PRESSURE,DIAL",2013-12-27,2026-01-21,SPE4A614M4131,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2013-11-27
4125.0,CONT_AWD_SPE4A617VD754_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,8504438625!ROCKING SHAFT ASSY,2017-06-08,2026-01-21,SPE4A617VD754,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2017-05-25
4000.0,CONT_AWD_SPE7MC19V6302_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8506426153!CYLINDER,VALVE",2019-04-18,2026-01-21,SPE7MC19V6302,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2019-04-04
4000.0,CONT_AWD_SPE7MC19V5460_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8506364177!CYLINDER,VALVE",2019-03-27,2026-01-21,SPE7MC19V5460,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2019-03-13
4000.0,CONT_AWD_SPE7M119P1935_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8506174318!PIPE ASSEMBLY,MANIF",2019-01-18,2026-01-21,SPE7M119P1935,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2019-01-04
4000.0,CONT_AWD_SPE5E718V5736_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8505785983!NUT,SELF LOCKING",2018-08-30,2026-01-21,SPE5E718V5736,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2018-08-16
4000.0,CONT_AWD_SPE4A619PB022_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8506338342!CYLINDER,VALVE",2019-03-18,2026-01-21,SPE4A619PB022,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2019-03-04
3750.0,CONT_AWD_SPE7MC23V2005_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8509615874!SEAT,VALVE",2023-01-17,2026-01-21,SPE7MC23V2005,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2023-01-03
3600.0,CONT_AWD_SPE5E919P0381_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,8506058009!PIN CYLINDER ACTU,2018-11-29,2026-01-21,SPE5E919P0381,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2018-11-15
3600.0,CONT_AWD_SPE5E821P0081_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8507706790!HINGE,ACCESS DOOR",2020-10-22,2026-01-21,SPE5E821P0081,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2020-10-08
3600.0,CONT_AWD_M0014613PU048_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,AEROTEK,PIN,2013-08-13,2026-01-21,M0014613PU048,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2013-08-08
3500.0,CONT_AWD_SPE7MC16VB185_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8503537999!VALVE,BUTTERFLY",2016-08-29,2026-01-21,SPE7MC16VB185,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2016-08-15
3500.0,CONT_AWD_SPE7MC16VA969_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8503527988!VALVE,BUTTERFLY",2016-08-25,2026-01-21,SPE7MC16VA969,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2016-08-11
3500.0,CONT_AWD_SPE4A514M0969_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,8500441404!CAP END FLOAT SWI,2013-12-02,2026-01-21,SPE4A514M0969,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2013-10-30
3500.0,CONT_AWD_SPE4A512M0982_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8500037458!HINGE,DOOR,AIRCRAFT",2012-06-25,2026-01-21,SPE4A512M0982,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2012-06-25
3300.0,CONT_AWD_SPE4A624P8999_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8510318610!WASHER,SPRING TENSI",2023-12-22,2026-01-21,SPE4A624P8999,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2023-12-08
3125.0,CONT_AWD_SPE4A623P4754_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8509537772!BOLT,EXTERNALLY REL",2022-12-08,2026-01-21,SPE4A623P4754,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2022-11-18
3000.0,CONT_AWD_SPE7M319V5259_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,8506675052!PISTON AND MAGNET H,2019-07-30,2026-01-21,SPE7M319V5259,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2019-07-16
3000.0,CONT_AWD_SPE4A521V0175_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8507734587!SUPPORT,STRUCTURAL",2020-11-02,2026-01-21,SPE4A521V0175,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2020-10-19
3000.0,CONT_AWD_M0014611VW241_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,AEROTEK,"TUBE ASSY, NS",2011-04-07,2026-01-21,M0014611VW241,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2011-04-05
2990.0,CONT_AWD_M0014612VD302_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,AEROTEK,"COLLAR, PIN-RIVET",2012-03-02,2026-01-21,M0014612VD302,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2012-02-27
2880.0,CONT_AWD_SPE5E818V9024_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8505773855!NUT,PLAIN,EXTENDED",2018-08-27,2026-01-21,SPE5E818V9024,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2018-08-13
2860.0,CONT_AWD_SPE4A118P0062_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8504823063!PLATE,DIFFUSION,SCR",2017-10-19,2026-01-21,SPE4A118P0062,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2017-10-05
2850.0,CONT_AWD_M0014612VD458_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,AEROTEK,"STRAINER,SEDIMENT",2012-05-25,2026-01-21,M0014612VD458,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2012-05-24
2800.0,CONT_AWD_SPE7L319V5086_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8506425196!CONNECTING LINK,RIG",2019-04-18,2026-01-21,SPE7L319V5086,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2019-04-04
2800.0,CONT_AWD_SPE5E721V1574_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,8507893054!NUT LOCKING,2021-01-14,2026-01-21,SPE5E721V1574,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2020-12-31
2800.0,CONT_AWD_SPE5E420V3734_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8507190621!RING,RETAINING",2020-03-04,2026-01-21,SPE5E420V3734,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2020-02-19
