award_id,piid,recipient_name,recipient_uei,award_amount,description,awarding_agency,sub_agency,start_date,end_date,pop_city,pop_state,naics_code,psc_code,fiscal_year
N0001918C1046,,THE BOEING COMPANY,JJM4FRDZJDX1,5496533530.53,F/A-18E AIRCRAFT,Department of Defense,Department of the Navy,2018-05-08,2028-08-31,,MO,,,2022
N0001913C9999,,NORTHROP GRUMMAN SYSTEMS CORPORATION,PK8PM2GNVMP8,5369740355.12,E-2D ADVANCED HAWKEYE AIRCRAFT (FRP-2),Department of Defense,Department of the Navy,2013-05-13,2026-12-31,,FL,,,2022
N0002418C2305,,BATH IRON WORKS CORPORATION,FREEMCLKFXE3,5302697771.86,FY18-FY22 DDG 51 CLASS SHIP CONSTRUCTION,Department of Defense,Department of the Navy,2018-09-27,2030-12-20,,ME,,,2022
FA861520F0001,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,5286196424.87,TAIWAN/MOROCCO F-16 PRODUCTION BLOCK 70/72,Department of Defense,Defense Contract Management Agency,2020-08-14,2028-12-31,,TX,,,2022
N0003904C2009,,LOCKHEED MARTIN CORP,ZFN2JJXBLZT3,5178428982.51,None,Department of Defense,Defense Contract Management Agency,2004-09-24,2022-08-18,,CA,,,2022
FA862507C6471,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,4996841729.22,ADVANCE PROCUREMENT OF LONG LEAD FOR LRIP FOR C-5M RERP,Department of Defense,Department of the Air Force,2007-04-30,2019-01-31,,GA,,,2022
N0001910C0002,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,4993929468.3,LOW RATE INTITIAL PRODUCTION (LRIP) LOT 5 ADVANCED ACQUISITION CONTRACT.,Department of Defense,Defense Contract Management Agency,2010-07-06,2022-05-04,,TX,,,2022
N0002411C2300,,LOCKHEED MARTIN CORPORATION,MJENSFHZJP11,4981515210.15,BASIC AWARD,Department of Defense,Department of the Navy,2010-12-29,2026-12-31,,MD,,,2022
W52P1J09C0013,,"BECHTEL PARSONS BLUE GRASS, A JOINT VENTURE",DS75LBB3UZJ6,4980576178.6,"THE PURPOSE OF MODIFICATION P00003 - CLIN 0002 CONSTRUCTION IS TO DO THE FOLLOWING:  1. FY 09 RDTE FUNDS ARE HEREBY OBLIGATED IN THE AMOUNT OF $1,518,599.00 TO SUPPORT CONTINUED EFFORTS FOR PHASE IV LONG LEAD EQUIPMENT UNDER ESTABLISHED CLIN 0002AA.       MIPR: W91CPT90770019 01      PRON: DE9R0019DE AMD 02   2. FY 08 MCD FUNDS ARE HEREBY OBLIGATED IN THE AMOUNT OF $43,020,072.00 TO SUPPORT CONTIN",Department of Defense,Department of the Army,2009-03-19,2028-04-03,,KY,,,2022
N0002413C2305,,BATH IRON WORKS CORPORATION,FREEMCLKFXE3,4904473850.56,FY13-FY17 DDG 51 CLASS SHIP CONSTRUCTION.,Department of Defense,Department of the Navy,2013-06-03,2026-12-01,,ME,,,2022
N0001993C0006,,BELL HELICOPTER TEXTRON INC,HW7JDAG1UYU5,4885212163.54,None,Department of Defense,Defense Contract Management Agency,1992-10-15,2017-06-30,,TX,,,2022
N0001921C0011,,RTX CORPORATION,QN1BCFY7JDJ5,4865962075.84,FY21 PBL2,Department of Defense,Department of the Navy,2020-12-01,2030-02-28,,CT,,,2022
W58RGZ13C0002,,THE BOEING COMPANY,E466BXU4KJH8,4864238445.89,CH-47F CARGO HELICOPTER MULTIYEAR II.  34 NEW BUILD HELICOPTERS AND 121 RENEW HELICOPTERS.,Department of Defense,Defense Contract Management Agency,2013-06-10,2022-09-30,,PA,,,2022
W52P1J10C0062,,VECTRUS SYSTEMS LLC,RRFJZGASZJ41,4815722935.22,KUWAIT BASE OPERATIONS AND SECURITY SUPPORT SERVICES,Department of Defense,Department of the Army,2010-09-29,2023-08-28,,,,,2022
N0002418C2406,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,4627589105.0,LPD 30 LLTM,Department of Defense,Department of the Navy,2018-08-02,2031-03-01,,MS,,,2022
0089,,"KBR SERVICES, LLC",YSQMHRS4HSC5,4609561500.42,"200509!001151!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0089         !      !20050613!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DR           !HOUSTON             !TX!77020!00000!   !IZ!*                   !*                     !IRAQ      !+000135000000!N!N!000000000000!R706!LOGISTICS SUPPORT SERVICES                        !S1 !S",Department of Defense,Department of the Army,2005-06-13,2012-12-31,,,,,2022
W31P4Q19C0011,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,4583057418.88,"W31P4Q-19-C-0011 PAC-3 PRODUCTION CONTRACT FOR THE FY19/20 US/FMS REQUIREMENTS, WHICH INCLUDES: MSE&CRI MISSILES, LMKS AND OTHER GROUND SUPPORT FOR PATRIOT/PAC-3 WEAPON.",Department of Defense,Department of the Army,2018-12-21,2027-03-31,,TX,,,2022
N0002498C2104,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,4563665299.0,None,Department of Defense,Department of the Navy,1999-11-03,2023-05-17,,VA,,,2022
FA880708C0010,,LOCKHEED MARTIN CORP,FYHNA5WC8XD7,4538050444.83,GLOBAL POSITIONING SYSTEM (GPS) IIIA,Department of Defense,Department of the Air Force,2008-05-15,2027-07-23,,PA,,,2022
W52P1J09C0012,,"BECHTEL NATIONAL, INC.",WA9LNGN2DPF4,4512659363.96,RESTRUCTURED CONTRACT TO FACILITATE A CONTRACTUAL VEHICLE FOR THE LIFE OF THE DAAA09-02-D-0025 CONTRACT FROM SYSTEMIZATION THROUGH CLOSURE.  THIS IS SEEN AS AN ADMINISTRATIVE CHANGE TO DAAA09-02-D-0025,Department of Defense,Department of the Army,2009-03-18,2028-04-03,,CO,,,2022
N0002415C2114,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,4468376082.62,DETAIL DESIGN AND CONSTRUCTION CVN 79,Department of Defense,Department of the Navy,2015-06-05,2025-07-31,,VA,,,2022
N0002411C2301,,"AUSTAL USA, LLC",RG6LJJM6JBS3,4462893976.64,BASIC CONTRACT,Department of Defense,Department of the Navy,2010-12-29,2024-03-28,,AL,,,2022
HQ014719C0004,,THE BOEING COMPANY,SML4NN2CT556,4438727467.75,GBI/AUR PROGRAM MANAGEMENT/SYSTEMS ENG,Department of Defense,Missile Defense Agency,2019-03-18,2025-12-31,,AL,,,2022
