hts10,description_long,description_short,minyear,maxyear,mincid,maxcid,quantity_1,quantity_2,sitc,end_use_import,end_use_export,ag_code,sic,naics,hitech,flow
8425.49.0000,"JACKS, NESOI; HOISTS OF A KIND USED FOR RAISING VEHICLES","JACKS, NESOI; HOISTS USED FOR RAISING VEHICLES",1989,2019,1993-07-01,2019-03-01,Mixed,NA,74449,21170,21170,1,3569,333999,00,Both
8426.11.0000,OVERHEAD TRAVELING CRANES ON FIXED SUPPORT,OVERHEAD TRAVELING CRANES ON FIXED SUPPORT,1989,2019,1993-07-01,2019-03-01,Mixed,NA,74431,21170,21170,1,3536,333923,00,Both
8426.12.0000,MOBILE LIFTING FRAMES ON TIRES AND STRADDLE CARRIERS,MOBILE LIFTING FRAMES ON TIRES & STRADDLE CARRIERS,1989,2019,1993-07-01,2019-03-01,Mixed,NA,74432,21170,21170,1,3537,333924,00,Both
8426.19.0000,"OVERHEAD TRAVELING CRANES, TRANSPORTER CRANES,GANTRY AND BRIDGE CRANES, MOBILE LIFTING FRAMES AND STRADDLE CARRIES, NESOI","OVHD TRV,TRNPT,GNT,BRDG,MOBL LFT FRM&TRD CAR,NESOI",1989,2019,1993-07-01,2019-03-01,Mixed,NA,74433,21170,21170,1,3536,333923,00,Both
8426.20.0000,TOWER CRANES,TOWER CRANES,1989,2019,1993-07-01,2019-03-01,Mixed,NA,74434,21170,21170,1,3531,333120,00,Both
8426.30.0000,PORTAL OR PEDESTAL JIB CRANES,PORTAL OR PEDESTAL JIB CRANES,1989,2019,1993-07-01,2019-03-01,Mixed,NA,74435,21170,21170,1,3531,333120,00,Both
8426.41.0005,"WORKS TRUCKS FITTED WITH A CRANE, SELF-PROPELLED, ON TIRES","WORKS TRUCKS FITTED WITH A CRANE, SELF-PROPEL TIRE",1989,2019,1993-07-01,2019-03-01,Mixed,NA,74437,21170,21170,1,Mixed,Mixed,00,Both
8426.41.0010,"CABLE OPERATED LIFTING MACHINERY,NESOI, SELF-PROPELLED ON TIRES","CABLE OPERATED LIFT MACHINERY, SELF-PROPELLED, ON",1989,2019,1993-07-01,2019-03-01,Mixed,NA,74437,21170,21170,1,3531,333120,00,Both
8426.41.0090,"LIFTING MACHINERY, SELF-PROPELLED, ON TIRES, NESOI","LIFTING MACHINERY, SELF-PROPELLED, ON TIRES, NESOI",1989,2019,1993-07-01,2019-03-01,Mixed,NA,74437,21170,21170,1,3531,333120,00,Both
8426.49.0010,"CABLE OPERATED LIFTING MACHINERY, SELF-PROPELLED,NESOI","CABLE OPERATED LIFT MACHINERY, SELF-PROPELLED, NES",1989,2019,1993-07-01,2019-03-01,Mixed,NA,74437,21170,21170,1,3531,333120,00,Both
8426.49.0090,"LIFTING MACHINERY SELF-PROPELLED, NESOI","LIFTING MACHINERY SELF-PROPELLED, NESOI",1989,2019,1993-07-01,2019-03-01,Mixed,NA,74437,21170,21170,1,3531,333120,00,Both
8426.91.0000,LIFTING MACHINERY DESIGNED FOR MOUNTING ON ROAD VEHICLES,LIFTING MACHINERY DESIGNED FOR MOUNTING ON ROAD VE,1989,2019,1993-07-01,2019-03-01,Mixed,NA,74439,21170,21170,1,3531,333120,00,Both
8426.99.0000,"LIFTING MACHINERY, NESOI","LIFTING MACHINERY, NESOI",1989,2019,1993-07-01,2019-03-01,Mixed,NA,74439,21170,21170,1,3531,333120,00,Both
8427.10.0010,"OPERATOR RIDING SELF-PROPELLED FORK-LIFT TRUCKS AND OTHER WORKS-TRUCKS FITTED WITH LIFTING EQUIPMENT, POWERED BY AN ELECTRIC MOTOR",OPERATOR RIDE SLF-PROPEL WKS TRKS PWR BY ELEC MTR,1989,1994,1993-07-01,1999-06-01,Mixed,NA,74411,21170,21170,1,3537,NA,NA,Both
8427.10.0050,"SELF-PROPELLED FORK-LIFT AND OTHER WORKS TRUCKS FITTED WITH LIFTING EQUIPMENT, POWERED BY AN ELECTRIC MOTOR, NESOI",SELF-PROPEL WRKS TRK TRUCK POWERED BY AN ELEC MOTO,1989,1990,1993-07-01,1994-07-01,Mixed,NA,74411,21170,21170,1,3537,NA,NA,Both
8427.10.0060,NA,NA,1990,1994,1994-07-01,1999-06-01,Mixed,NA,74411,21170,21170,1,3537,NA,NA,Both
8427.10.0090,"SELF-PROPELLED FORK-LIFT AND OTHER WORKS TRUCKS FITTED WITH LIFTING EQUIPMENT, POWERED BY AN ELECTRIC MOTOR, NESOI",SELF-PROPEL WRKS TRK TRUCK POWERED BY AN ELEC MOTO,1990,1994,1994-07-01,1999-06-01,Mixed,NA,74411,21170,21170,1,3537,NA,NA,Both
8427.10.4000,NA,NA,1994,2019,1999-06-01,2019-03-01,Mixed,NA,74411,21170,21170,1,3537,333924,00,Both
8427.10.8010,"OPERATOR RIDING SELF-PROPELLED FORK-LIFT TRUCKS AND OTHER WORKS-TRUCKS FITTED WITH LIFTING EQUIPMENT, POWERED BY AN ELECTRIC MOTOR",OPERATOR RIDE SLF-PROPEL WKS TRKS PWR BY ELEC MTR,1994,2019,1999-06-01,2019-03-01,Mixed,NA,74411,21170,21170,1,3537,333924,00,Both
8427.10.8060,AUTOMATED GUIDED VEHICLES (AGV) FITTED WITH LIFTING OR HANDLING EQUIPMENT,AUTOMATED GUIDED VEHICLES (AGV) WITH HANDLING EQIP,1994,2019,1999-06-01,2019-03-01,Mixed,NA,74411,21170,21170,1,3537,333924,06,Both
8427.10.8090,"SELF-PROPELLED FORK-LIFT AND OTHER WORKS TRUCKS FITTED WITH LIFTING EQUIPMENT, POWERED BY AN ELECTRIC MOTOR, NESOI",SELF-PROPEL WRKS TRK TRUCK POWERED BY AN ELEC MOTO,1994,2019,1999-06-01,2019-03-01,Mixed,NA,74411,21170,21170,1,3537,333924,00,Both
8427.20.0000,"SELF-PROPELLED FORK-LIFT AND OTHER WORKS TRUCKS FITTED WITH LIFTING EQUIP, NESOI","SELF-PROPELLED WORKS TRUCKS AND FORKLIFTS, NESOI",1989,1994,1993-07-01,1999-06-01,Mixed,NA,74412,21170,21170,1,3537,NA,NA,Both
8427.20.4000,NA,"SELF-PROPELLED FORKLIFTS, RIDING, COUNTERBALANCED",1994,2019,1999-06-01,2019-03-01,Mixed,NA,74412,21170,21170,1,3537,333924,00,Both
8427.20.8000,NA,NA,1994,2019,1999-06-01,2019-03-01,Mixed,NA,74412,21170,21170,1,3537,333924,00,Both
8427.20.8020,SELF-PROPELLED AERIAL WORK PLATFORMS,SELF-PROPELLED AERIAL WORK PLATFORMS,1996,2019,2001-02-01,2019-03-01,Mixed,NA,74412,NA,21170,1,3537,Mixed,00,Export
8427.20.8040,"SELF-PROPELLED FORK-LIFT AND OTHER WORKS TRUCKS FITTED WITH LIFTING EQUIP, NESOI","SELF-PROPELLED WORKS TRUCKS AND FORKLIFTS, NESOI",1996,2019,2001-02-01,2019-03-01,Mixed,NA,74412,NA,21170,1,3537,333924,00,Export
8427.90.0000,"FORK-LIFT AND OTHER WORKS TRUCKS FITTED WITH LIFTING EQUIP, NESOI","FORK-LIFT AND WORKS TRUCKS, NESOI",1989,2019,1993-07-01,2019-03-01,Mixed,NA,74413,21170,21170,1,3537,333924,00,Both
8427.90.0020,AERIAL WORK PLATFORM TRUCKS EXCEPT SELF-PROPELLED TRUCKS,AERIAL WORK PLATFORM TRKS EXC SELF-PROPELLED TRKS,1996,2019,2001-02-01,2019-03-01,Mixed,NA,74413,NA,21170,1,3537,Mixed,00,Export
8427.90.0040,FORK-LIFT AND OTHER WORKS TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT,"FORK-LIFT & OTHER WORKS TRUCKS W/LIFT,HANDL EQUIP",1996,2019,2001-02-01,2019-03-01,Mixed,NA,74413,NA,21170,1,3537,333924,00,Export
8428.10.0000,PASSENGER OR FREIGHT ELEVATORS OTHER THAN CONTINUOUS ACTION; SKIP HOISTS,PASS OR FREIGHT ELEVATOR EXC CONT ACT; SKIP HOISTS,1989,2019,1993-07-01,2019-03-01,Mixed,NA,74481,21170,21170,1,3534,333921,00,Both
8428.20.0010,NA,NA,1989,2019,1993-07-01,2019-03-01,Mixed,NA,74471,21170,21170,1,3535,333922,00,Both
8428.20.0050,NA,NA,1989,2019,1993-07-01,2019-03-01,Mixed,NA,74471,21170,21170,1,Mixed,Mixed,00,Both
8428.20.4000,"AUTOMATED MACHINES FOR TRANSPORT, HANDLING AND STORAGE OF SEMICONDUCTOR WAFERS, WAFER CASSETTES, WAFER BOXES, PNEUMATIC TYPE","PNEUMATIC,AUTOMATED MACH TRANSPORT SEMICONDUCTOR",1997,1998,2000-06-01,2000-06-01,Mixed,NA,74471,21170,NA,1,3535,333922,NA,Import
8428.20.8015,"CONVEYORS, PNEUMATIC, NESOI","CONVEYORS, PNEUMATIC, NESOI",1997,1998,2000-06-01,2000-06-01,Mixed,NA,74471,21170,NA,1,3535,333922,NA,Import
8428.20.8055,"ELEVATORS, PNEUMATIC, NESOI","ELEVATORS, PNEUMATIC, NESOI",1997,1998,2000-06-01,2000-06-01,Mixed,NA,74471,21170,NA,1,3534,333922,NA,Import
8428.31.0000,"CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, FOR GOODS OR MATERIALS, SPECIALLY DESIGNED FOR UNDERGROUND USE","CONT-ACT ELEVAT & CONVEY FOR GOODS, UNDERGROUND US",1989,2019,1993-07-01,2019-03-01,Mixed,NA,74472,21030,21030,1,3535,333922,00,Both
8428.32.0000,"CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, FOR GOODS OR MATERIALS, BUCKET TYPE","CONT-ACT ELEV & CONVEY,FR GOODS OR MATL,BUCKET TYP",1989,2019,1993-07-01,2019-03-01,Mixed,NA,74473,21170,21170,1,3535,333922,00,Both
8428.33.0000,NA,NA,1989,2019,1993-07-01,2019-03-01,Mixed,NA,74474,21170,21170,1,3535,333922,00,Both
8428.33.4000,"CONTINUOUS-ACTION AUTOMATED MACHINES FOR TRANSPORT, HANDLING AND STORAGE OF SEMICONDUCTOR WAFERS, WAFER CASSETTES, WAFER BOXES & MATERIAL FOR SEMICOND","CONT-ACT AUTO MACH,BELT TYPE,TRANSPORT SEMICONDUCT",1997,1998,2000-06-01,2000-06-01,Mixed,NA,74474,21170,NA,1,3535,333922,NA,Import
8428.33.8000,"OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, FOR GOODS OR MATERIALS, BELT TYPE, NESOI","CONT-ACTION ELEVATORS & CONVEYORS,BELT-TYPE, NESOI",1997,1998,2000-06-01,2000-06-01,Mixed,NA,74474,21170,NA,1,3535,333922,NA,Import
8428.39.0000,NA,NA,1989,2019,1993-07-01,2019-03-01,Mixed,NA,74479,21170,21170,1,3535,333922,00,Both
8428.39.4000,"AUTOMATED MACHINES FOR TRANSPORT, HANDLING, AND STORAGE OF SEMICONDUCTOR WAFERS, WAFER CASSETTES, WAFER BOXES, CONTINUOUS-ACTION TYPE, NESOI","CONT-ACT AUTO MACH TRANSPRT OF SEMICONDUCTOR,NESOI",1997,1998,2000-06-01,2000-06-01,Mixed,NA,74479,21170,NA,1,3535,333922,NA,Import
8428.39.8000,"CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, FOR GOODS OR MATERIALS, NESOI","CONT-ACT ELEV & CONVEY,FOR GOODS OR MATERLS, NESOI",1997,1998,2000-06-01,2000-06-01,Mixed,NA,74479,21170,NA,1,3535,333922,NA,Import
8428.40.0000,ESCALATORS AND MOVING WALKWAYS,ESCALATORS AND MOVING WALKWAYS,1989,2019,1993-07-01,2019-03-01,Mixed,NA,74485,21170,21170,1,3534,333921,00,Both
8428.50.0000,"MINE WAGON PUSHERS, LOCOMOTIVE OR WAGON TRAVERSERS, WAGON TIPPERS AND SIMILAR RAILROAD WAGON HANDLING EQUIPMENT","WAG PUSH,LOCO WAG TRAV,WAG TIP&RAIL WAG HNDL EQUIP",1989,2006,1993-07-01,2007-02-01,Mixed,NA,74489,21170,Mixed,1,3532,333131,00,Both
8428.60.0000,"TELEFERICS, CHAIR LIFTS, SKI DRAGLINES; TRACTION MECHANISMS FOR FUNICULARS","TELEFRS, CHAIR LFTS,SKI DRAGLIN; TRAC MECH F FUNCL",1989,2019,1993-07-01,2019-03-01,Mixed,NA,74489,21190,21190,1,3534,333921,00,Both
8428.90.0002,NA,NA,1990,2006,1994-07-01,2007-02-01,Mixed,NA,74489,21170,NA,1,Mixed,333994,00,Import
8428.90.0004,NA,NA,1990,2006,1994-07-01,2007-02-01,Mixed,NA,74489,21170,NA,1,Mixed,333999,00,Import
8428.90.0006,WOODLAND LOG HANDLING EQUIPMENT (OTHER THAN SKIDDERS),"WOODLAND LOG HANDLING EQUIP.,(OTHER THAN SKIDDERS)",1990,2006,1994-07-01,2007-02-01,Mixed,NA,74489,21170,Mixed,1,Mixed,333120,00,Both
8428.90.0010,"INDUSTRIAL ROBOTS FOR LIFTING, HANDLING, LOADING OR UNLOADING","INDUSTRIAL ROBOTS FOR LIFTING, HAND,LOAD OR UNLOAD",1989,2006,1993-07-01,2007-02-01,Mixed,NA,74489,21170,21170,1,3569,333999,06,Both
8428.90.0015,"INDUSTRIAL ROBOTS FOR LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY, NESOI","INDUSTRIAL ROBOT FOR LIFT, HAND,LOAD/UINLOAD,NESOI",1999,2006,2001-02-01,2007-02-01,Mixed,NA,74489,NA,21170,1,3569,333999,06,Export
8428.90.0020,NA,NA,1989,2006,1993-07-01,2007-02-01,Mixed,NA,74489,21000,21000,1,3533,333132,00,Both
8428.90.0030,NA,NA,1989,2006,1993-07-01,2007-02-01,Mixed,NA,74489,Mixed,Mixed,1,3531,333120,00,Both
8428.90.0040,NA,NA,1989,2006,1993-07-01,2007-02-01,Mixed,NA,74489,21010,21010,1,3532,333131,00,Both
8428.90.0060,"MACHINERY FOR LIFTING, HANDLING, LOADING OR UNLOADING, NESOI","MACH FOR LIFTING,HANDLING,LOADING,UNLOADING,NESOI",1989,1989,1993-07-01,1994-07-01,Mixed,NA,74489,21010,21010,1,3537,NA,NA,Both
8428.90.0090,"MACHINERY FOR LIFTING, HANDLING, LOADING OR UNLOADING, NESOI","MACH FOR LIFTING,HANDLING,LOADING,UNLOADING,NESOI",1990,2006,1994-07-01,2007-02-01,Mixed,NA,74489,Mixed,NA,1,Mixed,333120,00,Import
8428.90.0095,NA,"MACH FOR LIFTING,HANDLING,LOADING,UNLOADING,NESOI",1990,2006,1994-07-01,2007-02-01,Mixed,NA,74489,NA,Mixed,1,Mixed,333120,00,Export
8428.90.0110,WOODLAND LOG HANDLING EQUIPMENT (OTHER THAN SKIDDERS),"WOODLAND LOG HANDLING EQUIP.,(OTHER THAN SKIDDERS)",2007,2011,2008-02-01,2014-06-01,Mixed,NA,74489,21170,21170,1,NA,333120,00,Both
8428.90.0120,"INDUSTRIAL ROBOTS FOR LIFTING, HANDLING, LOADING OR UNLOADING, NESOI","INDUSTRIAL ROBOT,LIFTING,HANDLG,LOAD/UNLOAD,NESOI",2007,2011,2008-02-01,2014-06-01,Mixed,NA,74489,21170,21170,1,NA,333999,06,Both
8428.90.0190,"MACHINERY FOR LIFTING, HANDLING, LOADING OR UNLOADING, NESOI","MACH FOR LIFTING,HANDLING,LOADING,UNLOADING,NESOI",2007,2011,2008-02-01,2014-06-01,Mixed,NA,74489,21170,21170,1,NA,333120,00,Both
8428.90.0210,WOODLAND LOG HANDLING EQUIPMENT (OTHER THAN SKIDDERS),"WOODLAND LOG HANDLING EQUIP.,(OTHER THAN SKIDDERS)",2012,2019,2015-06-01,2019-03-01,Mixed,NA,74489,21170,21170,1,NA,333120,00,Both
8428.90.0220,"INDUSTRIAL ROBOTS FOR LIFTING, HANDLING, LOADING OR UNLOADING, NESOI","INDUSTRIAL ROBOT,LIFTING,HANDLG,LOAD/UNLOAD,NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,74489,21170,21170,1,NA,333999,06,Both
8428.90.0290,"MACHINERY FOR LIFTING, HANDLING, LOADING OR UNLOADING, NESOI","MACH FOR LIFTING,HANDLING,LOADING,UNLOADING,NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,74489,21170,21170,1,NA,333120,00,Both
8428.90.4000,"AUTOMATED MACHINES FOR TRANSPORT, HANDLING AND STORAGE OF SEMICONDUCTOR WAFERS, WAFER CASSETTES, WAFER BOXES & MATERIAL FOR SEMICONDUCTOR DEVICE,NESOI","AUTOMATED MACH TRANSPORT SEMICONDUCTOR WAFER,NESOI",1997,1998,2000-06-01,2000-06-01,Mixed,NA,74489,21170,NA,1,3537,333922,NA,Import
8428.90.8001,MACHINERY OF A KIND USED IN CHARGING OR DISCHARGING FURNACES,MACH OF A KIND USED IN CHARGE OR DISCHARG FURNACES,1997,1998,2000-06-01,2000-06-01,Mixed,NA,74489,21170,NA,1,3537,333994,NA,Import
8428.90.8004,MACHINERY OF A KIND USED FOR RADIOACTIVE MATERIALS,MACHINERY OF A KIND USED FOR RADIOACTIVE MATERIALS,1997,1998,2000-06-01,2000-06-01,Mixed,NA,74489,21170,NA,1,3537,333999,NA,Import
8428.90.8006,NA,NA,1997,1998,2000-06-01,2001-06-01,Mixed,NA,74489,21170,21170,1,3537,333120,NA,Both
8428.90.8010,"INDUSTRIAL ROBOTS FOR LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY","INDUSTRIAL ROBOTS FOR LIFTING, HAND,LOAD OR UNLOAD",1998,1998,2001-06-01,2001-06-01,Mixed,NA,74489,NA,21170,1,3569,333120,NA,Export
8428.90.8015,"INDUSTRIAL ROBOTS FOR LIFTING, HANDLING, LOADING OR UNLOADING","INDUSTRIAL ROBOTS FOR LIFTING, HAND,LOAD OR UNLOAD",1997,1998,2000-06-01,2000-06-01,Mixed,NA,74489,21170,NA,1,3569,Mixed,NA,Import
8428.90.8020,NA,"OIL & GAS FILD MACH FOR LIFT,HANDLE,LOAD OR UNLOAD",1997,1998,2000-06-01,2001-06-01,Mixed,NA,74489,21000,21000,1,3533,333132,NA,Both
8428.90.8030,NA,"SIDEBOOMS & PIPEHANDLE F LFT,HANDLE,LOAD OR UNLOAD",1997,1998,2000-06-01,2001-06-01,Mixed,NA,74489,21170,21170,1,3531,333120,NA,Both
8428.90.8040,NA,NA,1997,1998,2000-06-01,2001-06-01,Mixed,NA,74489,21010,21010,1,3532,333131,NA,Both
8428.90.8085,"MACHINERY FOR LIFTING, HANDLING, LOADING OR UNLOADING, NESOI","MACH FOR LIFTING,HANDLING,LOADING,UNLOADING,NESOI",1997,1998,2000-06-01,2000-06-01,Mixed,NA,74489,21170,NA,1,3537,333120,NA,Import
8428.90.8095,"MACHINERY FOR LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY, NESOI","MACH FOR LIFTING,HANDLING,LOADING,UNLOADING,NESOI",1998,1998,2001-06-01,2001-06-01,Mixed,NA,74489,NA,21170,1,3537,333120,NA,Export
8429.11.0010,"BULLDOZERS AND ANGLEDOZERS, SELF-PROPELLED, TRACK LAYING, NEW","BULLDOZERS & ANGLEDOZERS,SELF-PROPEL,TRACK LAY,NEW",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72311,21030,21030,1,3531,333120,00,Both
8429.11.0090,"BULLDOZERS AND ANGLEDOZERS, SELF-PROPELLED, TRACK LAYING, USED OR REBUILT","BULLDOZERS & ANGLEDOZERS,SELF-PROPEL,TRAK LAY,USED",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72311,21030,21030,1,9200,Mixed,00,Both
8429.19.0010,"BULLDOZERS AND ANGLEDOZERS, SELF-PROPELLED, NEW, EXCEPT TRACK LAYING","BULLDOZERS AND ANGLEDOZERS, SELF-PROPEL, NEW,NESOI",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72311,21030,21030,1,3531,333120,00,Both
8429.19.0090,"BULLDOZERS AND ANGLEDOZERS, SELF-PROPELLED, USED OR REBULT, EXCEPT TRACK LAYING","BULLDOZERS AND ANGLEDOZERS,SELF-PROPEL,USED,NESOI",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72311,21030,21030,1,9200,Mixed,00,Both
8429.20.0000,"GRADERS AND LEVELERS, SELF-PROPELLED","GRADERS AND LEVELERS, SELF-PROPELLED",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72312,21030,21030,1,3531,333120,00,Both
8429.30.0020,"SCRAPERS, SELF-PROPELLED, NOT EXCEEDING 13.7 M3, NEW","SCRAPERS, SELF-PROPELLED,NOT EXCEEDING 13.7 M3,NEW",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72331,21030,21030,1,3531,333120,00,Both
8429.30.0040,"SCRAPERS, SELF-PROPELLED, EXCEEDING 13.7 M3, NEW","SCRAPERS, SELF-PROPELLED, EXCEEDING 13.7 M3, NEW",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72331,21030,21030,1,3531,333120,00,Both
8429.30.0060,"SCRAPERS, SELF-PROPELLED, USED OR REBUILT","SCRAPERS, SELF-PROPELLED, USED OR REBUILT",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72331,21030,21030,1,9200,Mixed,00,Both
8429.40.0020,"TAMPING MACHINES AND ROAD ROLLERS, VIBRATORY, NEW","TAMPING MACHINES AND ROAD ROLLERS, VIBRATORY, NEW",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72333,21030,21030,1,3531,333120,00,Both
8429.40.0040,"TAMPING MACHINES AND ROAD ROLLERS, NEW, EXCEPT VIBRATORY","TAMPING MACHINES AND ROAD ROLLERS, NEW, NESOI",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72333,21030,21030,1,3531,333120,00,Both
8429.40.0060,"TAMPING MACHINES AND ROAD ROLLERS, USED OR REBUILT","TAMPING MACHINES AND ROAD ROLLERS, USED OR REBUILT",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72333,21030,21030,1,9200,Mixed,00,Both
8429.51.1005,"INTEGRAL TRACTOR SHOVEL LOADERS, REAR ENGINE MOUNTED, 2 WHEEL DRIVE, NEW","INTEGR TRATOR SHOVL LOAD,REAR ENG MT, 2WHEEL DR,NE",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72321,21030,21030,1,3531,333120,00,Both
8429.51.1015,"INTEGRAL TRACTOR SHOVEL LOADERS, REAR ENGINE MOUNTED, 4 WHEEL DRIVE WITH A BUCKET CAPACITY OF UNDER 1.5 M3, NEW","TRACT SHOV LDR,REAR ENG MT,4WH DR,CAP UND1.5M3,NEW",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72321,21030,21030,1,3531,333120,00,Both
8429.51.1025,"INTEGRAL TRACTOR SHOVEL LOADERS, REAR ENGINE MOUNTED, 4 WHEEL DRIVE WITH A BUCKET CAPACITY OF 1.5 M3 BUT UNDER 2.2 M3","SHOV LDR,REAR ENG MT,4WH DR,CAP1.5M3UNDER2.2M3,NEW",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72321,21030,21030,1,3531,333120,00,Both
8429.51.1030,"INTEGRAL TRACTOR SHOVEL LOADERS, REAR ENGINE MOUNTED, 4 WHEEL DRIVE WITH A BUCKET CAPACITY OF 2.2 M3 BUT UNDER 2.9 M3, NEW","SHOV LDR,REAR ENG MT,4WH DR,CAP2.2M3UNDER2.9M3,NEW",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72321,21030,21030,1,3531,333120,00,Both
8429.51.1035,"INTEGRAL TRACTOR SHOVEL LOADERS, REAR ENGINE MOUNTED, 4 WHEEL DRIVE WITH A BUCKET CAPACITY OF 2.9 M3 BUT UNDER 3.8 M3, NEW","SHOV LDR,REAR ENG MT,4WH DR,CAP2.9M3UNDER3.8M3,NEW",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72321,21030,21030,1,3531,333120,00,Both
8429.51.1040,"INTEGRAL TRACTOR SHOVEL LOADERS, REAR ENGINE MOUNTED, 4 WHEEL DRIVE WITH A BUCKET CAPACITY OF 3.8 M3 BUT UNDER 5.2 M3, NEW","SHOV LDR,REAR ENG MT,4WH DR,CAP3.8M3UNDER5.2M3,NEW",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72321,21030,21030,1,3531,333120,00,Both
8429.51.1045,"INTEGRAL TRACTOR SHOVEL LOADERS, REAR ENGINE MOUNTED, 4 WHEEL DRIVE WITH A BUCKET CAPACITY OF 5.2 M3 BUT UNDER 7.6 M3, NEW","SHOV LDR,REAR ENG MT,4WH DR,CAP5.2M3 UND 7.6M3,NEW",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72321,21030,21030,1,3531,333120,00,Both
8429.51.1050,"INTEGRAL TRACTOR SHOVEL LOADERS, REAR ENGINE MOUNTED, 4 WHEEL DRIVE WITH A BUCKET CAPACITY OF 7.6 M3 BUT UNDER 11.4 M3, NEW","SHOVL LDR, REAR ENG MT,4WH DR,CAP7.6M3UN11.4M3,NEW",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72321,21030,21030,1,3531,333120,00,Both
8429.51.1055,"INTEGRAL TRACTOR SHOVEL LOADERS, REAR ENGINE MOUNTED, 4 WHEEL DRIVE WITH A BUCKET CAPACITY OF 11.4 M3 AND OVER","SHOVL LDR, REAR ENG MT,4WH DR,CAP 11.4 M3 AND OVER",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72321,21030,21030,1,3531,333120,00,Both
8429.51.1060,"FRONT-END SHOVEL LOADERS, WHEEL TYPE, NEW, NESOI","FRONT-END SHOVEL LOADERS, WHEEL TYPE, NEW, NESOI",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72321,21030,21030,1,3531,333120,00,Both
8429.51.1065,"FRONT-END SHOVEL LOADERS, WHEEL TYPE, USED OR REBUILT","FRONT-END SHOVEL LOADERS, WHEEL TYP, USED OR REBLT",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72321,21030,21030,1,9200,Mixed,00,Both
8429.51.5010,"FRONT-END SHOVEL LOADERS, LESS THAN 44.7 KW, NEW, EXCEPT WHEEL TYPE","FRNT-END SHOVL LOADER,LESS THAN 44.7 KW,NEW,NESOI",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72321,21030,21030,1,3531,333120,00,Both
8429.51.5020,"FRONT-END SHOVEL LOADERS, 44.7 KW BUT UNDER 67.1 KW, NEW, EXCEPT WHEEL TYPE","FRNT-END SHOVL LOAD, 44.7KW UNDER 67.1KW,NEW,NESOI",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72321,21030,21030,1,3531,333120,00,Both
8429.51.5030,NA,"FRNT-END SHOVL LOAD, 67.1KW UNDER 93.2KW,NEW,NESOI",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72321,21030,21030,1,3531,333120,00,Both
8429.51.5040,"FRONT-END SHOVEL LOADERS, 93.2 KW BUT UNDER 1119.3 KW, NEW, NESOI","FRNT-END SHOVL LOAD,93.2KW UNDER1119.3KW,NEW,NESOI",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72321,21030,21030,1,3531,333120,00,Both
8429.51.5050,"FRONT-END SHOVEL LOADERS, 1119.3 KW AND OVER, NEW, NESOI","FRNT-END SHOVL LOAD, 1119.3KW AND OVER, NEW, NESOI",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72321,21030,21030,1,3531,333120,00,Both
8429.51.5060,"FRONT-END SHOVEL LOADERS, USED OR REBUILT, NESOI","FRONT-END SHOVEL LOADERS, USED OR REBUILT, NESOI",1989,2019,1993-07-01,2019-03-01,Mixed,NA,72321,21030,21030,1,9200,Mixed,00,Both
