program_name,full_name,agency,piid,recipient_name,award_amount,description,start_date,end_date,awarding_agency,awarding_sub_agency,source,urgency
JWCC,Joint Warfighting Cloud Capability,DoD,W519TC25FA214,GOOGLE PUBLIC SECTOR LLC,3685628.12,"TASK ORDER AWARD AGAINST JWCC MULTIPLE-AWARD IDIQ CONTRACT HC105023D0002 TO GOOGLE PUBLIC SECTOR LLC FOR GOOGLE IL 2, 4, 5, AND 6 (SECRET)  CLOUD PLATFORM CLOUD COMPUTING SERVICES.",2025-09-12,2026-09-11,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
SOUTHCOM,Southern Command,DoD,FA489024F0125,OBERA LLC,3505011.0,FISCAL YEAR 23 TRANCHE 10 U.S. SOUTHERN COMMAND (SOUTHCOM) JAMAICA THEATRE MAINTENANCE PARTNERSHIP INITIATIVE (TMPI) EQUIPMENT PROCUREMENT,2024-09-06,2026-09-11,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
NGA,National Geospatial-Intelligence Agency,DoD,N6523622F3040,"M. C. DEAN, INC.",10829735.46,NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY (NGA) ENTERPRISE SECURITY MANAGEMENT SYSTEM (ESMS) AND ELECTRONIC POLYGRAPH SYSTEMS OPERATIONS AND SUSTAINMENT (O&S),2022-09-15,2026-09-14,Department of Defense,Department of the Navy,USAspending,MEDIUM - 1 year
ABMS,Advanced Battle Management System,DoD,FA861223CB015,GAPINGVOID CULTURE DESIGN GROUP LLC,6603391.02,ADVANCED BATTLE MANAGEMENT SYSTEMS,2023-10-01,2026-09-14,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
AFRICOM,Africa Command,DoD,47QFMA25F0014,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",1867321.87,US AFRICA COMMAND USAFRICOM DATA INTEGRATION TEAM CDIT SUPPORT SERVICES,2025-09-15,2026-09-14,General Services Administration,Federal Acquisition Service,USAspending,MEDIUM - 1 year
INDOPACOM,Indo-Pacific Command,DoD,FA489025F0100,RUBICONREX INC,313084.0,FISCAL YEAR 2024 TRANCHE 4 AND 6 UNITED STATES SOUTHERN COMMAND EL SALVADOR POLARIS AND UNITED STATES INDO-PACIFIC COMMAND PHILIPPINES SKY-DIO TRAINING,2025-09-15,2026-09-15,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
OASIS,One Acquisition Solution for Integrated Services,GSA,W31P4Q21F0038,TORCH TECHNOLOGIES INC,546768605.66,"SINGLE AWARD TO AGAINST GSA OASIS SB R POOL 5B FOR HWIL SYSTEMS OF SYSTEMS TO ACQUIRE ENGINEERING SERVICES FOR THE AVIATION AND MISSILE CENTER, S3I DIRECTORATE, HWIL / VIRTUAL SIMULATORS MISSION AREA.",2021-01-15,2026-09-16,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
MQ-25,MQ-25 Stingray Tanker Drone,DoD,N6600125F9079,DATA INTELLIGENCE LLC,340771.71,MQ-25 LINK 16 INTEROPERABLE SYSTEMS MANAGEMENT AND REQUIREMENTS TRANSFORMATION (ISMART) SUPPORT,2025-09-17,2026-09-16,Department of Defense,Department of the Navy,USAspending,MEDIUM - 1 year
DIA,Defense Intelligence Agency,DoD,47QFRA24F0012,"ECS FEDERAL, LLC",124827871.51,CONTINUOUS DIAGNOSTICS AND MITIGATION CDM DATA SERVICES,2024-09-18,2026-09-17,General Services Administration,Federal Acquisition Service,USAspending,MEDIUM - 1 year
OASIS,One Acquisition Solution for Integrated Services,GSA,W31P4Q21F0054,TORCH TECHNOLOGIES INC,364616596.7,"SINGLE AWARD TO AGAINST GSA OASIS SB (POOL 5B) FOR ENGINEERING AND PROFESSIONAL SERVICES SUPPORTING AVIATION AND MISSILE ELEMENT MODELS, SIMULATIONS, AND ANALYSIS FOR THE CCDC AVMC, S3I DIRECTORATE, M&S AREA.",2021-01-20,2026-09-18,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
MDA,Missile Defense Agency,DoD,47QFCA21C0024,FRONTIER TECHNOLOGY INC,262645030.18,"THIS IS A SBIR III CONTRACT IN SUPPORT OF THE DOD, STEMMING FROM PREVIOUS SBIR PHASE I & II TOPICS INCLUDING AF06-016, MDA09-021, N05-039, N07-010, A06-035 AND OSD07-CR4. PSC CODE AC62 ENDED PER PSC MANUAL EFFECTIVE OCT 2020. REPLACING WITH PSC AC32.",2021-09-22,2026-09-21,General Services Administration,Federal Acquisition Service,USAspending,MEDIUM - 1 year
EIS,Enterprise Infrastructure Solutions,GSA,1333BJ22F00280045,VERIZON BUSINESS NETWORK SERVICES LLC,5204246.28,UNITED STATES PATENT AND TRADEMARK OFFICE (USPTO) TELECOM ENTERPRISE INFRASTRUCTURE SOLUTIONS (EIS) AND VIRTUAL PRIVATE NETWORKS SECURE (VPNS) SERVICES,2022-09-22,2026-09-21,Department of Commerce,U.S. Patent and Trademark Office,USAspending,MEDIUM - 1 year
Zero Trust,Zero Trust Architecture Initiative,DoD,75R60224F34024,"SAPIENT GOVERNMENT SERVICES, INC.",7854943.58,OIT- SERVICES34 C 6682 - PILOT DATA LAKE IMPLEMENTATION FOR HDW DATA SYSTEMS AND ZERO TRUST - DATA CATALOG IMPLEMENTATION,2024-09-23,2026-09-22,Department of Health and Human Services,Health Resources and Services Administration,USAspending,MEDIUM - 1 year
Zero Trust,Zero Trust Architecture Initiative,DoD,140D0424F1297,DELOITTE & TOUCHE LLP,2862498.35,"INFORMATION TECHNOLOGY (IT) SUPPORT SERVICES FOR THE DEVELOPMENT OF ZERO TRUST PROGRAM GOVERNANCE, DATA GOVERNANCE, POLICY FRAMEWORK AND COMPLIANCE SUPPORT",2024-09-23,2026-09-22,Department of the Interior,Departmental Offices,USAspending,MEDIUM - 1 year
CENTCOM,Central Command,DoD,47QFSA22F0136,BOOZ ALLEN HAMILTON INC,40776663.14,CENTCOM RESOURCES  ANALYSIS SUPPORT,2022-09-24,2026-09-23,General Services Administration,Federal Acquisition Service,USAspending,MEDIUM - 1 year
Zero Trust,Zero Trust Architecture Initiative,DoD,36C10B25F0293,EPOCH CONCEPTS LLC,9995112.64,COMPREHENSIVE ZERO TRUST APPLICATION RUNTIME PROTECTION (ZARP) SOLUTION THAT PROVIDES RUNTIME PROTECTION FOR APPLICATIONS AND APPLICATION PROGRAMMING INTERFACES (API).,2025-09-24,2026-09-23,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
CYBERCOM,Cyber Command,DoD,FA830725FB153,"MAXIMUS FEDERAL SERVICES, INC.",2787378.12,JOINT CYBER COMMAND AND CONTROL (JCC2) READINESS (JCC2-R),2025-09-24,2026-09-23,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
Zero Trust,Zero Trust Architecture Initiative,DoD,47QFMA24F0029,BOOZ ALLEN HAMILTON INC,37632292.18,DMDC ZERO TRUST ENTERPRISE DATA SERVICES ZTEDS,2024-09-25,2026-09-24,General Services Administration,Federal Acquisition Service,USAspending,MEDIUM - 1 year
Zero Trust,Zero Trust Architecture Initiative,DoD,36C10B23N10250025,"INSIGNIA TECHNOLOGY SERVICES, LLC",16915375.38,ZERO TRUST ARCHITECTURE ACCELERATION,2023-09-25,2026-09-24,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
JLTV,Joint Light Tactical Vehicle,DoD,W56HZV23C0081,OSHKOSH DEFENSE LLC,560467040.47,CONTRACT W56HZV-23-C-0081 IS ISSUED AS AN ADDITIONAL CONTINUATION CONTRACT FOR JLTV PRODUCTION WITH OSK UNDER W56HZV-15-C-0095. THIS ACTION ALSO FUNDS A LEGACY JLTV ASL BUY.,2023-09-15,2026-09-25,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
EIS,Enterprise Infrastructure Solutions,GSA,2032H519F00641,VERIZON BUSINESS NETWORK SERVICES LLC,264331366.67,THE TFCCEIS TASK ORDER IS TO TRANSITION THE EXISTING TFCC SERVICES FROM THE NETWORX CONTRACT ONTO THE EIS CONTRACT VEHICLE IN A MANNER THAT WILL ENABLE CONTINUITY OF AN ENTERPRISE NETWORK OF TOLL FREE SERVICES FOR THE IRS.,2019-09-26,2026-09-25,Department of the Treasury,Internal Revenue Service,USAspending,MEDIUM - 1 year
ABMS,Advanced Battle Management System,DoD,FA861223FB025,BRAINGU LLC,3599449.27,ADVANCED BATTLE MANAGEMENT SYSTEMS,2023-09-26,2026-09-25,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
INDOPACOM,Indo-Pacific Command,DoD,W519TC25F0425,GREENBRIER GOVERNMENT SOLUTIONS INC,2952434.49,"PALO ALTO NETWORKS IS A COMPREHENSIVE CYBERSECURITY PACKAGE CONSISTING OF NETWORKS SOFTWARE, HARDWARE, AND SUBSCRIPTION SERVICES, ALL DELIVERED VIA AN ENTERPRISE AGREEMENT FOR INDOPACOM'S CYBERSECURITY DETECTION AND PREVENTION.",2025-09-26,2026-09-25,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
AFRICOM,Africa Command,DoD,HC105024F0042,MICROSOFT CORPORATION,1589992.44,UNITED STATES AFRICA COMMAND(USAFRICOM) CLOUD COMPUTING,2024-09-27,2026-09-26,Department of Defense,Defense Information Systems Agency,USAspending,MEDIUM - 1 year
EIS,Enterprise Infrastructure Solutions,GSA,70RTAC21FR0000015,"AT&T ENTERPRISES, LLC",69541340.51,ENTERPRISE INFRASTRUCTURE SOLUTIONS (EIS) TASK ORDER PROVIDING CORE DATA SERVICES.,2021-01-05,2026-09-27,Department of Homeland Security,Office of Procurement Operations,USAspending,MEDIUM - 1 year
INSCOM,Intelligence and Security Command,DoD,W912DY21F0427,SPECTRUM SOLUTIONS INC,11002472.36,PROVIDE PREVENTIVE MAINTENANCE OF THE UTILITY MONITORING AND CONTROL SYSTEMS (UMCS) AND DIRECT DIGITAL CONTROL (DDC) SYSTEM AT THE NOLAN BUILDING AND INSCOM WORLDWIDE CORRECTIVE MAINTENANCE.,2021-09-28,2026-09-27,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
JWCC,Joint Warfighting Cloud Capability,DoD,SP470123F0224,"ORACLE AMERICA, INC",1239565.24,JOINT WARFIGHTING CLOUD CAPABILITY (JWCC) TASK ORDER FOR ORACLE CLOUD INFRASTRUCTURE SERVICES FOR ICAM PROGRAM MANAGEMENT SUPPORT SERVICES,2023-09-29,2026-09-28,Department of Defense,Defense Logistics Agency,USAspending,MEDIUM - 1 year
EIS,Enterprise Infrastructure Solutions,GSA,28321319FDX030539,VERIZON BUSINESS NETWORK SERVICES LLC,261015759.2,ENTERPRISE INFRASTRUCTURE SOLUTIONS (EIS) PROGRAM - SSA DATA NETWORK SERVICES (SSANET),2019-09-30,2026-09-29,Social Security Administration,Social Security Administration,USAspending,MEDIUM - 1 year
EIS,Enterprise Infrastructure Solutions,GSA,28321319FDX030432,"LUMEN TECHNOLOGIES GOVERNMENT SOLUTIONS, INC.",245696951.25,ENTERPRISE INFRASTRUCTURE SOLUTIONS (EIS) PROGRAM - SSA DATA NETWORK SERVICES (SSANET),2019-09-30,2026-09-29,Social Security Administration,Social Security Administration,USAspending,MEDIUM - 1 year
F-35,Joint Strike Fighter Program,DoD,FA701424F0404,BOOZ ALLEN HAMILTON INC,94004498.42,"THE F-35 LIGHTNING II JOINT PROGRAM OFFICE (JPO) LEADS THE LIFE-CYCLE PROGRAM MANAGEMENT OF THE F-35A, F-35B, AND F-35C. THE MANDATE OF THE F-35 JPO IS TO DELIVER A CAPABLE, AVAILABLE, AND AFFORDABLE AIR SYSTEM TO THE WARFIGHTER.",2024-09-30,2026-09-29,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
CIO-SP3,Chief Information Officer-Solutions and Partners 3,HHS,70B06C24F00000767,"STEAMPUNK, INC.",63732593.2,TASK ORDER FOR HR IT SERVICES OFF OF CIO SP3 SB,2024-09-30,2026-09-29,Department of Homeland Security,U.S. Customs and Border Protection,USAspending,MEDIUM - 1 year
Sentinel,LGM-35A Sentinel ICBM,DoD,75F40124F19014,HARVARD PILGRIM HEALTH CARE INC,25327180.0,"SENTINEL SYSTEM EXTENSION OF SERVICES FOR 1) ARIA SYSTEM, 2) RWE CLAIMS-EHR LINKED DATA, 3) PROGRAM/PROJECT MANAGEMENT, 4) FOLLOW ON TO THE PDUFA VII ASSESSMENT REPORT, 5) WEBSITE OPERATIONS AND MAINTENANCE, 6) TRAINING, 7) SENTINEL ANNUAL WORKSHOP S",2024-09-20,2026-09-29,Department of Health and Human Services,Food and Drug Administration,USAspending,MEDIUM - 1 year
SOCOM,Special Operations Command,DoD,FA807524F0029,BOOZ ALLEN HAMILTON INC,14722996.0,"STRATEGIC PLANNING, ASSESSMENT, AND TECHNICAL RESEARCH AND ANALYSIS FOR SPECIAL OPERATIONS COMMAND EUROPE",2024-09-30,2026-09-29,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
SOCOM,Special Operations Command,DoD,47QTCF25F0001,"MINBURN TECHNOLOGY GROUP, LLC",9886950.0,SOCOM LICENSES PN 1NS00004 30000 1F700004 30000 1F800004 250,2025-09-30,2026-09-29,General Services Administration,Federal Acquisition Service,USAspending,MEDIUM - 1 year
SeaPort,SeaPort Next Generation,DoD,N0018924F3095,AERMOR LLC,6451343.2,THIS PROCUREMENT IS FOR A SEAPORT NXG TASK ORDER THAT WILL PREPARE NAVY CYBER DEFENSE OPERATIONS COMMAND (NCDOC) TO SIMULATE TACTICS THAT A REAL-WORLD ATTACKER WOULD USE TO BREACH AN ORGANIZATION'S SYSTEMS.,2024-09-30,2026-09-29,Department of Defense,Department of the Navy,USAspending,MEDIUM - 1 year
Zero Trust,Zero Trust Architecture Initiative,DoD,75R60224F80139,"TRIPOINT SOLUTIONS, LLC",5571090.6,OIT-SERVICE35 C 6805 SHAREPOINT MODERNIZATION (W-ZERO TRUST) SERVICES,2024-09-30,2026-09-29,Department of Health and Human Services,Health Resources and Services Administration,USAspending,MEDIUM - 1 year
Zero Trust,Zero Trust Architecture Initiative,DoD,75P00124C00044,"TRUSSWORKS, INC.",4136240.0,FEDERAL ZERO TRUST ARCHITECTURE (ZTA) AND PILOT AND ASSESS FEASIBILITY OF ARTIFICIAL INTELLIGENCE (AI) AND INTELLIGENT DOCUMENT PROCESSING (IDP) FOR THE INJURY COMPENSATION SYSTEM (ICS) 2.0,2024-09-30,2026-09-29,Department of Health and Human Services,Office of the Assistant Secretary for Administration,USAspending,MEDIUM - 1 year
Zero Trust,Zero Trust Architecture Initiative,DoD,75A50224F80024,"T. WHITE PARKER ASSOCIATES, INCORPORATED",4005415.2,ZERO TRUST ARCHITECTURE PLANNING (ZTP),2024-09-30,2026-09-29,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,USAspending,MEDIUM - 1 year
AFRICOM,Africa Command,DoD,W91WFU25FA041,BMNT INC.,989000.0,"INNOVATION ECOSYSTEM: VIRTUAL AND IN-PERSON DOCTRINE, TRAINING AND IMPLEMENTATION SUPPORT TO U.S. AFRICA COMMAND (AFRICOM) IAW PERFORMANCE WORK STATEMENT (PWS).",2025-09-30,2026-09-29,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
SOUTHCOM,Southern Command,DoD,N6883625FS179,"ITSC SECURE SOLUTIONS, LLC",956445.36,"THE REQUIREMENT IS TO PROVIDE INFORMATION TECHNOLOGY, KNOWLEDGE MANAGEMENT, ADMINISTRATIVE AND MAINTENANCE AND MARITIME PLANNING SUPPORT SERVICES TO THE US NAVAL FORCES SOUTHERN COMMAND/U.S. FOURTH FLEET AT NS MAYPORT.",2025-09-30,2026-09-29,Department of Defense,Department of the Navy,USAspending,MEDIUM - 1 year
Orion,Orion Spacecraft,NASA,NNJ06TA25C,LOCKHEED MARTIN CORP,15502629330.37,"TAS::80 0124::TAS DESIGN, DEVELOPMENT, TEST&EVALUATION OF PROJECT ORION",2006-09-06,2026-09-30,National Aeronautics and Space Administration,National Aeronautics and Space Administration,USAspending,MEDIUM - 1 year
EAGLE,Enterprise Acquisition Gateway for Leading Edge Solutions,DHS,FA863420F0018,THE BOEING COMPANY,434295291.83,EAGLE TALON II/FULL RATE PRODUCTION 6-8 FISCAL YEAR 19-21,2019-12-11,2026-09-30,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
OASIS,One Acquisition Solution for Integrated Services,GSA,FA248622FA003,"OASIS SYSTEMS, LLC",339790935.04,TECHNICAL MANAGEMENT & ADVISORY SERVICES (TMAS 2) 96TH CTG,2022-10-01,2026-09-30,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
EIS,Enterprise Infrastructure Solutions,GSA,12314422F0069,"LUMEN TECHNOLOGIES GOVERNMENT SOLUTIONS, INC.",137719754.23,USDANET ENTERPRISE INFRASTRUCTURE SOLUTIONS,2021-12-16,2026-09-30,Department of Agriculture,Office of the Chief Financial Officer,USAspending,MEDIUM - 1 year
OASIS,One Acquisition Solution for Integrated Services,GSA,W31P4Q23F0309,INTUITIVE RESEARCH AND TECHNOLOGY CORPORATION,84057709.62,OASIS TASK ORDER- RESEARCH AND DEVELOPMENT SUPPORT TO THE COMBAT CAPABILITIES DEVELOPMENT COMMAND (DEVCOM) AVIATION AND MISSILE CENTER (AVMC),2023-09-22,2026-09-30,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
ABMS,Advanced Battle Management System,DoD,FA861225FB015,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",35369200.0,DEVELOPMENT OF A MULTI-FUNCTION PROCESSOR HARDWARE ARCHITECTURE THAT PROVIDES PLATFORMS AN ABILITY TO EXTEND THE ABMS DIGITAL INFRASTRUCTURE TO THE AIRBORNE LAYER AND ENABLE BIDIRECTIONAL DATA EXCHANGE ACROSS THE DAF BATTLE NETWORK.,2025-06-27,2026-09-30,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
EIS,Enterprise Infrastructure Solutions,GSA,80NSSC21F0625,"AT&T ENTERPRISES, LLC",32524061.79,ENTERPRISE INFRASTRUCTURE SOLUTIONS (EIS) - MISSION,2021-04-05,2026-09-30,National Aeronautics and Space Administration,National Aeronautics and Space Administration,USAspending,MEDIUM - 1 year
ABMS,Advanced Battle Management System,DoD,FA861223CB014,"SEED INNOVATIONS, LLC",17691881.12,ABMS CBC2 PLATFORM DEVELOPMENT SUPPORT SERVICES,2023-10-01,2026-09-30,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
AFRICOM,Africa Command,DoD,47QFCA25F0014,"CACI, INC. - FEDERAL",12071433.0,UNITED STATES AFRICA COMMAND USAFRICOM OPERATIONS PLANNING AND TRAINING SUPPORT 2 AOPTS 2 INITIAL AWARD.,2025-05-01,2026-09-30,General Services Administration,Federal Acquisition Service,USAspending,MEDIUM - 1 year
ABMS,Advanced Battle Management System,DoD,FA850921F0041,"SIERRA NEVADA COMPANY, LLC",9785943.52,INTEGRATION OF AIRBORNE MISSION NETWORK (ABMN)MC-130J INTERCOMMUNICATION SYSTEM (ICS)WIRELESS EXTENSION.,2021-09-28,2026-09-30,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
INDOPACOM,Indo-Pacific Command,DoD,47QFLA24F0127,SIGMA DEFENSE SYSTEMS LLC,8870978.04,ACC A589A5IH INDOPACOM SYSTEM UPDATES STING TO 76,2024-09-09,2026-09-30,General Services Administration,Federal Acquisition Service,USAspending,MEDIUM - 1 year
TRANSCOM,Transportation Command,DoD,HTC71123FD009,FEDTEC LLC,5901463.8,TRANSCOM REFERENCE DATA MANAGEMENT (TRDM),2022-10-27,2026-09-30,Department of Defense,USTRANSCOM,USAspending,MEDIUM - 1 year
B-21,B-21 Raider Bomber,DoD,W9128F23F0068,FSB - POND JOINT VENTURE,5243863.86,B-21: 80 ROW EPS PCR,2023-03-17,2026-09-30,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
EIS,Enterprise Infrastructure Solutions,GSA,31310020F0137,"AT&T ENTERPRISES, LLC",2918785.32,ENTERPRISE INFRASTRUCTURE SOLUTIONS (EIS) TASK ORDERS FOR MANAGED SERVICES,2020-10-01,2026-09-30,Nuclear Regulatory Commission,Nuclear Regulatory Commission,USAspending,MEDIUM - 1 year
SLS,Space Launch System,NASA,80MSFC20F0056,THE AEROSPACE CORPORATION,2664380.82,THE AEROSPACE CORPORATION WILL PROVIDE SUPPORT TO THE SPACE LAUNCH SYSTEM (SLS) SYSTEMS ENGINEERING AND INTEGRATION OFFICE (SEIO),2019-12-13,2026-09-30,National Aeronautics and Space Administration,National Aeronautics and Space Administration,USAspending,MEDIUM - 1 year
CYBERCOM,Cyber Command,DoD,SPE8EL25F18U3,"ATLANTIC DIVING SUPPLY, INC.",7688369.97,4568921386!FULLY ASSEMBLED GARDA CYBER COMMAND SUIT,2025-07-28,2026-10-09,Department of Defense,Defense Logistics Agency,USAspending,MEDIUM - 1 year
ABMS,Advanced Battle Management System,DoD,FA861223FB001,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,105260794.91,ABMS CBC2 SW INTEGRATOR,2022-10-06,2026-10-10,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
CENTCOM,Central Command,DoD,FA489023F0003,"ICF INCORPORATED, L.L.C.",18642939.7,CENTRALIZED ENVIRONMENTAL MANAGEMENT SUPPORT (CEMS) SERVICES IN CENTCOM AND CONUS LOCATIONS.,2022-10-01,2026-10-13,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
DIA,Defense Intelligence Agency,DoD,W9128F25FA217,"PAGE SOUTHERLAND PAGE, INC.",207812.0,"ARCHITECTURE AND ENGINEERING (AE) SERVICES FOR THE RENOVATION OF THE DEFENSE INTELLIGENCE AGENCY (DIA), DEFENSE ATTACHE OFFICE (DAO) IN THE ROME, ITALY, U.S. EMBASSY IN ACCORDANCE WITH THE STATEMENT OF SERVICES (SOS).",2025-10-15,2026-10-15,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
Sentinel,LGM-35A Sentinel ICBM,DoD,36C10B24F0217,SENTINEL GROUP LLC,28697542.02,CLINICAL DECISION SUPPORT PLATFORM AND SHARED SERVICES SUPPORT,2024-07-11,2026-10-19,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
DARPA,Defense Advanced Research Projects Agency,DoD,HR001121C0068,BAE SYSTEMS INFORMATION & ELECTRONIC SYSTEMS INTEGRATION INC,71023545.0,DARPA RESEARCH PROGRAM,2021-02-26,2026-10-22,Department of Defense,Defense Advanced Research Projects Agency,USAspending,MEDIUM - 1 year
GBSD,Ground Based Strategic Deterrent,DoD,FA820422F0001,ACCENTURE FEDERAL SERVICES LLC,55005114.59,DEVSECOPS SERVICES FOR GBSD FENCES ENVIRONMENT EO14042,2021-10-28,2026-10-27,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
SEWP,Solutions for Enterprise-Wide Procurement V,NASA,19AQMM25F0476,"EMERGENT, LLC",51088603.98,DOS COMPETED NASA SEWP RFQ RESULTING IN D.O. FOR RENEWAL OF ORACLE PRODUCTS LICENSES AND ASSOCIATED TECHNICAL SUPPORT SERVICES.,2025-03-26,2026-11-01,Department of State,Department of State,USAspending,MEDIUM - 1 year
SLS,Space Launch System,NASA,W912P924F0006,ENVIRONMENTAL RAIL SOLUTIONS INC,23821971.69,TRANSPORTATION / DISPOSAL SLAPS VPS,2023-11-08,2026-11-08,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
B-21,B-21 Raider Bomber,DoD,W9128F25C0008,EDMAN BRYAN LLC,19857315.0,"CONSTRUCTION PROJECT TO CONVERT A PORTION OF PRIDE HANGAR INTO B-21 PARTS AT ELLSWORTH AFB, SD",2024-12-30,2026-11-08,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
SLS,Space Launch System,NASA,6982AF25C000018,S & L LANDSCAPING & EXCAVATION INC,22565090.85,UT FLAP SLA 10(1) MILL CREEK CANYON ROAD CONSTRUCTION CONTRACT,2025-02-26,2026-11-16,Department of Transportation,Federal Highway Administration,USAspending,MEDIUM - 1 year
OASIS,One Acquisition Solution for Integrated Services,GSA,70Z02323F45900001,THOR SOLUTIONS LLC,50762134.41,THIS IS A FIXED-PRICED TASK ORDER UNDER THE OASIS SB POOL 3 CONTRACT FOR TWO (2) YEARS PROVIDING TECHNICAL ENGINEERING SUPPORT SERVICES TO CG-459 AND VARIOUS PROGRAMS.,2023-06-12,2026-11-22,Department of Homeland Security,U.S. Coast Guard,USAspending,MEDIUM - 1 year
B-21,B-21 Raider Bomber,DoD,W9128F24C0034,"CONTI FEDERAL SERVICES, LLC",34040329.0,"CONSTRUCTION OF THE B-21 RENOVATE DOCK81, CONSTRUCTION DESIGN-BID-BUILD, ELLSWORTH AFB, SD",2024-09-27,2026-11-22,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
ABMS,Advanced Battle Management System,DoD,W9127825F0050,"GRACE HEBERT CURTIS ARCHITECTS, LLC",4816750.09,FY26 JADC2 AND ABMS TEST FACILITY EGLIN AFB,2024-12-23,2026-11-23,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
JADC2,Joint All-Domain Command and Control,DoD,W9127825F0050,"GRACE HEBERT CURTIS ARCHITECTS, LLC",4816750.09,FY26 JADC2 AND ABMS TEST FACILITY EGLIN AFB,2024-12-23,2026-11-23,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
OASIS,One Acquisition Solution for Integrated Services,GSA,80KSC021F0014,AEGIS AEROSPACE INC,17697044.17,DEEP SPACE LOGISTICS ENGINEERING SUPPORT (LENS) TASK ORDER ISSUED UNDER THE GENERAL SERVICES ADMINISTRATION (GSA) ONE ACQUISITION SOLUTION FOR INTEGRATED SERVICES (OASIS).,2020-11-30,2026-11-29,National Aeronautics and Space Administration,National Aeronautics and Space Administration,USAspending,MEDIUM - 1 year
AEGIS,AEGIS Combat System,DoD,HQ014719F0023,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,152066657.78,"PROVIDE ANALYSIS TO INCLUDE DESIGN, DEVELOP, INTEGRATE, AND TEST AN AEGIS BMD MISSION PLANNER MODEL PROTOTYPE WHICH INCLUDES THE CERBERUS PROJECT IN ACCORDANCE WITH THE SOW, SECTION J, AND EXECUTING THE COMBAT SYSTEMS TASK ORDER TASKS. PSC AC23 EXPENDITURE TYPE 255.0 R&D",2018-11-30,2026-11-30,Department of Defense,Missile Defense Agency,USAspending,MEDIUM - 1 year
Sentinel,LGM-35A Sentinel ICBM,DoD,29FTC121F0002,"LEIDOS, INC.",82353958.95,SENTINEL NETWORK SERVICES,2020-11-30,2026-11-30,Federal Trade Commission,Federal Trade Commission,USAspending,MEDIUM - 1 year
EIS,Enterprise Infrastructure Solutions,GSA,50310221F0186,"GRANITE TELECOMMUNICATIONS, LLC",1730956.76,"GSA'S ENTERPRISE INFRASTRUCTURE SOLUTIONS (EIS) SCHEDULE -- VOICE OVER IP NETWORK, BASED ON SIP (SESSION INITIATION PROTOCOL) SERVICE",2021-09-24,2026-11-30,Securities and Exchange Commission,Securities and Exchange Commission,USAspending,MEDIUM - 1 year
NRO,National Reconnaissance Office,DoD,FA252125F0301,"NETCENTRIC TECHNOLOGY, LLC",10000.0,CAPE LAUNCH OPERATIONS AND INFRASTRUCTURE SUPPORT III OFFICE OF SPACE LAUNCH NATIONAL RECONNAISSANCE OFFICE LAUNCH 77,2025-09-01,2026-11-30,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
