piid,description,obligated_amount,base_and_all_options,awarding_agency,recipient_name,naics,pop_end_date,pop_potential_end_date,pop_city,pop_state,extent_competed,estimated_recompete
70CMSW21FR0000115,TACCOMM OPERATIONS AND MAINTENANCE SUPPORT SERVICE,0,0,,,541330,,,,,,
693KA921F00269,SURVEILLANCE ACQUISITION SUSTAINMENT PROGRAM SUPPORT AJM 41,0,0,,,541330,,,,,,
70T04021F7672N020,THE PURPOSE OF THIS TASK ORDER IS FOR CHECKED BAGGAGE INSPECTION SYSTEM (CBIS) REMEDIATION PROJECTS,0,0,,,541330,,,,,,
N0003921F3016,PROFESSIONAL SUPPORT SERVICES (PSS),0,0,,,541330,,,,,,
W56HZV21F0378,"ARMORED MULTIPURPOSE VEHICLE STS CONTRACT, TASK ORDER ESTABLISHES RAMP SEAL TERM WORD DIRECTIVE FOV-R-21-F0378-011 FOR 1,620 HOURS IN THE AMOUNT OF $271,700.48.",0,0,,,541330,,,,,,
N0003921F3015,"SYSTEMS ENGINEERING, LOGISTICS, AND CYBERSECURITY (SELOCY)  THE NAVY HAS A REQUIREMENT FOR PROFESSIONAL, PERFORMANCE-BASED SERVICES IN SUPPORT OF THE PMW 240 SEA WARRIOR PROGRAM AND PMW 250 ENTERPRISE SYSTEMS AND SERVICES PROGRAM.",0,0,,,541330,,,,,,
N6523621F3030,DHIT ENGINEERING SUPPORT,0,0,,,541330,,,,,,
47QFCA21F0087,SPECIAL OPERATIONS FORCES EMERGING THREATS OPERATIONS AND PLANNING SUPPORT,0,0,,,541330,,,,,,
N6134021F0147,CI SUPPORT CISLANT TASK ORDER,0,0,,,541330,,,,,,
FA714621FB006,TECHNICAL ADVISORY AND PROFESSIONAL SERVICES SUPPORT,0,0,,,541330,,,,,,
70T04021F7672N032,THIS TASK ORDER IS FOR CPSS MID-SIZE DEPLOYMENT SERVICES RELATED TO THE DEPLOYMENT OF CHECKPOINT SCREENING EQUIPMENT.,0,0,,,541330,,,,,,
FA821421F0009,625TH STRATEGIC OPERATIONS SQUADRON AND INTERCONTINENTAL BALLISTIC MISSILE OPERATIONAL SOFTWARE SUSTAINMENT PROGRAM/ CONTRACTOR LOGISTICS SUPPORT,0,0,,,541330,,,,,,
N6134021F0145,"F/A-18 AND EA-18G CONTRACTOR OPERATIONS AND MAINTENANCE SERVICES & CONTRACTOR INSTRUCTIONAL SERVICES AT NAVAL AIR STATION (NAS) OCEANA, MARINE CORPS AIR STATION (MCAS) BEAUFORT, NAS LEMOORE, MCAS MIRAMAR, NAS WHIDBEY ISLAND AND MCAS IWAKUNI, JAPAN.",0,0,,,541330,,,,,,
FA701421F0108,PKH-SANTOS-ROE AIR FORCE A10 STRATEGIC PLANS AND POLICY SUPPORT SERVICES,0,0,,,541330,,,,,,
693KA821F00282,OTHER FUNCTIONS,0,0,,,541330,,,,,,
FA873021F0113,COUNTER SMALL UNMANNED AERIAL SYSTEMS ENGINEERING AND INTEGRATION CONTRACT,0,0,,,541330,,,,,,
N6339421F3009,"THIS REQUIREMENT IS FOR CARRIERS & AMPHIBIOUS SHIP COMBAT SYSTEM: ENGINEERING, LOGISTICS, POLICY, AND ADMINISTRATIVE SUPPORT SERVICES TO SUPPORT THE SHIP DEFENSE AND EXPEDITIONARY WARFARE DEPARTMENT LOCATED AT NSWC PHD.",0,0,,,541330,,,,,,
N0018921F3028,INFORMATION TECHNOLOGY (IT) SUPPORT SERVICES IN SUPPORT OF THE NAVAL CRIMINAL INVESTIGATIVE SERVICES (NCIS) INFORMATION TECHNOLOGY DIRECTORATE (ITD),0,0,,,541330,,,,,,
FA955021F0003,NATIONAL DEFENSE SCIENCE AND ENGINEERING GRADUATE FELLOWSHIP PROGRAM,0,0,,,541330,,,,,,
FA852321C0001,ALQ 161A DSU BAND 8 REACTIVATION,0,0,,,541330,,,,,,
N0016421F3023,"ESS FOR SEA 05 FOR SHIPS, SHIPS SYSTEMS, WARFARE SYSTEMS, AND SENSORS IN THE SHIP DESIGN, ENGINEERING, AND INTEGRATION SUPPORT FOR CVNS TECHNICAL AREA.",0,0,,,541330,,,,,,
FA821421F0008,GROUND SUBSYSTEM SUPPORT CONTRACT (GSSC) 2.0 - GENERAL SUSTAINMENT TASK ORDER,0,0,,,541330,,,,,,
47QFSA21F0092,REMOTE ADVISE AND ASSIST VIRTUAL ACCOMPANY RAAVAK SERVICES SUPPORT,0,0,,,541330,,,,,,
47QFMA21F0029,PM MC GLOBAL FIELDING SERVICES,0,0,,,541330,,,,,,
47QFCA21F0058,OPERATIONAL PLANNING IMPLEMENTATION AND ASSESSMENT SERVICES (OPIAS) BASE AWARD.,0,0,,,541330,,,,,,
N0016421F3021,"NON-PERSONAL CONTRACTOR SERVICES TO PROVIDE PROGRAM MANAGEMENT, ACQUISITION, ENGINEERING, TECHNICAL, TEST AND EVALUATION, PRODUCTION MANAGEMENT, INFORMATION TECHNOLOGY, AND POST-DELIVERY IN SUPPORT OF PMS 317'S MISSION AND OBJECTIVES.",0,0,,,541330,,,,,,
70B01C21F00000520,"AWARD OF PROGRAM, PROJECT, AND ENGINEERING SERVICES (PPES)",0,0,,,541330,,,,,,
70T04021F7672N009,SCREENING EQUIPMENT DEPLOYMENT SERVICES (SEDS) INLINE CHECKED BAGGAGE (CB),0,0,,,541330,,,,,,
47QFCA21F0051,AWARD OF TASK ORDER 47QFCA210051-NAWCAD WOLF SHIP AND AIR C5ISR SYSTEMS SUPPORT,0,0,,,541330,,,,,,
N6523621F3025,"PROVIDES SYSTEM DESIGN, INTEGRATION, IMPLEMENTATION, OPERATIONAL SUSTAINMENT, TECHNICAL REFRESH, & LIFE CYCLE SUPPORT SERVICES.",0,0,,,541330,,,,,,
M6785421F3009,"PROGRAM MANAGEMENT, INSTRUCTIONAL SERVICES, ADMINISTRATIVE SERVICES, SUBJECT MATTER EXPERT (SME) SERVICES, EDITORIAL SERVICES, MULTIMEDIA EXPERTISE, INSTRUCTIONAL TECHNOLOGY, ENGINEERING SERVICES AND STUDENT SUPPORT SERVICES",0,0,,,541330,,,,,,
N0017821F3012,WEAPONS CONTROL AND INTEGRATION DEPARTMENT (H) IN SUPPORT GLOBAL DOD FORENSICS AND BIOMETRICS REQUIREMENTS,0,0,,,541330,,,,,,
N6133121F3004,JOINT EXPEDITIONARY COMMAND AND CONTROL FAMILY OF SYSTEMS SOFTWARE SUPPORT.,0,0,,,541330,,,,,,
FA862121C0033,JOINT TERMINAL CONTROL TRAINING AND REHEARSAL SYSTEM PRODUCTION AND SUSTAINMENT,0,0,,,541330,,,,,,
N0016421F3019,PMS 501 PROFESSIONAL SUPPORT SERVICES.,0,0,,,541330,,,,,,
FA810521F0010,KC135 AVIONICS SUSTAINING ENGINEERING SERVICES UCA,0,0,,,541330,,,,,,
FA873021F0050,COUNTER UNMANNED AERIAL SYSTEMS SUPPORT AND SUSTAINMENT,0,0,,,541330,,,,,,
693KA721F00005,STARS - DELIVERY ORDER 0001 (OPS SUSTAINMENT),0,0,,,541330,,,,,,
HDTRA121F0033,ADVISORY AND ASSISTANCE SERVICES,0,0,,,541330,,,,,,
N0017821F3010,"CYBERSECURITY, RISK MANAGEMENT, ASSESSMENT, AND AUTHORIZATION, IA OVERSIGHT, CONTINUOUS MONITORING, TECH. SUPPORT AND DOC. SUPPORT TO THE NAVY FOR RDT&E, ANALYSIS, SYS. ENG., INTEGRATION AND CERTIFICATION OF NAVAL WARFARE SYSTEMS AND FLEET SUPPORT.",0,0,,,541330,,,,,,
HQ085821C0012,EO14042 ASSIST WARFIGHTER OPERATIONAL INTEGRATION DIRECTORATE (MDA/DW) IN CONDUCTING STRATEGIC AND OPERATIONAL LEVEL INTERFACE WITH WARFIGHTER STAKEHOLDERS TO MANAGE OPERATIONAL AND SUSTAINMENT ACTIVITIES.,0,0,,,541330,,,,,,
FA821421F0004,"ENGINEERING, SOFTWARE, AND MAINTENANCE SERVICES FOR SUSTAINMENT, MODIFICATION, DEVELOPMENT, TEST AND EVALUATION, PROCUREMENT,PRODUCTION, REPAIR AND REFURBISHMENT OF THE MINUTEMAN III PROPULSION SUBSYSTEM AND RELATED SUPPORT EQUIPMENT.",0,0,,,541330,,,,,,
N0042121F0412,EXCOMM TASK ORDER N00421-21-F-0412,0,0,,,541330,,,,,,
N6523621F3024,"ENGINEERING/TECHNICAL SERVICES AND MANAGEMENT SUPPORT SERVICES TO EXECUTE TECHNICAL, READINESS AND IMPLEMENTATION SERVICES IN SUPPORT OF USCG.",0,0,,,541330,,,,,,
N0002421C5393,MK 41 VLS MECHANICAL DESIGN AGENT,0,0,,,541330,,,,,,
HQ072721F1610,"CONTRACTUAL ENGINEERING TASK (CET) 21-108 FOR ENGINEERING SERVICES TO STUDY, DESIGN, PROTOTYPE, INTEGRATE, FABRICATE AND TEST EXTREMELY HIGH FREQUENCY (EHF) TERMINALS.",0,0,,,541330,,,,,,
N0003921F3007,NAVY ENTERPRISE RESOURCE PLANNING (ERP) TECHNICAL SUPPORT SERVICES (NETSS).,0,0,,,541330,,,,,,
47QFCA21F0042,"THE PURPOSE OF THIS AWARD IS FOR THE C5ISR, EXERCISES, OPERATIONS, AND INFORMATION SERVICES (CEOIS) TASK ORDER IS TO PROVIDE NEAR REAL-TIME SITUATIONAL AWARENESS AND DECISION SUPPORT TO THE DOD COMBATANT COMMANDS (CCMDS)",0,0,,,541330,,,,,,
W31P4Q21FB005,EXPRESS TASK ORDER AWARD FOR TECHNICAL SUPPORT SERVICES IN SUPPORT OF PEO AVIATION HEADQUARTERS.,0,0,,,541330,,,,,,
N0016421F3016,"NON-PERSONAL ENGINEERING, TECHNICAL, LOGISTICS, CONFIGURATION MANAGEMENT, DATA MANAGEMENT, AND PROGRAM MANAGEMENT SUPPORT SERVICES FOR THE STRATEGIC SYSTEMS HARDWARE DIVISION (GXW).",0,0,,,541330,,,,,,
FA867521C0034,ADVANCED MEDIUM RANGE AIR TO AIR MISSILE (AMRAAM) PRODUCTION LOTS 34-36,0,0,,,541330,,,,,,
FA940121F0011,"KIRTLAND ENGINEERING OPERATIONS SERVICES (KEOS) FOR KIRTLAND AIR FORCE BASE (KAFB, NEW MEXICO",0,0,,,541330,,,,,,
W91CRB21F0227,DASA-CE OSMIS SUPPORT SERVICES FY2021-2026,0,0,,,541330,,,,,,
N6600121F3501,"THE ENTERPRISE COMMUNICATIONS AND NETWORKS DIVISION (55300) AT NAVAL INFORMATION WARFARE CENTER, PACIFIC (NIWC PACIFIC) HAS IDENTIFIED A REQUIREMENT FOR ENGINEERING, TECHNICAL AND PROGRAMMATIC SERVICES FOR PROGRAM MANAGEMENT WARFARE (PMW) 205.",0,0,,,541330,,,,,,
N0016421F3010,"FULL RANGE OF ENGINEERING/TECHNICAL SUPPORT TO THE NAVSEA SHIPS FRONT OFFICE FOR: WORKFORCE MANAGEMENT/CORPORATE OPERATIONS, FINANCIAL MANAGEMENT, INTERNAL CONTROLS, COMMUNICATIONS, SHIP PLANNING/SUSTAINMENT, INFORMATION MANAGEMENT, AND SECURITY.",0,0,,,541330,,,,,,
47QFWA21F0007,B1 RADAR SUSTAINING ENGINEERING SUPPORT,0,0,,,541330,,,,,,
N0002421C2104,FY21 CONFORM,0,0,,,541330,,,,,,
W31P4Q21FB001,TECHNICAL SUPPORT FOR THE UTILITY HELICOPTERS PROJECT OFFICE,0,0,,,541330,,,,,,
FA813421F1000,ENGINEERING SUPPORT SERVICES OPTION YEAR IV IN SUPPORT OF MULTIPLE AIRCRAFT PLATFORMS.,0,0,,,541330,,,,,,
N0003921F3003,"THIS EFFORT ACQUIRES CONTRACTOR SUPPORT SERVICES TO ASSIST PMW 120 WITH PROGRAM MANAGEMENT, ACQUISITION MANAGEMENT, CONTRACT MANAGEMENT, BUSINESS MANAGEMENT, AND INSTALLATION MANAGEMENT ACTIVITIES FOR PMW 120 PROGRAMS AND PROJECTS.",0,0,,,541330,,,,,,
W52P1J21F0063,ENTERPRISE SERVICES FOR G-4.,0,0,,,541330,,,,,,
N0002421C2103,FY21 CONFORM,0,0,,,541330,,,,,,
N0018921F3006,CNIC HQ/NAVY PERSONNEL COMMAND (NPC) IDENTIFICATION CARD ADMINISTRATION (ICA) SUPPORT SERVICES,0,0,,,541330,,,,,,
N6134021C0010,"PR 1300897049 TO PROCURE CIS SERVICES AND ASSOCIATED ADMIN SUPPORT VIA FMS LOA #AT-GSU, AT-LCQ, JA-LZK, JA-FWT, JA-FZZ, JA-QAD, JA-LZU, KS-LQI, NO-GEM, SP LGT",0,0,,,541330,,,,,,
FA868121F1003,JOINT DIRECT ATTACK MUNITIONS (JDAM),0,0,,,541330,,,,,,
W31P4Q21FC002,SYSTEMS AND WARHEADS DIVISION LETHAL MECHANISM AND EFFECTS SUPPORT,0,0,,,541330,,,,,,
N0003021C1010,CONTRACT DATA REQUIREMENTS LIST (CDRLS),0,0,,,541330,,,,,,
N0002420C2114,NAVAL REACTORS,0,0,,,541330,,,,,,
47QFCA20F0022,TASK ORDER AWARD,0,0,,,541330,,,,,,
70CMSD20FR0000219,HSI DATA AND ANALYTICAL SUPPORT SERVICES,0,0,,,541330,,,,,,
N0016420F3016,"AWARD OF TASK ORDER # N0016420F3016 FOR 1,051,639 HOURS AND A TOTAL VALUE OF $68,833,516 WITH ONE (1) BASE YEAR AND FOUR (4) OPTION YEARS AND TO OBLIGATE INCREMENTAL FUNDING.",0,0,,,541330,,,,,,
70RWMD20F00000020,CWMD OSD ADVISORY AND ASSISTANCE SERVICES,0,0,,,541330,,,,,,
70RWMD20F00000035,CWMD PPA ADVISORY&ASSISTANCE SERVICES,0,0,,,541330,,,,,,
47QFCA20F0019,THE PURPOSE OF THIS ACTION IS TO AWARD THIS TASK ORDER FOR INTEGRATED MULTI-DOMAIN COMMAND AND CONTROL (IMDC2) TECHNICAL SUPPORT.,0,0,,,541330,,,,,,
70CDCR20FR0000070,LAW ENFORCEMENT SYSTEMS AND ANALYSIS FOR ERO,0,0,,,541330,,,,,,
N0042120C0033,ATLANTIC RANGES AND TARGETS DEPARTMENT SERVICES CONTRACT AWARD,0,0,,,541330,,,,,,
W31P4Q20F0433,TECHNICAL SUPPORT AND ENGINEERING SERVICES FOR TEH MAINTENANCE ENGINEERING DIVISION.,0,0,,,541330,,,,,,
47QFWA20F0028,"AFIMSC REQUIRES PROFESSIONAL SERVICES TO SUPPORT THE INSTALLATION HEALTH ASSESSMENT IN THIS NON-PERSONAL SERVICES TASK ORDER. JOINT BASE SAN ANTONIO (JBSA), TEXAS",0,0,,,541330,,,,,,
N6339420F3978,COMMAND PROFESSIONAL SUPPORT SERVICES,0,0,,,541330,,,,,,
N6426720F3001,AWARD OF NITE TASK ORDER,0,0,,,541330,,,,,,
47QFSA20F0088,SOF ATL SUPPORT SERVICES,0,0,,,541330,,,,,,
N0016420F3017,"NON-PERSONAL PROFESSIONAL, ENGINEERING, TECHNICAL ASSESSMENTS AND SPECIAL STUDIES, AND MANAGEMENT SUPPORT SERVICES REQUIRED FOR SWS ASHORE AND SITP.",0,0,,,541330,,,,,,
HTC71120FD069,JOINT DEPLOYMENT ANALYSIS SUPPORT SERVICES,0,0,,,541330,,,,,,
N0017420F3005,AWARD DOCUMENT,0,0,,,541330,,,,,,
FA872320F9001,NORTH AMERICAN AEROSPACE DEFENSE COMMAND CHEYENNE MOUNTAIN COMPLEX-INTEGRATED TACTICAL WARNING/ATTACK (NISSC II),0,0,,,541330,,,,,,
N0016420F3008,"NON-PERSONAL ENGINEERING/TECHNICAL SUPPORT SERVICES FOR  INTELLIGENCE, SURVEILLANCE AND RECONNAISSANCE (ISR) SYSTEM.",0,0,,,541330,,,,,,
N0003020C0003,CPFF CLINS UNDER US01 CONTRACT.,0,0,,,541330,,,,,,
N6339420F3001,"THE NSWC PHD, SHIP DEFENSE AND EXPEDITIONARY WARFARE DEPARTMENT OPERATES AND MAINTAINS THE SELF DEFENSE TEST SHIP (SDTS). THE SDTS REQUIRES ENGINEERING, MARITIME, AND OPERATIONAL SUPPORT SERVICES.",0,0,,,541330,,,,,,
FA445220F0034,FLYING SQUADRON FUNCTIONAL SUPPORT,0,0,,,541330,,,,,,
N0017820F3010,CENTER FOR SURFACE COMBAT SYSTEMS (CSCS) SIMULATIONS OPERATIONS,0,0,,,541330,,,,,,
N6339420F3000,"INFORMATION TECHNOLOGY (IT) SUPPORT SERVICES FOR THE NAVAL SURFACE WARFARE CENTER, PORT HUENEME DIVISION (NSWC PHD)",0,0,,,541330,,,,,,
N0042120F1754,"BASE PERIOD LABOR, APN-5",0,0,,,541330,,,,,,
N6660420F8034,"ENGINEERING SERVICES TO FABRICATE AND TEST PROOF OF MANUFACTURING WARHEAD ELECTRONICS SYSTEM (WES) UNITS, AND DELIVER A WES TDP FOR THE UPDATED DESIGN THAT THE CONTRACTOR HAS DEMONSTRATED MEETS DESIGN VERIFICATION TESTING (DVT) REQUIREMENTS",0,0,,,541330,,,,,,
N0017820F3003,THE PURPOSE OF THIS AMENDMENT IS TO MAKE CORRECTIONS AND CLARIFY SECTIONS OF THIS SOLICITATION DUE TO QUESTIONS RECEIVED BY INDUSTRY.,0,0,,,541330,,,,,,
N0003020C0101,TRIDENT II (D5) LIFE EXTENSION 2 (D5LE2) SSP ALTERATION (SPALT) ADVANCED DEVELOPMENT PROGRAM,0,0,,,541330,,,,,,
N6449820F3002,"IT SERVICES PROVIDED FOR (1) THE OPERATION, MAINTENANCE, AND ENHANCEMENT OF RDT&E HARDWARE&CABLING, (2) COMPUTER OPERATIONS AND PRODUCTION CONTROL, (3) NMCI&NGEN ADMINISTRATION, AND (4) CUSTOMER SUPPORT, AT NSWCPD.",0,0,,,541330,,,,,,
47QFCA20F0002,"THE PURPOSE OF THIS AWARD IS TO PROVIDE PLANS, OPERATIONS, LOGISTICS, ENGAGEMENT, TRAINING, EXERCISE, AND ASSESSMENT SUPPORT TO AFRICOM.",0,0,,,541330,,,,,,
FA821420F0001,"THE ICBM FUZE WSIC EFFORT WILL PROVIDE SUPPORT TO THE ICBM FUZE PROGRAM OFFICE IN ITS EFFORTS TO INTEGRATE, QUALIFY AND CERTIFY THE NEW SANDIA NATIONAL LAB MK21/W87 REPLACEMENT FUZE INTO THE MMIII WEAPON SYSTEM.",0,0,,,541330,,,,,,
FA867520C0033,ADVANCED MEDIUM RANGE AIR TO AIR MISSILE PRODUCTION LOT 33,0,0,,,541330,,,,,,
36E77620F0003,VETERANS INTEGRATED SERVICE NETWORK (VISN) 7 ENERGY SAVINGS PERFORMANCE CONTRACT (ESPC),0,0,,,541330,,,,,,
75FCMC19F0112,PROGRAM INTEGRITY MODELING AND ANALYTIC SUPPORT CONTRACT,0,0,,,541330,,,,,,
75FCMC19F0113,PROGRAM INTEGRITY MODELING AND ANALYTIC SUPPORT CONTRACT,0,0,,,541330,,,,,,
89303019FET400015,"LABOR PROGRAM MANAGEMENT/IT SUPPORT ENTERPRISE INFORMATION TECHNOLOGY SUPPORT SERVICES TO INCLUDE SOFTWARE DEVELOPMENT AND INTEGRATION, INFRASTRUCTURE ENGINEERING, SYSTEM MANAGEMENT AND HOSTING, DESKTOP SUPPORT, SERVICE DESK SUPPORT AND IT PROJECT MA",0,0,,,541330,,,,,,
N0016419F3013,"PMS 377,  PROFESSIONAL SUPPORT SERVICES (PSS) IN THE AREAS OF T&E, TECHNICAL MANAGEMENT SUPPORT, ACQUISITION AND LIFE CYCLE MANAGEMENT SUPPORT, LANDING CRAFT PLANNING YARD SUPPORT, INTEGRATED LOGISTICS SUPPORT (ILS), GFE SUPPORT, AND FLEET SUPPORT.",0,0,,,541330,,,,,,
W9115119C0008,ATEC SERVICES,0,0,,,541330,,,,,,
80GSFC19C0072,"FLIGHT DYNAMICS SUPPORT SERVICES III (FDSS).  THIS CONTRACT IS FOR, BUT NOT LIMITED TO SOFTWARE ENGINEERING SUPPORT, FLIGHT DYNAMICS FACILITY OPERATIONS SUPPORT, FLIGHT DYNAMICS SYSTEMS ENGINEERING SUPPORT&CONJUNCTION ASSESSMENTS.",0,0,,,541330,,,,,,
693KA819F00378,NAVTAC II CONTRACT  SBAS TASK ORDER 22,0,0,,,541330,,,,,,
N0016419F3500,"NON-PERSONAL TECHNICAL, LOGISTICAL, AND LIFE-CYCLE SUPPORT SERVICES FOR RADAR SYSTEMS, SUBSYSTEMS, AND COMPONENTS IN SUPPORT THE RADAR TECHNOLOGIES DIVISION, WXP.",0,0,,,541330,,,,,,
N0003019C0009,UK-10 AND MAGENTA PRODUCTION,0,0,,,541330,,,,,,
HT005019F0001,SENIOR CONTRACT ANALYST,0,0,,,541330,,,,,,
HT005019F0002,ACQUISITION SUPPORT FOR THE DHA J4,0,0,,,541330,,,,,,
80KSC019C0016,KENNEDY EXPLORATION GROUND SYSTEMS (EGS) PROGRAM (LX) SUPPORT SERVICES CONTRACT THREE (KLXS III).,0,0,,,541330,,,,,,
N0016419F3010,"NON-PERSONAL ENGINEERING, TECHNICAL, LOGISTICS, AND PROGRAMMATIC SUPPORT SERVICES FOR ELECTRONIC WARFARE (EW).",0,0,,,541330,,,,,,
W52P1J19C0034,AWARD OF SATELLITE COMMUNICATION (SATCOM) SUPPORT SERVICES,0,0,,,541330,,,,,,
80GSFC19C0060,"THE ETIS III CONTRACT WILL PROVIDE ENVIRONMENTAL TEST AND INTEGRATION RELATED SERVICES FOR NASA GSFC ENGINEERING AND TECHNOLOGY DIRECTORATE (ETD) MECHANICAL SYSTEMS DIVISION AND RELATED ORGANIZATIONS FOR THE FORMULATION, DESIGN, DEVELOPMENT, FABRICATION, INTEGRATION, TESTING, VERIFICATION, AND OPERA",0,0,,,541330,,,,,,
W912UM19C0006,"A-E SERVICES FOR KOREA AIR AND SPACE OPERATIONS CENTER (KAOC), OSAN AIR BASE, KOREA",0,0,,,541330,,,,,,
692M1519F00263,VERIFICATION&VALIDATION (V&V)/TEST&EVALUATION (T&E) SERVICES (VTS) SUPPORT SERVICES CONTRACT. SE2025 TORP #5134,0,0,,,541330,,,,,,
FA821419F0002,RE-ENTRY SYSTEM/RE-ENTRY VEHICLE SUSTAINING ENGINEERING SERVICES,0,0,,,541330,,,,,,
N6833519F3000,ENGINEERING AND TECHNICAL SERVICES NEEDED IN SUPPORT OF THE NAVAL AIR SYSTEMS COMMAND (NAVAIR) SUPPORT EQUIPMENT (SE) DEPARTMENT.,0,0,,,541330,,,,,,
W56HZV19F0221,STRYKER LOGISTICS ENGINEERING SUPPORT,0,0,,,541330,,,,,,
W56HZV19F0162,STRYKER SES/C4ISR,0,0,,,541330,,,,,,
FA881919C0002,COMBAT MISSION SYSTEMS SUPPORT,0,0,,,541330,,,,,,
80GSFC19C0022,DRAGONFLY RELOADABLE LANDER TO EXPLORE TITAN'S PREBIOTIC CHEMISTRY AND HABITABILITY ANNOUNCEMENT OF OPPORTUNITY NNH16ZD011O,0,0,,,541330,,,,,,
N0017418F3008,INFORMATION TECHNOLOGY SERVICES FOR NAVSEA 00I,0,0,,,541330,,,,,,
N0002418C5431,RAM DESIGN AGENT,0,0,,,541330,,,,,,
N6426718F3006,IGF::OT::IGF AIR DOMINANCE ENGINEERING AND LOGISTICS SERVICES,0,0,,,541330,,,,,,
FA824018C7218,JOINT RANGE TECHNICAL SERVICES (J-TECH II),0,0,,,541330,,,,,,
N6274218F0126,"IGF::OT::IGF CTO NO. N6274218F0126 X010 REQUEST FOR IMPLEMENTATION PLAN AND COST ESTIMATE FOR INVESTIGATION AND REMEDIATION OF RELEASES, AND GROUNDWATER PROTECTION AND EVALUATION FOR RED HILL BULK FUEL STORAGE FACILITY,  JOINT BASE PEARL HARBOR-HICKAM (JBPHH), OAHU, HAWAII",0,0,,,541330,,,,,,
75N91025F00016,"NCI OPERATIONAL TASK ORDER, FY26-FY27",0,0,,,541715,,,,,,
75N91025F00012,NIAID DCR FY26-27 OPERATIONAL TASK ORDER,0,0,,,541715,,,,,,
80JSC025F0042,HHPC2 TO,0,0,,,541715,,,,,,
FA800325C0002,ADVANA SOFTWARE LICENSE AND CLOUD COMPUTE SERVICES,0,0,,,541715,,,,,,
W91CRB25F0119,REDSTONE TEST AND ENGINEERING SERVICES,0,0,,,541715,,,,,,
HR001125F0008,DARPA RESEARCH PROGRAM SUPPORT SERVICES,0,0,,,541715,,,,,,
FA862025FB072,BIG SAFARI,0,0,,,541715,,,,,,
80NM0025F7004,SURFACE BIOLOGY & GEOLOGY (SBG) - THERMAL INFRARED (TIR) - PHASE B (89-224991),0,0,,,541715,,,,,,
W15P7T25F0001,"TO PROCURE BUSINESS OPERATIONS, PROGRAMMATIC, AND TECHNICAL SUPPORT SERVICES IN SUPPORT OF THE ENTIRE PROJECT MANAGER TACTICAL NETWORK (PM TN) PORTFOLIO THROUGHOUT ALL PHRASES OF THE PROGRAM LIFE CYCLE.",0,0,,,541715,,,,,,
W911QX24F0113,TASK ORDER OFF A COMMERCIAL SOLUTIONS OPENING (CSO) FOR RESEARCH AND DEVELOPMENT FOR MAVEN SMART SYSTEM (MSS) PRODUCTION LICENSES.,0,0,,,541715,,,,,,
FA868424CB032,SUSTAINMENT AND COMBAT READINESS CAPABILITIES (SABR-C),0,0,,,541715,,,,,,
N0042124F0979,NEW TASK ORDER FOR TO COVER THE ENDING TASK ORDERS FROM PREVIOUS IDIQ.,0,0,,,541715,,,,,,
47QFCA24C0003,"THIS CONTRACT IS TO PROVIDE LABOR, MATERIALS, AND EQUIPMENT NEEDED TO DEVELOP AND EXPAND THE SIZE AND CAPABILITY OF THE MARITIME SUBMARINE WORKFORCE AND INDUSTRIAL BASE AND SPEED THE DEVELOPMENT OF IMPROVED MANUFACTURING TECHNOLOGIES TO SUPPLY CHAIN.",0,0,,,541715,,,,,,
W911QX24F0053,TASK ORDER #1 FOR MAVEN SMART SYSTEM - USER INTERFACE/USER EXPERIENCE (UI/UX) PROTOTYPE,0,0,,,541715,,,,,,
HQ085424C0001,SYSTEMS ENGINEERING AND INTEGRATION SERVICES,0,0,,,541715,,,,,,
W56JSR24F0004,"MODERNIZATION, TECHNICAL, FIELDING, READINESS, AND SUPPORT TO COMMAND, CONTROL, COMPUTERS, COMMUNICATION, CYBER, INTELLIGENCE, SURVEILLANCE AND RECONNAISSANCE (C5ISR) AND COMMERCIAL OFF THE SHELF (COTS) SYSTEMS",0,0,,,541715,,,,,,
W31P4Q24FC001,TECHNICAL AND ENGINEERING SUPPORT,0,0,,,541715,,,,,,
FA862224F2402,SCAT 1 ENGINEERING PROFESSIONAL AND ADMINISTRATIVE SUPPORT SERVICES (EPASS) IN SUPPORT OF NON-PROGRAM EXECUTIVE OFFICER (PEO) DIRECTORATES AND RAPID SUSTAINMENT OFFICE IN THE AIR FORCE LIFE CYLE MANAGEMENT CENTER (AFLCMC)  FRANKENCUTTERS,0,0,,,541715,,,,,,
75A50424C00002,DOMESTIC INDUSTRIAL BASE EXPANSION OF KEY CHEMICALS FOR ACRYLONITRILE BUTADIENE RUBBER (NBR),0,0,,,541715,,,,,,
HR001124C0304,DARPA RESEARCH PROJECT,0,0,,,541715,,,,,,
75N93024C00001,BIOLOGICAL AND EMERGING INFECTIONS RESEARCH RESOURCES PROGRAM (BEI-RRP),0,0,,,541715,,,,,,
75A50223C00024,INDUSTRIAL BASE EXPANSION OF NBR,0,0,,,541715,,,,,,
W911NF23C0064,STRATOSPHERE THREAT ACQUISITION AND RESPONSE PLATFORM (STARP) DESIGN AND CONTROL,0,0,,,541715,,,,,,
N0002423F8717,FY23 STAFAC AMFIP PRODUCTION,0,0,,,541715,,,,,,
W31P4Q23F0309,OASIS TASK ORDER- RESEARCH AND DEVELOPMENT SUPPORT TO THE COMBAT CAPABILITIES DEVELOPMENT COMMAND (DEVCOM) AVIATION AND MISSILE CENTER (AVMC),0,0,,,541715,,,,,,
