source,keyword,notice_id,title,agency,recipient,amount,posted_date,response_deadline,type,url
Tango,VA,,S299--Interior/Exterior Window Cleaning for VASNHS,,,0.0,,2025-04-24T22:00:00+00:00,Opportunity,
Tango,VA,,J047--Pneumatic Tube System Maintenance,,,0.0,,2025-05-05T19:00:00+00:00,Opportunity,
Tango,VA,,"Sources Sought: Anesthesia Machines, Tulsa, OK, September 2025",,,0.0,,2025-04-30T16:00:00+00:00,Opportunity,
USAspending,NASA,NNM07AB03C,"PROVIDE DEVELOPMENTAL HARDWARE AND TEST ARTICLES, AND MANUFACTURE AND ASSEMBLE ARES I UPPER STAGES. THE UPPER STAGE (US) ELEMENT IS AN INTEGRAL PART OF THE ARES I LAUNCH VEHICLE AND PROVIDES THE SECOND STAGE OF FLIGHT.  THE US ELEMENT IS RESPONSIBLE FOR THE ROLL CONTROL DURING THE FIRST STAGE BURN AND SEPARATION; AND WILL PROVIDE THE GUIDANCE AND NAVIGATION, COMMAND AND DATA HANDLING, AND OTHER AVIONICS FUNCTIONS FOR THE ARES I DURING ALL PHASES OF THE ASCENT FLIGHT.   THE US ELEMENT IS A NEW DESIGN THAT EMPHASIZES SAFETY, OPERABILITY, AND MINIMUM LIFE CYCLE COST. THE OVERALL DESIGN, DEVELOPMENT, TEST AND EVALUATION (DDT&E), PRODUCTION, AND SUSTAINING ENGINEERING EFFORTS INCLUDE ACTIVITIES PERFORMED BY THREE ORGANIZATIONS; THE NASA DESIGN TEAM (NDT), THE UPPER STAGE PRODUCTION CONTRACTOR (USPC) AND THE INSTRUMENT UNIT PRODUCTION CONTRACTOR (IUPC).  FOR CLARITY, THE USPC WILL BE REFERRED TO AS THE CONTRACTOR THROUGHOUT THIS DOCUMENT. NASA IS RESPONSIBLE FOR THE INTEGRATION OF THE PRIMARY ELEMENTS OF THE ARES I LAUNCH VEHICLE INCLUDING: THE FIRST STAGE, US INCLUDING INSTRUMENT UNIT (IU), AND US ENGINE; AND WILL ALSO INTEGRATE THE ARES I LAUNCH VEHICLE AT THE LAUNCH SITE.   NASA IS RESPONSIBLE FOR THE DDT&E, INCLUDING TECHNICAL AND PROGRAMMATIC INTEGRATION OF THE US SUBSYSTEMS AND GOVERNMENT-FURNISHED PROPERTY.  NASA WILL LEAD THE EFFORT TO DEVELOP THE REQUIREMENTS AND SPECIFICATIONS OF THE US ELEMENT, THE DEVELOPMENT PLAN AND TESTING REQUIREMENTS, AND ALL DESIGN DOCUMENTATION, INITIAL MANUFACTURING AND ASSEMBLY PROCESS PLANNING, LOGISTICS PLANNING, AND OPERATIONS SUPPORT PLANNING.  DEVELOPMENT, QUALIFICATION, AND ACCEPTANCE TESTING WILL BE CONDUCTED BY NASA AND THE CONTRACTOR TO SATISFY REQUIREMENTS AND FOR RISK MITIGATION.  NASA IS RESPONSIBLE FOR THE OVERALL UPPER STAGE VERIFICATION AND VALIDATION PROCESS AND WILL REQUIRE SUPPORT FROM THE CONTRACTOR.   THE CONTRACTOR IS RESPONSIBLE FOR THE MANUFACTURE AND ASSEMBLY OF THE UPPER STAGE TEST FLIGHT AND OPERATIONAL UPPER STAGE UNITS INCLUDING THE INSTALLATION OF UPPER STAGE INSTRUMENT UNIT, THE GOVERNMENT-FURNISHED US ENGINE, BOOSTER SEPARATION MOTORS, AND OTHER GOVERNMENT-FURNISHED PROPERTY.  A DESCRIPTION OF THE NASA MANAGED AND PERFORMED EFFORTS IS CONTAINED IN THE US WORK PACKAGES AND WILL BE MADE AVAILABLE TO THE CONTRACTOR TO ENSURE THEIR UNDERSTANDING OF THE ROLES AND RESPONSIBILITIES OF THE NDT, IUPC, AND CONTRACTOR DURING THE DESIGN, DEVELOPMENT, AND OPERATION OF THE US ELEMENT.   THE US CONCEPTUAL DESIGN DESCRIBED IN THE USO-CLV-SE-25704 US DESIGN DEFINITION DOCUMENT (DDD) IS THE BASELINE DESIGN FOR THIS CONTRACT.  THE CONTRACTORS EARLY ROLE WILL BE TO PROVIDE PRODUCIBILITY ENGINEERING SUPPORT TO NASA VIA THE ESTABLISHED US OFFICE STRUCTURE AND TO PROVIDE INPUTS INTO THE FINAL DESIGN CONFIGURATION, SPECIFICATIONS, AND STANDARDS.    NASA WILL TRANSITION THE MANUFACTURING AND ASSEMBLY, LOGISTICS SUPPORT INFRASTRUCTURE, CONFIGURATION MANAGEMENT, AND THE SUSTAINING ENGINEERING FUNCTIONS TO THE CONTRACTOR AT THE KEY POINTS DURING THE DEVELOPMENT AND IMPLEMENTATION OF THE PROGRAM CURRENTLY PLANNED TO OCCUR NO LATER THAN 90 DAYS AFTER THE COMPLETION OF THE FOLLOWING MAJOR MILESTONES:      MANUFACTURING AND ASSEMBLY  US       PRELIMINARY DESIGN REVIEW (PDR)       LOGISTICS SUPPORT INFRASTRUCTURE   US PDR      CONFIGURATION MANAGEMENT  US CRITICAL  DESIGN REVIEW CDR)      SUSTAINING ENGINEERING    US DESIGN        CERTIFICATION REVIEW (DCR)    AFTER THE COMPLETION OF AN ORDERLY TRANSITION OF ROLES AND RESPONSIBILITIES TO THE CONTRACTOR, NASA WILL ASSUME AN INSIGHT ROLE INTO THE CONTRACTORS PRODUCTION, SUSTAINING ENGINEERING, AND OPERATIONS SUPPORT OF THE ARES I US TEST PROGRAM AND FLIGHT HARDWARE.  AFTER DCR, THE CONTRACTOR WILL BE RESPONSIBLE FOR SUSTAINING ENGINEERING PER SOW SECTION 4.7, AS NECESSARY TO MAINTAIN AND SUPPORT THE US CONFIGURATION AND FOR PRODUCTION AND OPERATIONS SUPPORT.",National Aeronautics and Space Administration,THE BOEING COMPANY,10386478680.0,2007-09-01,2028-12-31,Award,
USAspending,NASA,NNK17MA01T,"IGF::OT::IGF THE COMMERCIAL CREW PROGRAM (CCP) COMMERCIAL CREW TRANSPORTATION CAPABILITY (CCTCAP) CONTRACT WILL PROVIDE COMPLETION OF THE DESIGN, DEVELOPMENT, TEST, EVALUATION, AND CERTIFICATION OF AN INTEGRATED CREW TRANSPORTATION SYSTEM (CTS) CAPABLE OF TRANSPORTING NASA CREW TO AND FROM THE ISS, IN ACCORDANCE WITH THE DESIGN REFERENCE MISSIONS AND NASA'S CERTIFICATION STANDARDS AND REQUIREMENTS.  CERTIFICATION OF THE CTS WILL BE DETERMINED BY NASA.  NASA PLANS TO ISSUE TASK ORDERS FOR POST CERTIFICATION MISSIONS (PCM) TO AND FROM ISS THAT INCLUDE GROUND, LAUNCH, LIFEBOAT, ON-ORBIT, RETURN AND RECOVERY OPERATIONS. THE MINIMUM QUANTITY OF MISSIONS TO BE ORDERED IS TWO (2) AND THE MAXIMUM POTENTIAL QUANTITY OF MISSIONS WHICH MAY BE ORDERED IS SIX (6).  IN ADDITION, NASA MAY ISSUE TASK ORDERS FOR SPECIAL STUDIES USED FOR RISK REDUCTION AND OTHER PURPOSES RELATED TO THE CTS.      NASA CERTIFICATION UNDER CLIN 001 IS COMPLETE WHEN THE CONTRACTOR'S CREW TRANSPORTATION SYSTEM (CTS) HAS MET NASA'S REQUIREMENTS FOR SAFELY TRANSPORTING CREW TO AND FROM THE INTERNATIONAL SPACE STATION (ISS) IN ACCORDANCE WITH DOCUMENTS IDENTIFIED IN SECTION C.1, SPECIFICATIONS/STATEMENT OF WORK. SUBCLINS 001A AND 001B, IDENTIFIED IN TABLE B.3,DDTE/CERTIFICATION SUBCLINS, ARE DELIVERY MILESTONES THAT REPRESENT COMPLETION OF REQUIRED WORK NECESSARY TO ACHIEVE NASA CERTIFICATION. DELIVERY PAYMENT FOR THE ISS DESIGN CERTIFICATION REVIEW (DCR) FOR THE CREWED FLIGHT TO THE ISS INCLUDES ALL WORK UNDER THIS CLIN THAT OCCURS FROM THE CONTRACT EFFECTIVE DATE THROUGH THE ISS DCR COMPLETION. THE DELIVERY PAYMENT FOR THE CERTIFICATION REVIEW (CR) WILL INCLUDE ALL WORK THAT OCCURS FROM THE ISS DCR DELIVERY DATE THROUGH THE END OF THE DDTE/CERTIFICATION CLIN 001.  IN ACCORDANCE WITH CLAUSE C.1, SPECIFICATION/STATEMENT OF WORK, THE TASK ORDERING PROCEDURES AND OTHER TERMS AND CONDITIONS IN THE CONTRACT, THE CONTRACTING OFFICER MAY ISSUE POST CERTIFICATION MISSION (PCM) TASK ORDERS. THE CONTRACTOR SHALL USE THE MISSION PRICING RATES SHOWN IN TABLE B.4.1, POST CERTIFICATION MISSION PRICES. THE PER MISSION PRICES ARE FOR A SINGLE ORDER AT THE PRICE STATED PER THE CALENDAR YEAR (CY) BASED ON THE NUMBER OF MISSIONS ORDERED. CTS FULL MISSION CAPABILITY PRICES SHALL BE BASED ON (1) FULFILLMENT OF THE DESIGN REFERENCE MISSION TO THE ISS FOUND IN CCT-DRM-1110, CREW TRANSPORTATION SYSTEM DESIGN REFERENCE MISSIONS, ATTACHMENT J-03, CONTRACT PERFORMANCE WORK STATEMENT, AND OTHER TERMS AND CONDITIONS IN THE CONTRACT AND (2) ALL INHERENT CTS CAPABILITIES THAT ARE WITHIN THE PROPOSED MISSION PRICES.  IN ACCORDANCE WITH ATTACHMENT J-03, CONTRACT PERFORMANCE WORK STATEMENT, THE TASK ORDERING PROCEDURES AND OTHER TERMS AND CONDITIONS IN THE CONTRACT, THE CONTRACTOR SHALL PERFORM SPECIAL STUDIES, TEST AND ANALYSES, AS INITIATED BY WRITTEN DIRECTION FROM THE CONTRACTING OFFICER.  SPACEX CCTCAP POST CERTIFICATION MISSIONS 3-6(PCM-3-6) TASK ORDER AGAINST NNK14MA74C CLIN 002, AS DESCRIBED IN CLAUSE B.4 POST CERTIFICATION MISSIONS (IDIQ)(CLIN 002) AND ALL OTHER APPLICABLE TERMS AND CONDITIONS.",National Aeronautics and Space Administration,SPACE EXPLORATION TECHNOLOGIES CORP.,3029850123.69,2016-12-30,2030-12-31,Award,
USAspending,NASA,80NM0018F0615,"EUROPA CLIPPER PROJECT  THE CONTRACT IS THE SPONSORING AGREEMENT BETWEEN THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION NASA AND THE CALIFORNIA INSTITUTE OF TECHNOLOGY-CONTRACTOR, A PRIVATE NONPROFIT EDUCATIONAL INSTITUTION, WHICH ESTABLISHES THE RELATIONSHIP FOR THE OPERATION OF THE FEDERALLY FUNDED RESEARCH AND DEVELOPMENT CENTER-FFRDC KNOWN AS THE JET PROPULSION LABORATORY. THE CONTRACTOR, JPL, IS REQUIRED TO PERFORM WORK THAT IS DESIGNATED IN TASK ORDERS ISSUED BY THE NASA MANAGEMENT OFFICE-NMO CONTRACTING OFFICERS. NASA-SPONSORED WORK: JPLS PRIMARY MISSION IS TO SUPPORT THE NASA SCIENCE MISSION DIRECTORATE-SMD IN CARRYING OUT THE SPECIFIC OBJECTIVES IDENTIFIED IN THE SMD SCIENCE PLAN.  THE FOUR BROAD SCIENTIFIC AREAS ARE: EARTH SCIENCE, PLANETARY SCIENCE, HELIOPHYSICS, AND ASTROPHYSICS.  IN PERFORMANCE OF THIS CONTRACT, JPL SHALL: 1. SUPPLY A BROAD BASE OF SCIENTIFIC AND TECHNICAL CAPABILITIES RELEVANT TO NASA PROGRAM AND PROJECT RESPONSIBILITIES AND ASSIGNMENTS. 2. FOSTER ITS UNIQUE RELATIONSHIP WITH A TOP-TIER UNIVERSITY TO FACILITATE THE INVOLVEMENT OF SCIENTISTS, ENGINEERS, AND STUDENTS FROM THE UNIVERSITY AND RESEARCH COMMUNITIES IN NASA MISSION AND IN SUPPORTING OTHER GOVERNMENT AGENCIES. 3. SUPPORT NASA IN ENABLING PROGRAM AND INSTITUTIONAL CAPABILITIES. 4. DEVELOP SPACECRAFT AND INSTRUMENTS THAT ARE SENT TO VARIOUS DESTINATIONS WITH OUR SOLAR SYSTEM, INCLUDING EARTH ORBIT, PLANETS, PLANETARY SATELLITES, ASTEROIDS, AND COMETS.  THESE MISSIONS MAY BE ORBITERS, LANDERS, OR ROVERS, AND TYPICALLY INCLUDE CUTTING-EDGE TECHNOLOGIES REQUIRED TO MEET SCIENTIFIC REQUIREMENTS. 5. PERFORM PROJECT TASKS INVOLVING: I-AUTONOMOUS DEEP-SPACE, INNER-SPACE AND EARTH-ORBITING SPACECRAFT OR MAJOR SUBSYSTEMS, II-EXPERIMENTS, INSTRUMENTS, OR OTHER DEVICES WHICH MAY BE CARRIED AS PAYLOAD ON SPACECRAFTS IN MISSIONS MANAGED BY OTHERS, AND-OR III-GROUND-BASED SYSTEMS. 6. BEYOND ITS PRIMARY MISSION, JPL MAY PERFORM WORK FOR OTHER NASA MISSION DIRECTORATES OR OFFICES. 7. JPL IS ALSO RESPONSIBLE FOR THE OPERATION, RESEARCH, TECHNOLOGY INSERTION, AND MANAGEMENT OF NASAS DEEP SPACE NETWORK TO PROVIDE TELECOMMUNICATION AND OPERATION SERVICES, INCLUDING DATA ACQUISITION AND DATA DELIVERY REQUIRED TO MEET ESTABLISHED AGENCY OBJECTIVES. 8. JPL IS ALSO REQUIRED TO MAINTAIN AND CONDUCT AN EDUCATION PROGRAM IN CLOSE COORDINATION WITH THE NASA HEADQUARTERS EDUCATION OFFICE, THE ACADEMIC COMMUNITY AT LARGE, AND IN SUPPORT TO NASA STRATEGIC OBJECTIVES TO IMPROVE STUDENT RETENTION IN THE SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS-STEM DISCIPLINES. WORK FOR NON-NASA SPONSORS:  JPL MAY PERFORM WORK FOR NON-NASA SPONSORS.  THIS WORK WILL BE DESIGNATED IN TASK ORDERS ISSUED BY NMO CONTRACTING OFFICERS BASED ON TASK PLANS INITIATED BY THE CONTRACTOR.",National Aeronautics and Space Administration,CALIFORNIA INSTITUTE OF TECHNOLOGY,2924898288.98,2018-10-01,2028-09-30,Award,
USAspending,NASA,80KSC019C0013,DESIGN AND CONSTRUCTION OF THE NASA SPACE LAUNCH SYSTEM (SLS) MOBILE LAUNCHER 2 (ML2).,National Aeronautics and Space Administration,"BECHTEL NATIONAL, INC.",1474889354.01,2019-07-01,2026-06-05,Award,
USAspending,NASA,NNH15CN76C,"IGF::OT::IGF NEXTSTEP NRA AWARD.  THIS NEXTSTEP CONTRACT BUILDS UPON THE SUCCESS OF COMMERCIAL ORBITAL TRANSPORTATION SERVICES SPACE ACT AGREEMENT DEVELOPMENT PROGRAM AND AN EXISTING INTERNATIONAL SPACE STATION (ISS) COMMERCIAL RESUPPLY SERVICES (CRS) CONTRACT. ORBITAL HAS SUCCESSFULLY TRANSITIONED FROM COTS TO THE CRS PROGRAM, FLYING THREE VERY SUCCESSFUL PRESSURIZED CARGO RESUPPLY MISSIONS TO THE ISS, USING THE CYGNUS SPACECRAFT. ORBITAL ALSO SUCCESSFULLY DEVELOPED SPACECRAFT FOR SOLAR SYSTEM EXPLORATION TO INCLUDE THE CURRENTLY OPERATIONAL DAWN MISSION. THIS MISSION WAS LAUNCHED IN SEPTEMBER 2007, COMPLETED ITS RENDEZVOUS MISSION AT VESTA IN JULY 2012 AND IS EN ROUTE TO CERES IN EARLY 2015.  WITH SPACE AGENCY BUDGETS CONTINUING TO BE TIGHT, EXPLORATION PLANS NEED TO EMPHASIZE EVOLUTION OF EXISTING SYSTEMS, WHERE COST AND SCHEDULE IS BETTER CONTROLLED, AND DEVELOPMENT RISK REDUCED. SPECIFICALLY, ELEMENTS OF THE CURRENT ISS, INCLUDING CYGNUS, CAN BE EVOLVED TO SUPPORT MORE DISTANT SPACE DESTINATIONS. TO SUPPORT THESE ENDEAVORS, ORBITAL CONTRIBUTES TO THE DEVELOPMENT AND PRODUCT IMPROVEMENT OF CYGNUS AND TO NEXTSTEP ACTIVITIES AND HAVE INVESTED IN THE COTS CRS PUBLIC-PRIVATE PARTNERSHIP ENDEAVOR.  ORBITAL'S EXPLORATION AUGMENTATION MODULE (BAM) ARCHITECTURE USES A MODULAR, BUILDING BLOCK APPROACH THAT LEVERAGES THE CYGNUS SPACECRAFT TO EXPAND CISLUNAR AND LONG DURATION DEEP SPACE TRANSIT HABITATION CAPABILITIES AND TECHNOLOGIES CRITICAL TO NASAS LONG-TERM EXPLORATION GOALS.  ORBITALS ARCHITECTURE CONCEPT BLENDS IN-PRODUCTION HARDWARE WITH ADAPTATION, EVOLUTION, PLANNING, AND FORWARD THINKING. CYGNUS WILL SERVE AS A MODULAR HABITAT AND TEST PLATFORM FOR QUALIFYING TECHNOLOGIES IN A DISTANT RETROGRADE ORBIT (DRO) OR IN A LOW EARTH ORBIT (LEO), EITHER WHILE ATTACHED TO THE ISS OR AS A FREE-FLYER. USING THE EXISTING, OPERATIONAL CYGNUS TO PERFORM THESE MISSIONS HAS THE ADVANTAGE OF DECREASING OVERALL DEVELOPMENT TIME AND COSTS, AND FREEING UP RESOURCES THAT WOULD BE SPENT ON DEVELOPING A SPACECRAFT TO FOCUS ON CULTIVATING MISSION ENABLING TECHNOLOGIES.  THE GOAL IS TO HAVE A CYGNUS DERIVED EAM DEPLOYED IN CISLUNAR SPACE BEFORE 2020. THIS SPACECRAFT WILL BE THE FIRST BUILDING BLOCK IN SUPPORTING BOTH COMMERCIAL MARKETS AND GOVERNMENT OBJECTIVES. THE PROPOSED EFFORT FOR THIS NEXTSTEP BAA PHASE I, INVOLVES DEFINING AN EAM ARCHITECTURE AND CONCEPT OF OPERATIONS (CONOPS) THAT ADDRESSES COMMERCIAL MARKETS AND NASA EXPLORATION OBJECTIVES, TECHNOLOGY MATURATION PLANNING AND INFRASTRUCTURE DEVELOPMENT, AND TO IDENTIFY TECHNOLOGIES THAT CAN BE IMPLEMENTED AND DEMONSTRATED IN THE ISSILEO ENVIRONMENT WITHIN THE NEXT THREE YEARS.  TO MATURE HABITATION TECHNOLOGIES, THE CONTRACTOR WILL IDENTIFY STATE OF THE ART (SOA) TECHNOLOGIES ACROSS NASA TECHNOLOGY AREAS (TAS) DEFINED IN THE NASA TECHNOLOGY ROADMAP.  FOCUS WILL BE ON MATURATION OF THE FOLLOWING TECHNOLOGIES    ENVIRONMENTAL CONTROL AND LIFE SUPPORT SYSTEMS    ENVIRONMENTAL MONITORING    SAFETY AND EMERGENCY RESPONSE AND HABITATION    THERMAL CONTROL SYSTEMS    AUTONOMOUS HABITATION SYSTEMS    NAVIGATION    SYSTEMS MANAGEMENT    DOCKING AND CAPTURE    MECHANISMS AND DEPLOYABLE HABITATION ELEMENTS",National Aeronautics and Space Administration,NORTHROP GRUMMAN SYSTEMS CORPORATION,1471196233.03,2015-09-03,2029-05-31,Award,
USAspending,NASA,80GSFC19C0063,"THE EXPLORATION AND SPACE COMMUNICATIONS PROJECTS DIVISION (ESC) IS A NATIONAL RESOURCE LOCATED AT GODDARD SPACE FLIGHT CENTER (GSFC) WHICH ENABLES SCIENTIFIC DISCOVERY AND SPACE EXPLORATION BY PROVIDING INNOVATIVE AND MISSION-EFFECTIVE SPACE COMMUNICATIONS AND NAVIGATION SOLUTIONS TO A LARGE COMMUNITY OF DIVERSE CUSTOMERS.  ESC MANAGES OPERATIONAL GEOSTATIONARY COMMUNICATIONS RELAY SATELLITES AND GROUND SYSTEMS FOR THE SPACE COMMUNICATIONS AND NAVIGATION (SCAN) PROGRAM AT NASA HEADQUARTERS.  TODAY, SCAN NETWORK SYSTEMS CONSIST OF THE SPACE NETWORK (SN), THE NEAR EARTH NETWORK (NEN), AND THE DEEP SPACE NETWORK (DSN).  THE DAY-TO-DAY MANAGEMENT OF THESE THREE NETWORKS IS CURRENTLY NOT FULLY CONSISTENT. IT IS THE INTENTION OF THE GOVERNMENT TO UNIFY THE SN AND NEN WHERE PRACTICABLE UNDER THIS CONTRACT USING INTEGRATED, COMMON MANAGEMENT PRACTICES AND NETWORK SOLUTIONS.",National Aeronautics and Space Administration,PERATON INC.,1430090663.78,2019-10-01,2026-03-31,Award,
USAspending,NASA,NNN13D496T,"IGF::CL::IGF 2020 MARS SCIENCE ROVER PROJECT - PHASE A THE CONTRACT IS THE SPONSORING AGREEMENT BETWEEN THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA) AND THE CALIFORNIA INSTITUTE OF TECHNOLOGY (CONTRACTOR), A PRIVATE NONPROFIT EDUCATIONAL INSTITUTION, WHICH ESTABLISHES THE RELATIONSHIP FOR THE OPERATION OF THE FEDERALLY FUNDED RESEARCH AND DEVELOPMENT CENTER (FFRDC) KNOWN AS THE JET PROPULSION LABORATORY. THE CONTRACTOR, JPL, IS REQUIRED TO PERFORM WORK THAT IS DESIGNATED IN TASK ORDERS ISSUED BY THE NASA MANAGEMENT OFFICE (NMO) CONTRACTING OFFICERS. NASA - SPONSORED WORK: JPL'S PRIMARY MISSION IS TO SUPPORT THE NASA SCIENCE MISSION DIRECTORATE (SMD) IN CARRYING OUT THE SPECIFIC OBJECTIVES IDENTIFIED IN THE SMD SCIENCE PLAN. THE FOUR BROAD SCIENTIFIC AREAS ARE: EARTH SCIENCE, PLANETARY SCIENCE, HELIOPHYSICS, AND ASTROPHYSICS. IN PERFORMANCE OF THIS CONTRACT, JPL SHALL: 1) SUPPLY A BROAD BASE OF SCIENTIFIC AND TECHNICAL CAPABILITIES RELEVANT TO NASA PROGRAM AND PROJECT RESPONSIBILITIES AND ASSIGNMENTS. 2) FOSTER ITS UNIQUE RELATIONSHIP WITH A TOP-TIER UNIVERSITY TO FACILITATE THE INVOLVEMENT OF SCIENTISTS, ENGINEERS, AND STUDENTS FROM THE UNIVERSITY AND RESEARCH COMMUNITIES IN NASA MISSION AND IN SUPPORTING OTHER GOVERNMENT AGENCIES. 3) SUPPORT NASA IN ENABLING PROGRAM AND INSTITUTIONAL CAPABILITIES. 4) DEVELOP SPACECRAFT AND INSTRUMENTS THAT ARE SENT TO VARIOUS DESTINATIONS WITH OUR SOLAR SYSTEM, INCLUDING EARTH ORBIT, PLANETS, PLANETARY SATELLITES, ASTEROIDS, AND COMETS. THESE MISSIONS MAY BE ORBITERS, LANDERS, OR ROVERS, AND TYPICALLY INCLUDE CUTTING-EDGE TECHNOLOGIES REQUIRED TO MEET SCIENTIFIC REQUIREMENTS. 5) PERFORM PROJECT TASKS INVOLVING: (I) AUTONOMOUS DEEP-SPACE, INNER-SPACE AND EARTH-ORBITING SPACECRAFT OR MAJOR SUBSYSTEMS, (II) EXPERIMENTS, INSTRUMENTS, OR OTHER DEVICES WHICH MAY BE CARRIED AS PAYLOAD ON SPACECRAFTS IN MISSIONS MANAGED BY OTHERS, AND/OR (III) GROUND-BASED SYSTEMS. 6) BEYOND ITS PRIMARY MISSION, JPL MAY PERFORM WORK FOR OTHER NASA MISSION DIRECTORATES OR OFFICES. 7) JPL IS ALSO RESPONSIBLE FOR THE OPERATION, RESEARCH, TECHNOLOGY INSERTION, AND MANAGEMENT OF NASA S DEEP SPACE NETWORK TO PROVIDE TELECOMMUNICATION AND OPERATION SERVICES, INCLUDING DATA ACQUISITION AND DATA DELIVERY REQUIRED TO MEET ESTABLISHED AGENCY OBJECTIVES. 8) JPL IS ALSO REQUIRED TO MAINTAIN AND CONDUCT AN EDUCATION PROGRAM IN CLOSE COORDINATION WITH THE NASA HEADQUARTERS EDUCATION OFFICE, THE ACADEMIC COMMUNITY AT LARGE, AND IN SUPPORT TO NASA STRATEGIC OBJECTIVES TO IMPROVE STUDENT RETENTION IN THE SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS (STEM) DISCIPLINES. WORK FOR NON-NASA SPONSORS: JPL MAY PERFORM WORK FOR NON-NASA SPONSORS. THIS WORK WILL BE DESIGNATED IN TASK ORDERS ISSUED BY NMO CONTRACTING OFFICERS BASED ON TASK PLANS INITIATED BY THE CONTRACTOR.",National Aeronautics and Space Administration,CALIFORNIA INSTITUTE OF TECHNOLOGY,1403381590.45,2013-07-24,2020-09-27,Award,
USAspending,NASA,80NM0018F0850,"DEEP SPACE NETWORK (DSN)  THE CONTRACT IS THE SPONSORING AGREEMENT BETWEEN THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA) AND THE CALIFORNIA INSTITUTE OF TECHNOLOGY (CONTRACTOR), A PRIVATE NONPROFIT EDUCATIONAL INSTITUTION, WHICH ESTABLISHES THE RELATIONSHIP FOR THE OPERATION OF THE FEDERALLY FUNDED RESEARCH AND DEVELOPMENT CENTER (FFRDC) KNOWN AS THE JET PROPULSION LABORATORY. THE CONTRACTOR, JPL, IS REQUIRED TO PERFORM WORK THAT IS DESIGNATED IN TASK ORDERS ISSUED BY THE NASA MANAGEMENT OFFICE (NMO) CONTRACTING OFFICERS.   NASA - SPONSORED WORK: JPL'S PRIMARY MISSION IS TO SUPPORT THE NASA SCIENCE MISSION DIRECTORATE (SMD) IN CARRYING OUT THE SPECIFIC OBJECTIVES IDENTIFIED IN THE SMD SCIENCE PLAN.  THE FOUR BROAD SCIENTIFIC AREAS ARE: EARTH SCIENCE, PLANETARY SCIENCE, HELIOPHYSICS, AND ASTROPHYSICS.  IN PERFORMANCE OF THIS CONTRACT, JPL SHALL:   1) SUPPLY A BROAD BASE OF SCIENTIFIC AND TECHNICAL CAPABILITIES RELEVANT TO NASA PROGRAM AND PROJECT RESPONSIBILITIES AND ASSIGNMENTS. 2) FOSTER ITS UNIQUE RELATIONSHIP WITH A TOP-TIER UNIVERSITY TO FACILITATE THE INVOLVEMENT OF SCIENTISTS, ENGINEERS, AND STUDENTS FROM THE UNIVERSITY AND RESEARCH COMMUNITIES IN NASA MISSION AND IN SUPPORTING OTHER GOVERNMENT AGENCIES. 3) SUPPORT NASA IN ENABLING PROGRAM AND INSTITUTIONAL CAPABILITIES. 4) DEVELOP SPACECRAFT AND INSTRUMENTS THAT ARE SENT TO VARIOUS DESTINATIONS WITH OUR SOLAR SYSTEM, INCLUDING EARTH ORBIT, PLANETS, PLANETARY SATELLITES, ASTEROIDS, AND COMETS.  THESE MISSIONS MAY BE ORBITERS, LANDERS, OR ROVERS, AND TYPICALLY INCLUDE CUTTING-EDGE TECHNOLOGIES REQUIRED TO MEET SCIENTIFIC REQUIREMENTS. 5) PERFORM PROJECT TASKS INVOLVING: (I) AUTONOMOUS DEEP-SPACE, INNER-SPACE AND EARTH-ORBITING SPACECRAFT OR MAJOR SUBSYSTEMS, (II) EXPERIMENTS, INSTRUMENTS, OR OTHER DEVICES WHICH MAY BE CARRIED AS PAYLOAD ON SPACECRAFTS IN MISSIONS MANAGED BY OTHERS, AND/OR (III) GROUND-BASED SYSTEMS. 6) BEYOND ITS PRIMARY MISSION, JPL MAY PERFORM WORK FOR OTHER NASA MISSION DIRECTORATES OR OFFICES. 7) JPL IS ALSO RESPONSIBLE FOR THE OPERATION, RESEARCH, TECHNOLOGY INSERTION, AND MANAGEMENT OF NASA S DEEP SPACE NETWORK TO PROVIDE TELECOMMUNICATION AND OPERATION SERVICES, INCLUDING DATA ACQUISITION AND DATA DELIVERY REQUIRED TO MEET ESTABLISHED AGENCY OBJECTIVES. 8) JPL IS ALSO REQUIRED TO MAINTAIN AND CONDUCT AN EDUCATION PROGRAM IN CLOSE COORDINATION WITH THE NASA HEADQUARTERS EDUCATION OFFICE, THE ACADEMIC COMMUNITY AT LARGE, AND IN SUPPORT TO NASA STRATEGIC OBJECTIVES TO IMPROVE STUDENT RETENTION IN THE SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS (STEM) DISCIPLINES.   WORK FOR NON-NASA SPONSORS:  JPL MAY PERFORM WORK FOR NON-NASA SPONSORS.  THIS WORK WILL BE DESIGNATED IN TASK ORDERS ISSUED BY NMO CONTRACTING OFFICERS BASED ON TASK PLANS INITIATED BY THE CONTRACTOR.",National Aeronautics and Space Administration,CALIFORNIA INSTITUTE OF TECHNOLOGY,1358971507.34,2018-10-01,2028-09-30,Award,
