acronym,count,contexts,possible_meaning
COBOL,1,"[""scuss his customers' urgent need of a Full-Time - COBOL Mainframe Programmer to support their payroll app""]",
ADSO,1,"[' COBOL exp (2-4 yrs), IDMS, Agile environment and ADSO (a strong nice to have) - no active clearance is ']",
TRUST,1,"['o start, but must have ability to obtain a PUBLIC TRUST - projected start date = Mid to late February']",
PUBLIC,1,"['uired to start, but must have ability to obtain a PUBLIC TRUST - projected start date = Mid to late Februa']",
FOIA,1,['ET - They filled the other reqs (Task Manager and FOIA Analyst) with internal referrals and he believes '],
JAVA,1,"[""rent govt. contract - he has 1 open requirement - JAVA; Software Engineer (12 mos. - C2H) - said they've""]",
ENGINEER,1,"['OM expert - just a very experienced JAVA SOFTWARE ENGINEER - - with...JAVA, Microservice architecture, conta']",
IOC,1,"['at the moment - in 2026 they\'re looking at their ""IOC"" - their Initial Operations Checkout - - For this']",
SECRET,1,['S - clearance - interim Secret - walk on to a TOP SECRET (we can upgrade Secret to TS) - Engineering Level'],
TOP,1,[' PTES - clearance - interim Secret - walk on to a TOP SECRET (we can upgrade Secret to TS) - Engineerin'],
FOC,1,"[""nical requirements baseline and then heading into FOC - they're looking at a staff down for the moment ""]",
MAGNIT,1,"['CUDA, PYTHON Engineering needs as well - they use MAGNIT - having them give us visibility to do applicant ']",
PYTHON,1,"['all levels of experience - - also has PERL, CUDA, PYTHON Engineering needs as well - they use MAGNIT - hav']",
GSMS,1,['man (NGC) - Ground Solutions and Mission Support (GSMS) Software (SW) Integrated Project Team (IPT) supp'],
PERL,1,"['openings of all levels of experience - - also has PERL, CUDA, PYTHON Engineering needs as well - they us']",
CACOI,1,['CACOI - VMOD 2 Getting an SOW for us to support front e'],
JPN,1,"['CACI - BIM TO2 POP started 9.1, start the JPN key personnel. Site kick off meeting last week in']",
KOR,1,"[' ~22nd. Korea SOFA application is pending, likely KOR start date will be mid to late October. Many key ']",
SPACEFORCE,1,"['ard. Working through all key personnel for the 15 SPACEFORCE locations. Targeting Ops, Site Lead, Lead Enginee']",
BACO,1,['ey is done. Plan on them being onsite through the BACO limitation. Randy provided (7) passthroughs for u'],
ITEMS,1,['ff Jeffries team directly supporting Ribbon under ITEMS TO.'],
ISN,1,"['WIFI – Foundational ISD Mission Command from Afar ISN – Data Center Tech Control - AIT Very nice guy, c']",
VOIP,1,['Light front runners. 9 functional areas SIPR NIPR VOIP/Voice (VMOD 3 will be part of this award) WIFI – '],
ISD,1,['3 will be part of this award) WIFI – Foundational ISD Mission Command from Afar ISN – Data Center Tech '],
WIFI,1,['PR VOIP/Voice (VMOD 3 will be part of this award) WIFI – Foundational ISD Mission Command from Afar ISN '],
DTI,1,"['m types (Detection, Tracking, and Identification (DTI) Systems; Mitigation Systems; and Integrated Syst']",
AFSM,1,['NGC: inSITE Jason back. needs an MBSE. not AFSM'],
LOI,1,['hn. sending nava to guam on 14th. needing VAR and LOI packet for his travel. will be converting while o'],
SSLE,1,['and IBCS since the new contract is moving over to SSLE. rate changes are needed and profiles need upload'],
INSTIE,1,['NGC: INSTIE tag up with Tod.'],
MODS,1,"['Cheryl ever, only when we are doing rate changes, MODS etc. not in a hiring role. only subcontracts.']",
SACI,1,['GDIT: MISS tag up with Julie. her last day with SACI is on the 19th. offboarding for Jason. client ask'],
HII,1,"['nally will get assigned MATH, and go bac after it HII got it and might be potential there. early 2027 f']",
MATH,1,"[' something there. He personally will get assigned MATH, and go bac after it HII got it and might be pote']",
RAZOR,1,['sment for AF and SF. Has a pretty minimal role on RAZOR right now. Currently spending most of his time on'],
NIMBUS,1,['right now. Currently spending most of his time on NIMBUS and participates in 2 large procurements a year. '],
DEVSEC,1,"[' positions they might be looking for also include DEVSEC OPS enginneer, Field service Eng., infrastructure']",
OPS,1,"['ons they might be looking for also include DEVSEC OPS enginneer, Field service Eng., infrastructure eng']",
ICF,1,"[' 2 help desk support. His main focus is on HHS at ICF, they also do a lot of work for the CDC and the V']",
GOVT,1,"['oes not apply to Air Force, commercial, and other GOVT area under SAIC. F/U: Follow up set for after Chr']",
TTA,1,"['working in ""ship like"" environments. Matt is over TTA (transformational technologies) and C2SA (include']",
JBCP,1,['transformational technologies) and C2SA (includes JBCP). He did like that we are a smaller organization '],
SOCOM,1,['rk. For the past 8-9 years he has been supporting SOCOM. Up until last week he oversaw all of the USSOCOM'],
USSOCOM,1,['g SOCOM. Up until last week he oversaw all of the USSOCOM operations. Starting next week he is going to mov'],
FORCECOM,1,"['as an Intel Analyst in the Army. Was at Ft Bragg, FORCECOM, Aberdeen Proving Grounds. Joined Palantir 18 mon']",
STL,1,['ng better now. He has been back and forth between STL and NYC. Tries to be in STL every few weeks. Jord'],
CMS,1,['Peraton - CMS/SSA Quarterly reconnect with Omer. Him and his wi'],
GEOINT,1,"[', PMISNA, 35Tango, Army Ground system - SIGINT or GEOINT background - self starters Will be hiring 6 new F']",
PMISNA,1,['y Ground Station: - field office out of Ft Hood - PMISNA - Aberdeen - Army Acquisition office - things to '],
TGS,1,"['uisition office - things to keep an eye out for - TGS, OGS, PMISNA, 35Tango, Army Ground system - SIGIN']",
DGHT,1,['ave been some positive changes since we last met. DGHT has been awarded with no change - have been able '],
ALCON,1,['uld have more in the Q4 pipeline. Doing more with ALCON 8. Moving into the mining space as well. Have som'],
AIP,1,['ving LLMs into Foundry. Creating ontologies using AIP Analyst. Just finished a bootcamp with mining cus'],
DSLM,1,['CACI - DSLM With the furlough things have slowed down a bit. '],
SCN,1,[' projects have been cut. Mission of the program - SCN - maintaining satellite control network. F/U: qua'],
PERMCERT,1,['rdan - should be a good to go after we submit the PERMCERT.'],
NGIC,1,['Palantir - NGIC Reconnect meeting with Andrew Hansen. He is back '],
OEM,1,['d before the the 60 day mark. Sticking with their OEM vendors. F/U: reconnect set for end of Q1'],
ASL,1,['GTRI - ASL Meeting with Eric - he is now the Division Chief '],
GTRI,1,['GTRI - ASL Meeting with Eric - he is now the Division '],
OSQLS,1,"['eventually. Asked him if he knew who was over the OSQLS teams, but said he has not heard of that. He said']",
USC,1,['per. Micro frontend developer. 100 percent remote USC would be preferred as that will make the CDC clea'],
GAPAC,1,['tlanta in 1994. He is in his 30th year supporting GAPAC. Has moved around within the organization. Worked'],
PICU,1,['ter works at the new arthur blank building in the PICU unit - In the late 90s he ran a classified progra'],
SDMS,1,['ding customers - There are 8 people under him for SDMS and central order desk people - They are doing a '],
GMS,1,['ofile - He said a quarter of innovations is under GMS and a quarter of a size of JMT and Complex tools '],
UAT,1,"[' test engineers will need to very technical, have UAT testing, understand elastic, test kibana, do back']",
BGP,1,"['devices, ITSM+ is their ticketing system, Routing BGP and Configuring -LCAT 63 - Start Date: not an imm']",
ITL,1,"['ence and certifications are always helpful (CCNA, ITL) - There are 32 people on his team, 22 people of ']",
LAN,1,['and Wi-Fi Network infrastructure that they need 4 LAN/Wi-Fi Network Support Junior Engineers for - Ther'],
DEFINITELY,1,['e able to see federal listings and that there are DEFINITELY listings right now - There are 2 spots under her '],
FSI,1,[' under Civilian (which is Pete Geabuer) and under FSI Intel (which is creighton) - I went through the o'],
NVIDA,1,"[' pivoting more into HPC - They are partnered with NVIDA supporting the DOE, 10 years, $500mil - he said t']",
TSSCI,1,['de for LCAT63 - said she doesnt know if its TS or TSSCI (James Tubb) - asked for specifics on each of the'],
FAD,1,['ungary - He came from Northrop Grumman supporting FAD and was a Radar FSR Lead Trainer - Out of the Tuc'],
ASW,1,[' 2. LADS - Land and air defense systems - army 3. ASW - air and space - air force 4. NAVAL weapons 5. A'],
APS,1,['W - air and space - air force 4. NAVAL weapons 5. APS - which is the newest one - they do a lot of sub '],
NAVAL,1,['tems - army 3. ASW - air and space - air force 4. NAVAL weapons 5. APS - which is the newest one - they d'],
USMC,1,"['Raytheon - Associate Director US Army, USMC ,& SOF Effectors and Sensors - Advanced Technolog']",
LADS,1,['The rest of the SBUs are considered production 2. LADS - Land and air defense systems - army 3. ASW - ai'],
EAC,1,"["" at the systems level, IPT leads (project leads), EAC financial, IAMs Org wise - there's him who is the""]",
TEE,1,['Raytheon - TEE Effectors Dept Lead - - RTP: Went to the universi'],
DESIGN,1,"['esign important part is that he needs people that DESIGN TEE org is made up of 1300 people, 800 people in ']",
JSOC,1,"[' SITEC-M is operations and sustainment supporting JSOC. They have 315 people total, 75% are sitting out ']",
ISSA,1,"[""couple years ago. Under Mark at Tyndall AFB are 3 ISSA's, an ISSO, and a couple other people. He encoura""]",
CNP,1,"[""ow his main contract they're working on is called CNP Cargo and is full with no current needs for a sub""]",
TSA,1,['eds for a sub. He mentioned a potential need on a TSA contract in a few months. Most of his team is in '],
THEN,1,"[' first and getting on the phone with the manager, THEN pushing them through beeline). Joe likes the idea']",
SITE,1,"['Colorado Springs, but the MOC site is in Florida, SITE 1 is in West Australia, and they have a few peopl']",
MOC,1,"[' on the contract are in Colorado Springs, but the MOC site is in Florida, SITE 1 is in West Australia, ']",
DRAKE,1,"['some program names to prospect on: BACN, JCREW, & DRAKE (all based out of San Diego) follow up meeting se']",
BACN,1,"['he did give me some program names to prospect on: BACN, JCREW, & DRAKE (all based out of San Diego) foll']",
BIG,1,['NGC - Sentinel - Senior Manager RTP: BIG golf guy. He runs the Northop Grumman golf club. '],
JCREW,1,"[' give me some program names to prospect on: BACN, JCREW, & DRAKE (all based out of San Diego) follow up m']",
NGMS,1,"[""e, so today was his Friday. RTB: Todd is over the NGMS sector in San Diego. There's 100-125 FTE's, and a""]",
HART,1,['GDIT - HART - Agile Delivery Advisor RTP: Troy was moving int'],
ARMA,1,['ARMA - OIMS - Program Manager OIMS has a couple years '],
SBECU,1,"[""h we already support, there's also program called SBECU that is like a field version of warhawk. They are""]",
ATK,1,['ehicle organization is in Arizona (legacy Orbital ATK) Erick let us know pretty early on that he wouldn'],
HAVE,1,"["" said there aren't any immediate needs where they HAVE to have someone asap. He is talking to the other ""]",
CDCS,1,"['ms: ADCS, Next Generation gateway, BIM, BITI, and CDCS. Most fall under Justin Collins portfolio. Bob Sl']",
BITI,1,"['ent programs: ADCS, Next Generation gateway, BIM, BITI, and CDCS. Most fall under Justin Collins portfol']",
GBOSS,1,"[""ftware integration. They work on BETSS-C systems, GBOSS systems, and Non-intrusion detection systems. I'm""]",
BETSS,1,"['cyber, coding, software integration. They work on BETSS-C systems, GBOSS systems, and Non-intrusion detec']",
IBD,1,"['GDIT - IBD-SS - Program Manager RTP: Army guy, staying busy ']",
NFL,1,"[""NY Giants fan, and has been trying to hit all the NFL stadiums. He hasn't been to the Falcons stadium, ""]",
CWI,1,"[' enjoyed working with us RTB: Asheesh is over the CWI division. Locations are Beaver Creek, Huntsville,']",
JBER,1,"['bber technicians to five different bases: Hickam, JBER, Eielson, Anderson, and Diego-Garcia. Looking for']",
EITSS,1,"[' in cleared ISSO/ISSM staff His team is providing EITSS contract ISSO and Cyber analyst to AvMCs CIO/G6, ']",
DIA,1,['obyn confirmed he cannot start on the 18th due to DIA security requirements. DIA does not allow creatio'],
BICES,1,['Confirmed - Spoke about our past performance with BICES in San Diego - engineers - Will get back to my em'],
DNC,1,"['ch / Sys Admin - Poly -Full LD set for 4pm today, DNC']",
EREBUS,1,['MCO re: below ; sent out updated charge codes for EREBUS'],
PLM,1,[' below ; Both hardware candidates are out. Lacked PLM and significant CAD experience'],
SWFTS,1,['LMCO re: below ; ran meeting with SWFTS program contract is stable and has been ramping u'],
MDCS,1,['LMCO- RMS MDCS + PTS (SDVOSB partner) Programs GWS- current part'],
MCDS,1,['LMCO- RMS MCDS Strategic Campaigns + PTS (SDVOSB) Flipping the p'],
EPM,1,"['ts at 10 million work with Jeremy Forrerer, he is EPM and will be in charge of staffing']",
GCX,1,['was just awarded a seven-year follow-on contract (GCX) which we will begin over the next couple of mont'],
GRFN,1,['ecent response Hi Jesse – I appreciate your call. GRFN was just awarded a seven-year follow-on contract '],
GLSS,1,"['unity under Stacey she has 4 major areas: RF, SOF GLSS, Amity-UK, and Mission Systems Helping me get in ']",
SMD,1,"['s to connect me with he contacts in NSS, CSS, and SMD Programs that are hiring- DragonFly POCs- Jack My']",
NSS,1,"[' opps and wants to connect me with he contacts in NSS, CSS, and SMD Programs that are hiring- DragonFly']",
MGSE,1,['LMCO- Space Systems Talent Center Manager for MGSE and provides candidates across multiple programs '],
SBA,1,['ver the marathon notes. Caught up on pipeline for SBA'],
ACS,1,"['ske Director- Manon Patel Sub segments: F35, LMS, ACS Pursuits- Flight School Next working with Apex on']",
TLS,1,['LMCO re: below ; went over TLS in Orlando VP/ GM - Jay Pittman VP/ Chief Enginee'],
GMD,1,"[' Nation SW Architect/ SME 15+ years of experience GMD, BMD, AEGIS, MDA experience provides recommendati']",
UML,1,['BSE- knowledge and working in writing & design in UML interviews with her and Phil Nation SW Architect/'],
OPIR,1,['o every contact we have to re purpose current NGG OPIR resources with updates on that program Said he wo'],
PMP,1,['LMCO- RMS setting up interview for PMP candidate John Thomas D todd sent over linux admi'],
MAVIS,1,['LMCO re: below ; moved from MAVIS and now working IRAD. Has IDIQ with Koda for syst'],
IRAD,1,['LMCO re: below ; moved from MAVIS and now working IRAD. Has IDIQ with Koda for systems engineering and n'],
CNO,1,['; just released 3 openings for iOS SMEs and 2 for CNO DRFP will be released in 1 to 4 months Follow up '],
IED,1,[' key managed service for Fire Control System with IED partners uses SOW for staff aug RTP: -family in p'],
ADA,1,"['r, Software Engineering and Combat Readiness C++/ ADA some Java Current outsourced C3, WCS, and Display']",
WCS,1,"['adiness C++/ ADA some Java Current outsourced C3, WCS, and Display to AFMS partner (roughly 300 develop']",
MSD,1,[' Reports to Brett Ziller uses AFMS for outsourced MSD and SOW for staff aug RTP: -yankees fan'],
IMD,1,[' ; Sr Manager Mission Planning MDA customer focus IMD Planning and Asset Inventory Advanced Threats'],
LOE,1,"['ering aids MBSE and Requirements SE Contracts are LOE subs use T&M sometimes short term, sometimes long']",
CAOS,1,['LMCO re: below ; closeout MOD for CAOS and new funding'],
GETS,1,"['ame level onsite 980 schedule in Deercreek campus GETS under Natasha in Augusta is good for now, will ha']",
MSP,1,"['Christmas! Thank you, Kursten Carlson Director of MSP Operations email KCarlson@searchprosmsp.com direc']",
SEMS,1,['f today in re org and now the segments are MIC2 & SEMS. Lots of reqs for GWS in Jan and we need to suppo'],
DCR,1,"[""(2018). Has seen some technicians come in through DCR, but that's it. Has no visibility into Texas MFC""]",
CUAS,1,[' ; SW and SE across display systems for AEGIS and CUAS programs and product lines 3 areas of focus: 1 le'],
DSCM,1,['LMCO re: below ; has never heard of DSCM contract and has no work right now. Referred me b'],
SEI,1,['LMCO re: below ; went over org for SEI and Ted Stanton reports to Drew. Has 3 openings r'],
AUR,1,['LMCO re: below ; peer to Ted AUR Product Owner has ME I&T EE I&T Mission Phase Ref'],
TSEC,1,['LMCO re: below ; prepar3d simulation at I/TSEC went well. Hiring freeze for his program is still'],
PIA,1,['tion RTP: Clemson Grad RTB: reviewing our NDA and PIA through Schmidt'],
AMRAAM,1,[' accelerated needs for two programs: Tomahawk and AMRAAM working with engineering on defining requirements'],
SESI,1,['grow and need to get with Brian to get paperwork -SESI -Baseline 10 wants to hire 1 network engineer fro'],
ECP,1,['- these roles all basically went cold on the last ECP to the government and the only one of of them all'],
SLCD,1,['SAIC - SLCD - Precision Fires -He sells Sugargliders and has '],
PIP,1,"[""TT...putting J'Moi on a PIP due to complaint from customer about his CCB's no""]",
CCB,1,"[""on a PIP due to complaint from customer about his CCB's not being up to snuff....Rob will be sending me""]",
WAN,1,"["" -don't neccessarily need CCNP -heavy routing and WAN -new data center is SDN with NSX but NSX isn't ne""]",
SDN,1,"[""d CCNP -heavy routing and WAN -new data center is SDN with NSX but NSX isn't needed -B.S. and 5 minimum""]",
NSX,1,"[""eavy routing and WAN -new data center is SDN with NSX but NSX isn't needed -B.S. and 5 minimum years bu""]",
IOS,1,[' in huntsville and CO Springs -Sara Holers is the IOS lead in Huntsville Needs: has a need but no appro'],
ICES,1,"['odd, Patrick Saul, Ben Adams ( flight test lead) ~ICES~ Patrick Jeter - over all of Indicium - manages a']",
NSITE,1,['SAIC - Indicium/NSITE - Site Lead for NSITE for Medioc Program: Indicium/NSITE - he has been '],
CLINS,1,['h Liam about status of H2 during shutdown and the CLINS that have surpassed existing funding on contract '],
ICE,1,['l and maritime tracks ~Another program supporting ICE for tactical comms support ~His biggest growth pr'],
CBP,1,['mated Testing program ~Another program supporting CBP w/ Data fusion on aerial and maritime tracks ~Ano'],
GFE,1,['or 10/16 and they have first day instructions and GFE en route'],
GOCO,1,['eek that takes precedence over filling this role -GOCO OFFICE Number is best nymber to reach her on duri'],
OFFICE,1,['hat takes precedence over filling this role -GOCO OFFICE Number is best nymber to reach her on during the '],
IDM,1,['SAIC - IDM - -Still rocking and rolling on contractor side o'],
DDG,1,"['yone -companies to target are Northrop, Crescent, DDG, Collins Aerospace, Long Wave ( also their sub on']",
SYD,1,[' - Horizon 2 - Program Management Manager for SSC/SYD 81/CoS -Met with Matt to coordinate details for H'],
IFMC,1,['SAIC - PM - DIAMNNDSS and IFMC -stayed put for thanksgiving and travels on Chris'],
DIAMNNDSS,1,['SAIC - PM - DIAMNNDSS and IFMC -stayed put for thanksgiving and travels'],
HORIZON,1,['SAIC - HORIZON 2 - Integration Manager and Site Manager for Vand'],
MRF,1,['T...he is the hiring Lead under Shurronne for the MRF openings (x2) ...moved to junior level slots usin'],
PCI,1,['~Gage didnt need any additional paperwork for his PCI and OCI due to completing his only in December -a'],
COSS,1,"[""0 people within the next year and it's called the COSS program under GSMO-II""]",
MASSIVE,1,"['n about his upcoming trip -Brian and his wife are MASSIVE cruise ship goers -He going to St. Martin, Coco C']",
GMSO,1,"[""Leidos-GMSO-TN07 -No new update on Jevencia's team -James Con""]",
YLAN,1,['13/14 -Introduction call with Kelli -Kelli is the YLAN lead under Lloyd Mcdonald on TN13 but also helps '],
HBSS,1,['eings at the beginning of the year -Might need an HBSS Engineer because one of their guys is planning to'],
XVIII,1,['N13 under Alex Velez at Fort Bragg supporting the XVIII Airborne division -Backfill for my network engine'],
DPAD,1,['ES Sean broke down the next 2 quarter outlook for DPAD/MES. Q1 2026 is when 3 big agencies will kick off'],
NEV,1,"["" with Dave about upcoming awards. He believes the NEV's will need migrating at the beginning of the yea""]",
MRMEP,1,['could be needing folks in the next couple months. MRMEP acceleration tak order funding over the next seve'],
DAFA,1,['on tak order funding over the next several weeks. DAFA funding and phases should increase and be in hand'],
OOP,1,"['l Software Engineer w/ the following skills: C++, OOP, Java/JavaScript, Testing Exp, and ability to wor']",
CLA,1,['or the role in Workday and will be sending me the CLA for the exhibits here shortly. As long as I have '],
AOG,1,['GDIT - Sr. Network Engineer - AOG Meade Site Lead - INSCOM - Meeting w/ Patrick to '],
ITSSC,1,"['Leidos, SSA, ITSSC: met with Neha this morning, learned a little abo']",
SCRIPTS,1,"["" again to see if there's been any movement on the SCRIPTS award IBM received earlier this year supporting G""]",
MAF,1,['ain onsite location is Michoud Assembly Facility (MAF) in New Orleans. She let me know that her teams c'],
EMCO,1,"['. She said her most utilized sub is a small named EMCO technologies, asked why they use them and she sai']",
MSFC,1,"[""support team, he's seated onsite in Huntsville at MSFC. Gave him a quick overview of our past performanc""]",
OATS,1,"[""re going to need someone with expertise in Oracle OATS, however, Candace doesn't think that technology i""]",
NOLA,1,['entified a candidate for the IT specialist mid in NOLA. She let me know she talked to Patty and Jermaine'],
HEITS,1,"['Leidos, DHS, HEITS: met with Ted this morning, got some updates on H']",
ITIL,1,"[""eady submitted. Gave me a heads up that Latrell's ITIL cert is needed soon, with the sec+ being needed i""]",
JGASS,1,['Meeting with Henry and Dave Schneider (DPM) JGASS II They have too many subs at the moment and he w'],
SSEE,1,['SRC - Jacob is active PM on the SSEE program with SRC. There is 200 people on that con'],
IUSS,1,['surveillance towed array sensor system) Fleet and IUSS (integrated undersea surveillance system) Operati'],
SURTASS,1,['ntly is on that is called NxG supporting the Navy SURTASS (surveillance towed array sensor system) Fleet an'],
MTG,1,['MTG: Greg is on the Space side of NGC. Sits in Colora'],
VAE,1,"['greements and full time subcontract agreements: - VAE, SMS, ANS Tim Norton runs the program Scott Willi']",
ANS,1,"['and full time subcontract agreements: - VAE, SMS, ANS Tim Norton runs the program Scott Williams is DPM']",
LEIDOS,1,['LEIDOS - AGUN Mtg with Andy and Bob Rhodes. Andy is base'],
TDL,1,['ge the ceiling of the TDP (what is actual) vs the TDL (what is ideal) to ensure proper execution of fun'],
IAMD,1,[' over PAC-3 - Jim Bryan. He is also Director over IAMD (integrated air and missile defense) too and sits'],
TSS,1,"['GDIT - TSS Bossier, La Shes on the Technical Shared Services']",
PWCS,1,['Leidos-AFNCR-PWCS surge team is doing well and crushing the windows'],
CDAO,1,['Deloitte- They lost the CDAO AAMAC deal.'],
AAMAC,1,['Deloitte- They lost the CDAO AAMAC deal.'],
GDOT,1,"[' state GA. Liam is going to get us set up through GDOT. Shawn wants F/U, as soon as we can get registere']",
FIX,1,"['ferent building, no longer will be supporting the FIX IT Center.']",
ATS,1,['R is moving away from Stratus and moving to a new ATS process. More to come by end of the year. Still w'],
TGL,1,"[""Deloitte-ASA ALT- Checking-in to see if any new TGL's will be coming down the pipeline, checking on n""]",
SNOW,1,"['d with Mary Kate, she will be looking for another SNOW Developer to start the year.']",
GCS,1,['be coming back online in about 3-6 months for the GCS work on the new Abrams.'],
ETS,1,['ferred over. AFNCR is going to be utilizing a new ETS to start the year.'],
CSO,1,[' is the preferred vehicle for the Army. . It is a CSO — so think OTA. There have been multiple events A'],
AOS,1,"['ost a year now.) They are shifting their focus to AOS, which is the preferred vehicle for the Army. . I']",
OTA,1,['ed vehicle for the Army. . It is a CSO — so think OTA. There have been multiple events APG ACC has host'],
DASA,1,"[""y account at Deloitte. There is a pivot away from DASA DES contract vehicle (they've been getting smoked""]",
CDA,1,['twork (AFNET) missions. Cyber Defensive Analysis (CDA) activities. Offensive Cyber Operations (OCO) mis'],
TRIPLECROWN,1,['pleted their orals and written objectives for the TRIPLECROWN II pursuit and will utilize PTS as a teaming part'],
AFNET,1,['perations II (TRIPLECROWN II). Air Force Network (AFNET) missions. Cyber Defensive Analysis (CDA) activit'],
CCMD,1,['stering the Air Force (AF) and Combatant Command (CCMD) warfighting capabilities in cyberspace operation'],
OCO,1,"[""sis (CDA) activities. Offensive Cyber Operations (OCO) missions. The program's objective is to provide ""]",
GEMS,1,"['Deloitte - IT GEMS - RTP: Went to KU, buddy of a buddy, so we connec']",
OPM,1,"["" FTEs. The premise of what they're working is the OPM released new regulations on background investigat""]",
OCT,1,"['ed mesh architectures. Should have a knowledge of OCT cross links, black/red routing, switching, authen']",
MUST,1,"['they have Python or C experience These candidates MUST be cleared. Preferred to have a TS/SCI clearance,']",
CIOCC,1,"['osition is hybrid on-site in Rockville, Maryland. CIOCC CyberOps Team Rate: $53/hr']",
DFIR,1,"['twork, or target) c. Cryptocurrency Activities d. DFIR e. DFIR for Windows f. Drone Forensics g. Dark We']",
CROWN,1,['Deloitte - TRIPLE CROWN - Met with Eric to discuss the newly developed SD'],
LINUX,1,['lyst Certification q. CompTIA DataSys+ r. CompTIA LINUX+ s. CompTIA Penetration Testing Certification t. '],
TRIPLE,1,['Deloitte - TRIPLE CROWN - Met with Eric to discuss the newly develo'],
CDO,1,"["" to Chris McCarty's role just with an emphasis on CDO. No new news on the DBH front, MTSI is still main""]",
FAR,1,['official documentation shortly) intent to issue a FAR 52.217-8 Option to Extend Services support 6 mont'],
ACCS,1,[' Dan Tuttle. Scheduled for 9/2. All onboarding in ACCS has been completed with the team waiting on the o'],
FTB,1,"['eld for the first time with his wife, had a blast FTB: Things are evolving from a RFP prospective in th']",
FTP,1,"['Deloitte - SLED - FTP: Just returned from a trip to Chicago, went to Wr']",
CIA,1,"[""iness. Let him know we're teaming partners on the CIA work and he mentioned there's some new opportunit""]",
MAC,1,['Deloitte - FIP IV MAC - Monthly tag-up with Matt to discuss the state o'],
TASS,1,['o start as soon as possible. Laxley completed his TASS app this week which should kickstart getting some'],
FLEET,1,"[' local market has been a major positive. PACFLT & FLEET winding down, new TOs are coming down the pike in']",
FLEETS,1,"["", they are now in maintain mode. PACFLT & part of FLEETS is winding down the work and going live so there'""]",
FWIW,1,"['in motion, still high on his teaming partner list FWIW.']",
AFSTS,1,"['l the financials of the Air Force, in response to AFSTS 2.0 being cancelled 4 month s ago. Which is what ']",
LOT,1,[' to meet their requirements for small business. A LOT of opportunity on the contract as one of their sm'],
NAVAIR,1,"['o working on current Navy work within the NAVWAR, NAVAIR portfolio. She mentioned they have current subs o']",Naval Air Systems Command
HOLD,1,['p on unfortunately Linux sys admin position is on HOLD -- they have to offer it to the former employee b'],
SCIN,1,['d. I asked him if he knows anything about the new SCIN program that was awarded to Bowhead Weapons Devel'],
CORP,1,['Bowhead - CORP IT RTP: Talked about Eric Clapton and Prince. He '],
MEGA,1,['tag up when we can. RTB: There is one position on MEGA that needs a SDVOSB spot filled so they can get c'],
RSA,1,"['ng, just not like Colorado lol. RTB: Zach got his RSA Token and will be able to do his timecard beginni']",
DONT,1,['DONT USE THIS LADY.'],
LADY,1,['DONT USE THIS LADY.'],
IND,1,"['nd backed out for family health issues. moving to IND ""Allegedly""']",
ACCEPTED,1,['ACCEPTED the offer and backed out for family health issues'],
STARTED,1,['STARTED 11/2'],
TOMS,1,"['400 people under her, various sections and deputy TOMS, great meeting will continue to build']",
OTNG,1,"['which is Tier 1 Program, iApp, Blackarrow, KMACS, OTNG, NGLD. Tagging up once the funding is secured and']",
NGLD,1,"['is Tier 1 Program, iApp, Blackarrow, KMACS, OTNG, NGLD. Tagging up once the funding is secured and award']",
KMACS,1,"['tfolio which is Tier 1 Program, iApp, Blackarrow, KMACS, OTNG, NGLD. Tagging up once the funding is secur']",
TCC,1,"["" data center project, still at a halt none of the TCC's have requested additional support or resources ""]",
STD,1,"['re hitting all the marks (Systems background, MIL-STD various numbers, Human Factors, etc. Following up']",
ANTPY,1,"['io of programs they have is 60 plus, ranging from ANTPY-2, THAAD, Patriot, a ton of different radar and s']",
CJR,1,['A THAAD/UAE THAAD): Chris Kelsey COBRA (Dane/King/CJR): Steve Mazzone EWR (QEWR / SRP): Steve Mazzone N'],
ICBM,1,['BAE- ICBM Mission Defense Lead- introduction call to Richar'],
FAAR,1,"[""n of why they have to stay internal to BAE due to FAAR regulations (he says he can't have a contractor o""]",
GAMCES,1,[' for them for the foreseeable future on hiring in GAMCES/DEOS. They are standing by for TO-1 to be awarded'],
ARC,1,['s of now on her SQQ89 program. RTB: Went over the ARC-I program and how they have over 1000 people on t'],
SIEM,1,"["" devices they're bidding on that'll feed into SOC/SIEM, and another 75-100 devices at every place they s""]",
HOF,1,"[""weekly, he's excited the Lions are playing in the HOF game and to see Tesla (rookie wr) in action. Thei""]",
GBSD,1,"['BAE Systems, ISC Intro, Program Manager for GBSD work, intel tells me he may oversee the Lompoc si']",
LOM,1,"['to do their job (NW accesses). List names, create LOM, purchase through the procurement process, keep t']",
USLM,1,"['entation/Training, Property Custodians (Desktop), USLM. He had some Sys Admins but they moved under Step']",
JETS,1,['Detroit with his wife to catch the Lions/GB game. JETS fan though (not proud!). Sundays are kicking the '],
DMI,1,"[""DMI, National Defense TT, she left DMI and is eyeing up another opportunity that she'll ""]",
FEMA,1,"[""t, she's looking for a Sr. Systems Eng with prior FEMA exp. that can help with presenting orals. She'll ""]",
REACT,1,"["" held things up and they're awaiting FY26 budget. REACT has been constant work over 10yrs but they're dow""]",
CCE,1,"[""BAE Systems, ISC, IS/MMIII Meeting, CCE director on the MMIII side of IS. They're providi""]",
SMIC,1,"[""Still awaiting word on the work to be done at the SMIC he doesn't know if/when it'll come but will keep ""]",
DATA,1,"['igence, Cyberspace Enablers, Software Eng, and AI/DATA)']",
