award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,contract_id,description,end_date,extraction_date,is_it_services,naics_code,pop_city,pop_state,priority_tier,psc_code,recipient_name,recipient_uei,size_tier,start_date,sub_recipient_count,subaward_count,subaward_total_value,vendor_prime_count,Column1
440347703.0,CONT_AWD_FA873015C0003_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+,35,FA873015C0003,JAPAN AWACS MISSION COMPUTING UPGRADE (MCU) PROGRAM DESIGN AND PRODUCTION,4/29/2022,1/21/2026,False,,,,STANDARD,,THE BOEING COMPANY,M25AW7P5S7K7,MEDIUM ($100M-500M),10/28/2014,0,0,0,4,
437905725.0,CONT_AWD_N0001908C0034_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+,35,N0001908C0034,JPALS SDD,11/30/2016,1/21/2026,False,,,,STANDARD,,RAYTHEON COMPANY,FBTTZQ8ZLK26,MEDIUM ($100M-500M),7/17/2008,0,0,0,1,
437085661.3,CONT_AWD_W56KGY21C0021_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W56KGY21C0021,FMS PURCHASE OF TEN PSS-T SYSTEMS AND PAYLOADS FOR THE KINGDOM OF SAUDI ARABIA.,1/24/2029,1/21/2026,False,,,,STANDARD,,"TCOM, L.P.",HEZDP5MN11A3,MEDIUM ($100M-500M),8/26/2021,0,0,0,3,
436601280.0,CONT_AWD_B001_9700_SP060013D0473_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,B001,"TURBINE FUEL, AVIATION (JP8) FOR AL DHAFRA AIR BASE, UAE.",4/30/2014,1/21/2026,False,,,,STANDARD,,ABU DHABI NATIONAL OIL COMPANY FOR DISTRIBUTION PJSC,JZRYH8ADAWV8,MEDIUM ($100M-500M),6/1/2013,0,0,0,1,
436462346.4,CONT_AWD_FA873022C0011_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+,35,FA873022C0011,RAMP PHASE 2 PROCUREMENT AND INSTALLATION AND CHECKOUT,3/20/2028,1/21/2026,False,,,,STANDARD,,THE BOEING COMPANY,M25AW7P5S7K7,MEDIUM ($100M-500M),12/17/2021,0,0,0,4,
434678863.0,CONT_AWD_N0002425C5434_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+,35,N0002425C5434,FY25 LAUNCHER MISSILE MODULE (LMM)- USMC,5/13/2031,1/21/2026,False,,,,STANDARD,,KONGSBERG DEFENCE & AEROSPACE AS,V24HYE4YVGH6,MEDIUM ($100M-500M),11/12/2024,0,0,0,2,
434199769.2,CONT_AWD_B001_9700_SP060009D0466_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,B001,"TURBINE FUEL, JP8",4/30/2010,1/21/2026,False,,,,STANDARD,,CONOCOPHILLIPS COMPANY,R9QNMDMALY81,MEDIUM ($100M-500M),3/24/2009,0,0,0,1,
434099315.4,CONT_AWD_W519TC24F0272_9700_W52P1J19D0085_9700,Department of Defense,Department of the Army,DoD; $100M+,35,W519TC24F0272,AWARD FY24 PRODUCTION ORDERS.,5/15/2027,1/21/2026,False,,,,STANDARD,,OLIN WINCHESTER LLC,HCFGYBJNH9S5,MEDIUM ($100M-500M),6/28/2024,0,0,0,3,
433272385.3,CONT_AWD_DAAB0798CF505_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,DAAB0798CF505,199809!2100!2789!AB07 !USA COMM-ELECTRONICS COMMAND    !DAAB0798CF505  !A!*!*                  !19980623!20080930!207884594!207884594!241015486!N!98247!CANADIAN COMMERCIAL CORPORATIO!50 O CONNOR ST STE 1100   !OTTAWA              !CA!K1A 0!*    !*  !CA!*                   !*                     !CAN,12/30/2012,1/21/2026,False,,,,STANDARD,,CANADIAN COMMERCIAL CORPORATION,FA38CTVQM319,MEDIUM ($100M-500M),6/23/1998,0,0,0,4,
431944596.7,CONT_AWD_FA500004C0011_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+,35,FA500004C0011,200411!000268!5700!RD03  !3 CONS/LGC MGMT ANL & SUPT FLGHT!FA500004C0011  !A!N! !Y!             !      !20040520!20050930!062897256!062897256!062897256!N!ARCTEC ALASKA                 !3900 C STREET SUITE 802   !ANCHORAGE           !AK!99503!22690!020!02!ELMENDORF AFB       !ANCHORAGE             !A,9/30/2014,1/21/2026,False,,,,STANDARD,,ARCTEC ALASKA JV,R9C5LKTQWGG1,MEDIUM ($100M-500M),5/20/2004,0,0,0,2,
431672244.2,CONT_AWD_FA862220F8235_9700_GS00Q14OADS705_4732,Department of Defense,Department of the Air Force,DoD; $100M+,35,FA862220F8235,"SCAT 1 ENGINEERING, PROFESSIONAL, AND ADMINISTRATIVE SUPPORT SERVICES (EPASS) FOR AIR FORCE LIFE CYCLE MANAGEMENT CENTER MOBILITY AND TRAINING AIRCRAFT, PRESIDENTIAL AND EXECUTIVE AIRLIFT, AND TANKER DIRECTORATES (AFLCMC/WL, WV, WK)",8/31/2025,1/21/2026,False,,,,STANDARD,,COLSA CORP,EH2ULQUQ2KG9,MEDIUM ($100M-500M),3/1/2020,0,0,0,1,
431645766.2,CONT_AWD_W56HZV18C0131_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W56HZV18C0131,"THE PURPOSE OF THIS NEW UNDEFINITIZED CONTRACT IS TO PROCURE 146 EACH ABRAMS ACTIVE PROTECTION SYSTEMS, 826 EACH ABRAMS COUNTERMEASURES, AND 27 KITS OF THE ABRAMS CALIBRATION/MAINTENANCE KITS FOR THE DEPARTMENT OF THE ARMY AND THE UNITED STATES MARINE CORPS.",4/30/2022,1/21/2026,False,,,,STANDARD,,DRS SUSTAINMENT SYSTEMS INC,FG7HKV9NTDK5,MEDIUM ($100M-500M),6/15/2018,0,0,0,2,
431273385.7,CONT_AWD_N0003022C1013_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+,35,N0003022C1013,"FY22-FY26 PROGRAM SUPPORT (SCN/UK, CPFF, LOE) FY22-FY26 LAUNCHER PRODUCTION",12/31/2028,1/21/2026,False,,,,STANDARD,,NORTHROP GRUMMAN SYSTEMS CORPORATION,LCV2N9FVV739,MEDIUM ($100M-500M),6/17/2022,0,0,0,2,
430355383.9,CONT_AWD_N0001924F0116_9700_N0001919D0026_9700,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,N0001924F0116,FRP-12+ WGU-59A/B GUIDANCE SECTIONS,8/31/2026,1/21/2026,False,,,,STANDARD,,BAE SYSTEMS INFORMATION & ELECTRONIC SYSTEMS INTEGRATION INC,LL86LYMYHK36,MEDIUM ($100M-500M),12/19/2023,0,0,0,2,
429746768.9,CONT_AWD_FA862022F4000_9700_FA862021G4009_9700,Department of Defense,Department of the Air Force,DoD; $100M+,35,FA862022F4000,BIG SAFARI,10/31/2024,1/21/2026,False,,,,STANDARD,,"SIERRA NEVADA COMPANY, LLC",N1PWVLN6F4U1,MEDIUM ($100M-500M),10/31/2022,0,0,0,3,
427855111.9,CONT_AWD_DAAE3098C1032_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,DAAE3098C1032,200006!2100!900006!AE30  !TACOM - PICATINNY               !DAAE3098C1032  !A!*!P00015             !19991012!20020202!794598573!794598573!001339159!N!3U889!RAYTHEON SYSTEMS CO (INC)     !1151 E HERMANS RD         !TUCSON              !AZ!85706!42508!121!48!LEWISVILLE          !DENTON                !,12/31/2011,1/21/2026,False,,,,STANDARD,,RAYTHEON TI SYSTEMS INC,JPJCZUSL7KQ1,MEDIUM ($100M-500M),10/12/1999,0,0,0,1,
426847866.2,CONT_AWD_DAAD0700C0226_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,DAAD0700C0226,200012!2100!000532!AD07  !USA MATERIEL COMMAND ACQUISITION!DAAD0700C0226  !A!*!P00001             !20000920!20080930!968923326!968923326!968923326!N!084S7!NEW MEXICO TECH GROUP LLC     !WHITE SANDS MR BLDG 1512  !WHITE SANDS MI      !NM!88002!24670!003!04!FORT HUACHUCA       !COCHISE               !,12/31/2009,1/21/2026,False,,,,STANDARD,,"TRAX INTERNATIONAL, LLC",DJKNQ7AWDQL8,MEDIUM ($100M-500M),9/20/2000,0,0,0,2,
426657738.0,CONT_AWD_0003_9700_M6785407D5028_9700,Department of Defense,Department of the Navy,DoD; $100M+,35,3,CATEGORY II MRAP VARIANT S.A.,1/26/2012,1/21/2026,False,,,,STANDARD,,GENERAL DYNAMICS LAND SYSTEMS - CANADA CORPORATION,UKN6CJ49WB54,MEDIUM ($100M-500M),8/7/2007,0,0,0,3,
425749659.3,CONT_AWD_FA872124FB004_9700_GS00Q14OADS723_4732,Department of Defense,Department of the Air Force,DoD; $100M+,35,FA872124FB004,"PROCUREMENT OF ENGINEERING, PROFESSIONAL, AND ADMINISTRATIVE SUPPORT SERVICES FOR HB DIRECTORATE.",4/30/2026,1/21/2026,False,,,,STANDARD,,"ODYSSEY SYSTEMS CONSULTING GROUP, LTD.",GUXLUYETMM48,MEDIUM ($100M-500M),7/18/2024,0,0,0,1,
424533192.0,CONT_AWD_W91WAW09C0003_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,W91WAW09C0003,H91268-8262-0001-000,3/31/2014,1/21/2026,False,,,,STANDARD,,INSTITUTE FOR DEFENSE ANALYSES,JM98J68UPRK1,MEDIUM ($100M-500M),10/28/2008,0,0,0,4,
424239169.0,CONT_AWD_56F9_9700_SPM30008D3153_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,56F9,4513402798OTHER GROCERY AND RE,3/9/2010,1/21/2026,False,,,,STANDARD,,SUPREME FOODSERVICE GMBH,K9C9BJ6XLTT8,MEDIUM ($100M-500M),2/18/2010,0,0,0,1,
424238798.0,CONT_AWD_W912P508C0006_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W912P508C0006,WOLF CREEK SEEPAGEFOUNDATION REMEDIATION,3/1/2015,1/21/2026,False,,,,STANDARD,,TREVIICOS SOLETANCHE JV,HMX5X95S37B3,MEDIUM ($100M-500M),7/23/2008,0,0,0,1,
424039286.9,CONT_AWD_FA880820C0047_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+,35,FA880820C0047,EVOLVED STRATEGIC SATELLITE COMMUNICATION PROTOTYPE,8/31/2025,1/21/2026,False,,,,STANDARD,,THE BOEING COMPANY,M6BRZ1FHEZQ1,MEDIUM ($100M-500M),10/1/2020,0,0,0,4,
423966036.7,CONT_AWD_N0002418C2207_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+,35,N0002418C2207,"TOWING, SALVAGE AND RESCUE, SHIP 1",1/7/2030,1/21/2026,False,,,,STANDARD,,"BOLLINGER SHIPYARDS LOCKPORT, L.L.C.",KK7TLU2HQGH9,MEDIUM ($100M-500M),3/16/2018,0,0,0,1,
423509085.6,CONT_AWD_DAAB0702CJ204_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,DAAB0702CJ204,200212!001205!2100!AB07  !USA COMMUNICATIONS-ELECTRONICS  !DAAB0702CJ204  !A!N! !N!                   !20020131!20031231!160386082!160386082!007321904!N!TEXAS INSTRUMENTS INCORPORATED!2501 W UNIVERSITY DR      !MC KINNEY           !TX!75071!45744!085!48!MCKINNEY            !COLLIN                !TE,2/28/2008,1/21/2026,False,,,,STANDARD,,TEXAS INSTRUMENTS INCORPORATED,F7D2V1W4EKB3,MEDIUM ($100M-500M),1/31/2002,0,0,0,1,
423180138.7,CONT_AWD_F0470196C0031_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,F0470196C0031,,5/31/2014,1/21/2026,False,,,,STANDARD,,NORTHROP GRUMMAN SYSTEMS CORPORATION,U6V4EWXNS1D8,MEDIUM ($100M-500M),10/21/1999,0,0,0,1,
423049392.0,CONT_AWD_B001_9700_SP060012D0556_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,B001,SAME AS AWARDED.,6/30/2013,1/21/2026,False,,,,STANDARD,,ABU DHABI NATIONAL OIL COMPANY FOR DISTRIBUTION,JHUVPBEELVE6,MEDIUM ($100M-500M),9/28/2012,0,0,0,3,
423037615.8,CONT_AWD_W519TC24F0212_9700_W52P1J19D0047_9700,Department of Defense,Department of the Army,DoD; $100M+,35,W519TC24F0212,LOGCAP SERVICES IN SUPPORT OF MULTINATIONAL SECURITY SERVICES MISSION IN HAITI.,12/31/2025,1/21/2026,False,,,,STANDARD,,AMENTUM PARSONS LOGISTICS SERVICES LLC,PW8NMYB8WLP5,MEDIUM ($100M-500M),5/3/2024,0,0,0,1,
422908494.3,CONT_AWD_N0001915C0120_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,N0001915C0120,IGF::OT::IGF AWARD A CLS CONTRACT.,1/31/2022,1/21/2026,False,,,,STANDARD,,"IAP WORLDWIDE SERVICES, INC.",YLRELUUSKMQ9,MEDIUM ($100M-500M),8/20/2015,0,0,0,1,
422775914.1,CONT_AWD_F1962895C0143_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,F1962895C0143,199712!5700!0149!GV41 !ESC/AVK                         !F1962895C0143  !A!*!P00098             !19970505!20010930!055369748!055369748!834951691!N!60854!LOCKHEED MARTIN CORPORATION   !1670 N NEWPORT RD         !COLORADO SPRIN      !CO!80916!16000!041!08!COLORADO SPRINGS    !EL PASO               !COL,9/30/2007,1/21/2026,False,,,,STANDARD,,LOCKHEED MARTIN CORPORATION,MGJZVTTC2F21,MEDIUM ($100M-500M),10/23/1996,0,0,0,1,
422215072.9,CONT_AWD_W58RGZ17C0019_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W58RGZ17C0019,HUNTER FY2017-2018 CONTRACTOR LOGISTICS SUPPORT,9/27/2020,1/21/2026,False,,,,STANDARD,,NORTHROP GRUMMAN SYSTEMS CORPORATION,WNFAAJU8F1X1,MEDIUM ($100M-500M),10/28/2016,0,0,0,2,
421512821.0,CONT_AWD_N0003022C2001_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+,35,N0003022C2001,FLIGHT TEST INSTRUMENTATION SUPPORT AND SERVICES,9/8/2029,1/21/2026,False,,,,STANDARD,,L3HARRIS INTERSTATE ELECTRONICS CORPORATION,JYAPS9B2MKE9,MEDIUM ($100M-500M),10/1/2021,0,0,0,1,
421407492.8,CONT_AWD_FA865923FB006_9700_FA865621DA014_9700,Department of Defense,Department of the Air Force,DoD; $100M+,35,FA865923FB006,STAND-IN ATTACK WEAPON (SIAW) PHASE 2,11/6/2026,1/21/2026,False,,,,STANDARD,,NORTHROP GRUMMAN SYSTEMS CORPORATION,FVSEZFPCQ316,MEDIUM ($100M-500M),9/8/2023,0,0,0,1,
419906613.7,CONT_AWD_FA521514C7007_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+,35,FA521514C7007,IGF::CT::IGF OPERATION&MAINTENANCE OF ALASKA RADAR SYSTEM,9/28/2027,1/21/2026,False,,,,STANDARD,,ARCTEC ALASKA JV,R9C5LKTQWGG1,MEDIUM ($100M-500M),10/1/2015,0,0,0,2,
418541892.3,CONT_AWD_N0003382C1021_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+,35,N0003382C1021,200012!1700!003112!G0333 !MILITARY SEALIFT COMMAND        !N0003382C1021  !A!*!P00063             !20000703!20100115!041224197!008198699!094915493!N!1N9S1!WATERMAN STEAMSHIP CORPORATION!650 POYDRAS STREET        !NEW ORLEANS         !LA!70130!55000!071!22!NEW ORLEANS         !ORLEANS               !,10/1/2004,1/21/2026,False,,,,STANDARD,,WATERMAN STEAMSHIP CORPORATION,QFQKLYL1LNQ5,MEDIUM ($100M-500M),7/3/2000,0,0,0,2,
418478780.7,CONT_AWD_W9115119C0008_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W9115119C0008,ATEC SERVICES,2/28/2026,1/21/2026,False,,,,STANDARD,,SOUTHWEST RANGE SERVICES LLC,PA24JZYLC4E5,MEDIUM ($100M-500M),9/1/2019,0,0,0,1,
417135197.6,CONT_AWD_F3365795C0057_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,F3365795C0057,199705!5700!0015!GU47 !ASC/YTK                         !F3365795C0057  !A!*!P00007             !19970211!19991019!006265946!006265946!009256819!N!0PXV4!MCDONNELL DOUGLAS CORPORATION !LAMBERT ST LOUIS AIRPORT  !SAINT LOUIS         !MO!63103!65000!510!29!ST. LOUIS           !ST. LOUIS (CITY)      !MIS,12/31/2006,1/21/2026,False,,,,STANDARD,,THE BOEING COMPANY (0674),N7N4W13PCRU5,MEDIUM ($100M-500M),2/11/1997,0,0,0,3,
416890687.3,CONT_AWD_0001_9700_HTC71110DR027_9700,Department of Defense,USTRANSCOM,DoD; $100M+,35,1,MOVEMENT OF PASSENGERS AND CARGO IN AFGHANISTAN.,10/31/2014,1/21/2026,False,,,,STANDARD,,VERTICAL DE AVIACION S A S EN REORGANIZACION,ZG8HYGLLUHD9,MEDIUM ($100M-500M),9/30/2010,0,0,0,1,
416473536.4,CONT_AWD_N0002419C5200_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+,35,N0002419C5200,COOPERATIVE ENGAGEMENT CAPABILITY DESIGN AGENT AND ENGINEERING SERVICES,5/15/2025,1/21/2026,False,,,,STANDARD,,RAYTHEON COMPANY,GMBYU6KAN9J3,MEDIUM ($100M-500M),5/8/2019,0,0,0,2,
416177904.8,CONT_AWD_HR001109C0036_9700_-NONE-_-NONE-,Department of Defense,Defense Advanced Research Projects Agency,DoD; $100M+,35,HR001109C0036,INTEGRATED SENSOR IS STRUCTURE (ISIS),3/31/2015,1/21/2026,False,,,,STANDARD,,LOCKHEED MARTIN CORPORATION,LXKGXB75YKY6,MEDIUM ($100M-500M),4/23/2009,0,0,0,3,
415026818.0,CONT_AWD_F0862698C0006_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,F0862698C0006,,6/2/2014,1/21/2026,False,,,,STANDARD,,"DSE, INC.",JXLGW6FZUM14,MEDIUM ($100M-500M),4/13/2000,0,0,0,1,
414499007.5,CONT_AWD_HT940221C0006_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $100M+,35,HT940221C0006,ACTIVE DUTY DENTAL PROGRAM 3 (ADDP3),4/30/2026,1/21/2026,False,,,,STANDARD,,"UNITED CONCORDIA COMPANIES, INC.",EUEVXMR5L7A3,MEDIUM ($100M-500M),4/29/2021,0,0,0,2,
414307954.5,CONT_AWD_FA945105C0257_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,FA945105C0257,INCREMENTAL FUNDING,9/13/2017,1/21/2026,False,,,,STANDARD,,THE BOEING COMPANY,JXHRK8FKNJN4,MEDIUM ($100M-500M),9/28/2005,0,0,0,1,
412052173.0,CONT_AWD_W912PL20C0004_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W912PL20C0004,CONSTRUCTION 29 MI PRIMARY BARRIER,4/27/2021,1/21/2026,False,,,,STANDARD,,FISHER SAND & GRAVEL CO,DGT8NKKG9NR3,MEDIUM ($100M-500M),12/10/2019,0,0,0,2,
411885363.3,CONT_AWD_HC101304C5000_9700_-NONE-_-NONE-,Department of Defense,Defense Information Systems Agency,DoD; $100M+,35,HC101304C5000,200412!002158!9700!HC1013!DEFENSE INFO. TECHNOLOGY CONTRAC!HC101304C5000  !A!N! !Y!             !      !20040220!20081231!031172955!003242013!009581091!N!CSC SYSTEMS & SOLUTIONS LLC   !15000 CONFERENCE CENTER DR!CHANTILLY           !VA!20151!14744!059!51!CHANTILLY           !FAIRFAX               !V,4/6/2012,1/21/2026,False,,,,STANDARD,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",K3AHJM8QL164,MEDIUM ($100M-500M),2/20/2004,0,0,0,1,
411838854.3,CONT_AWD_F0863502C0034_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,F0863502C0034,,3/31/2014,1/21/2026,False,,,,STANDARD,,JACOBS TECHNOLOGY INC,VN29VGL4X314,MEDIUM ($100M-500M),11/4/2002,0,0,0,1,
411048644.2,CONT_AWD_W56KGY20F0067_9700_W15P7T19D0174_9700,Department of Defense,Department of the Army,DoD; $100M+,35,W56KGY20F0067,THIS TASK ORDER IS CREATED FOR OPERATION AND SUSTAINMENT OF THE STAMP FOLLOW-ON REQUIREMENT.,2/16/2026,1/21/2026,False,,,,STANDARD,,"LEIDOS, INC.",KTMAJCY6JXM3,MEDIUM ($100M-500M),7/31/2020,0,0,0,1,
410908777.8,CONT_AWD_B001_9700_SP060006D0497_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,B001,,7/30/2007,1/21/2026,False,,,,STANDARD,,"REFINERY ASSOCIATES OF TEXAS, INC.",DXTKC3YAHE18,MEDIUM ($100M-500M),6/2/2006,0,0,0,3,
410283090.3,CONT_AWD_N4008520C0060_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+,35,N4008520C0060,HURRICANE FLORENCE RECOVERY MILCON PACKAGE 7,2/18/2026,1/21/2026,False,,,,STANDARD,,ARCHER WESTERN FEDERAL JV,C277DHXWNTU9,MEDIUM ($100M-500M),8/31/2020,0,0,0,1,
409077815.8,CONT_AWD_0001_9700_W56HZV09A0003_9700,Department of Defense,Department of the Army,DoD; $100M+,35,1,MRAP JOINT LOGISTIC INTEGRATOR SERVICES,5/3/2010,1/21/2026,False,,,,STANDARD,,LEIDOS INC,PQSTC7GEV5L6,MEDIUM ($100M-500M),5/4/2009,0,0,0,1,
407908916.4,CONT_AWD_0042_9700_HC102808D2023_9700,Department of Defense,Defense Information Systems Agency,DoD; $100M+,35,42,LABOR/ODCS - BASE YEAR,1/25/2015,1/21/2026,False,,,,STANDARD,,NORTHROP GRUMMAN SYSTEMS CORPORATION,DJUCEANK2KP4,MEDIUM ($100M-500M),7/30/2010,0,0,0,3,
407392312.2,CONT_AWD_HR001124C0304_9700_-NONE-_-NONE-,Department of Defense,Defense Advanced Research Projects Agency,DoD; $100M+,35,HR001124C0304,DARPA RESEARCH PROJECT,1/16/2027,1/21/2026,False,,,,STANDARD,,LOCKHEED MARTIN CORPORATION,LXKGXB75YKY6,MEDIUM ($100M-500M),10/17/2023,0,0,0,3,
406589131.5,CONT_AWD_F0863501C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+,35,F0863501C0002,"200107!000179!5700!GM04  !AAC/PKZ                         !F0863501C0002  !A!N!*!Y!                   !20010420!20060610!007923014!007923014!074103508!N!SVERDRUP TECHNOLOGY, INC      !600 WILLIAM NORTHERN BLVD !TULLAHOMA           !TN!37388!20050!091!12!EGLIN AFB           !OKALOOSA              !FL",12/10/2006,1/21/2026,False,,,,STANDARD,,"AMENTUM TECHNOLOGY, INC.",H2RGSKWXKHQ5,MEDIUM ($100M-500M),4/20/2001,0,0,0,4,
406452759.2,CONT_AWD_W31P4Q20C0024_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W31P4Q20C0024,FY20-22 SWITCHBLADE HARDWARE PRODUCTION,6/30/2026,1/21/2026,False,,,,STANDARD,,"AEROVIRONMENT, INC.",PN69XPUMA243,MEDIUM ($100M-500M),4/30/2020,0,0,0,1,
405688867.2,CONT_AWD_B001_9700_SP060008D1033_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,B001,MIDGRADE UNLEADED GASOLINE (MUM) & DIESEL FUEL #2 (DF2),10/30/2011,1/21/2026,False,,,,STANDARD,,QATAR FUEL (WOQOD),Y44PJ8J2K6Z9,MEDIUM ($100M-500M),10/1/2008,0,0,0,1,
404990423.6,CONT_AWD_DAKF0400C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,DAKF0400C0002,200107!000106!2100!KF04  !DIRECTORATE OF CONTRACTING      !DAKF0400C0002  !A!N!*!N!P00001             !20001222!20010930!010816486!010816486!006092860!N!JOHNSON CONTROLS WORLD SERVICE!7315 N  ATLANTIC AVE      !CAPE CANAVERAL      !FL!32920!25114!071!06!FORT IRWIN          !SAN BERNARDINO        !CA,12/13/2011,1/21/2026,False,,,,STANDARD,,"IAP WORLD SERVICES, INC.",NRM4CHKGTCE7,MEDIUM ($100M-500M),12/22/2000,0,0,0,1,
403944000.0,CONT_AWD_W912HY25F0013_9700_W912HY25D0030_9700,Department of Defense,Department of the Army,DoD; $100M+,35,W912HY25F0013,PAV04 SEED PROJECT,12/22/2029,1/21/2026,False,,,,STANDARD,,KIEWIT US CONTRACTORS CO,L84WJXJKLLK8,MEDIUM ($100M-500M),4/8/2025,0,0,0,1,
403543752.4,CONT_AWD_W912P521C0015_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W912P521C0015,"CONSTRUCTION OF DOWNSTREAM MONOLITHS FOR THE KENTUCKY LOCK, GRAND RIVERS, KENTUCKY",8/9/2027,1/21/2026,False,,,,STANDARD,,THALLE CONSTRUCTION CO INC,RMVJU76MCN81,MEDIUM ($100M-500M),10/11/2021,0,0,0,2,
403364288.2,CONT_AWD_W15QKN10C0015_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W15QKN10C0015,"CONTRACT IS FOR THE PRODUCTION OF THE M734A1 MOF AND M783 PD/DLY FUZES.  THIS ACQUISITION ENCOMPASSES THESE TWO FUZES AND ANY VARIANTS THEREOF.  THE CONTRACT IS A FIRM FIXED PRICE CONTRACT IN WHICH CONSISTS OF A BASE YEAR, WITH 4 OPTION YEARS.",9/30/2021,1/21/2026,False,,,,STANDARD,,"L3HARRIS FUZING AND ORDNANCE SYSTEMS, INC.",H42MN1TYJ257,MEDIUM ($100M-500M),11/2/2009,0,0,0,2,
403323854.4,CONT_AWD_W15QKN24F0392_9700_W15QKN23D0054_9700,Department of Defense,Department of the Army,DoD; $100M+,35,W15QKN24F0392,"UNDEFINITIZED DELIVERY ORDER FOR 253,913 UNITS OF 155MM M119A2 PROPELLING BAG CHARGES",5/31/2027,1/21/2026,False,,,,STANDARD,,"GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS, INC.",FNEJKBCACXL1,MEDIUM ($100M-500M),9/5/2024,0,0,0,2,
402686324.5,CONT_AWD_F6152103C5400_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+,35,F6152103C5400,"200309!000546!5700!DA17  !USAFE CONS/LGC  ROB, GERMANY    !F6152103C5400  !A!N! !Y!                   !20030610!20040930!194583084!194583084!194583084!N!VINNELL-BROWN & ROOT (VBR) JOI!12150 MONUMENT DR, SUITE 8!FAIRFAX             !VA!22033!*    !*  !TU!*                   !*                     !TU",4/16/2013,1/21/2026,False,,,,STANDARD,,VINNELL-BROWN & ROOT (VBR) JOINT VENTURE,ZD93DZL8MPW5,MEDIUM ($100M-500M),6/10/2003,0,0,0,1,
