bd_score,bd_reasons,piid,recipient_name,lifecycle_phase,is_base_year,runway_years,competitor_present,competitors,job_activity,award_amount,description,naics_code,awarding_agency,sub_agency,pop_city,pop_state,start_date,end_date,source
45,DoD; $500M+,,ELECTRIC BOAT CORPORATION,Late Stage,False,-0.7,False,,0,9397332305.22,None,,Department of Defense,Department of the Navy,,CT,2003-08-14,2025-05-06,USAspending
45,DoD; $500M+,,"MODERNATX, INC.",Late Stage,False,-2.5,False,,0,8204906278.12,100M SARS-COV-2 MRNA-1273 VACCINE DOSES,,Department of Defense,Department of the Army,,MA,2020-08-11,2023-08-10,USAspending
45,DoD; $500M+,,THE BOEING COMPANY,Late Stage,False,0.6,False,,0,7633729888.76,None,,Department of Defense,Department of the Navy,,WA,2004-06-29,2026-08-31,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORPORATION,Late Stage,False,-9.9,False,,0,7581647887.33,200610!000027!5700!FA8611!ASC/YFK                         !FA861106C2899  !A!N! !N!             !      !20051223!20060512!008016958!008016958!834951691!N!LOCKHEED MARTIN CORPORATION   !LOCKHEED BLVD             !FORT WORTH          !TX!76108!49756!067!13!MARIETTA            !COBB                  !GEORGIA   !+000193874000!N!N!000193874000!1510!AIRCRAFT FIXED WING                               !A1A,,Department of Defense,Department of the Air Force,,TX,2005-12-23,2016-02-27,USAspending
45,DoD; $500M+,,BELL BOEING JOINT PROJECT OFFICE,Late Stage,False,-4.3,False,,0,7337457221.95,PROCUREMENT OF V-22 LOT 17 LONG LEAD-TIME ITEMS,,Department of Defense,Defense Contract Management Agency,,TX,2011-12-29,2021-09-30,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORP,Late Stage,False,-7.3,False,,0,7261932653.67,None,,Department of Defense,Defense Contract Management Agency,,GA,2006-02-28,2018-09-20,USAspending
45,DoD; $500M+,,THE BOEING COMPANY,Late Stage,False,-3.2,False,,0,7246510577.74,F/A-18 AIRCRAFT,,Department of Defense,Department of the Navy,,MO,2008-12-04,2022-10-31,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORPORATION,Late Stage,False,-0.5,False,,0,6998362070.51,LRIP 9 AIRCRAFT AAC,,Department of Defense,Department of the Navy,,TX,2014-03-19,2025-07-31,USAspending
45,DoD; $500M+,,THE BOEING COMPANY,Late Stage,False,1.6,False,,0,6842350752.72,"F-15, FMS, F-15QA AIR VEHICLE DEVELOPMENT",,Department of Defense,Department of the Air Force,,MO,2017-12-22,2027-08-31,USAspending
45,DoD; $500M+,,HUNTINGTON INGALLS INC,Late Stage,False,-3.3,False,,0,6620467288.99,CVN 78 SHIP CONSTRUCTION,,Department of Defense,Department of the Navy,,VA,2008-08-01,2022-09-30,USAspending
45,DoD; $500M+,,SIKORSKY AIRCRAFT CORPORATION,Late Stage,False,-0.1,False,,0,6103285531.96,None,,Department of Defense,Department of the Navy,,CT,2006-01-03,2025-12-31,USAspending
45,DoD; $500M+,,"KBR SERVICES, LLC",Late Stage,False,-11.3,False,,0,6062897262.53,None,,Department of Defense,Department of the Army,,,2003-08-12,2014-09-30,USAspending
45,DoD; $500M+,,SIKORSKY AIRCRAFT CORPORATION,Late Stage,False,0.6,False,,0,5958207617.6,ACAT 1D - CRH,,Department of Defense,Department of the Air Force,,CT,2014-06-26,2026-09-13,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORP,Late Stage,False,-5.5,False,,0,5934097111.63,FY13 ADVANCE PROCUREMENT FUNDS FOR FY14 C-130J AIRCRAFT,,Department of Defense,Department of the Air Force,,GA,2013-12-09,2020-07-31,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORP,Late Stage,False,-2.8,False,,0,5817859453.93,THAAD COMPONENTS FOR FIRE UNITS,,Department of Defense,Missile Defense Agency,,CA,2006-12-22,2023-03-31,USAspending
45,DoD; $500M+,,THE BOEING COMPANY,Late Stage,False,-7.5,False,,0,5699021641.13,P-8A LRIP I LONG LEAD MATERIAL,,Department of Defense,Defense Contract Management Agency,,WA,2009-04-13,2018-07-31,USAspending
45,DoD; $500M+,,RAYTHEON COMPANY,Late Stage,False,-6.3,False,,0,5668542889.12,None,,Department of Defense,Department of the Navy,,MA,2005-05-25,2019-09-29,USAspending
45,DoD; $500M+,,RAYTHEON COMPANY,Late Stage,False,-0.6,False,,0,5608431752.51,TEN FIRE UNITS FOR QATAR,,Department of Defense,Department of the Army,,MA,2014-12-19,2025-05-31,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORPORATION,Late Stage,False,0.1,False,,0,5597451611.0,LONG LEAD-TIME ITEMS,,Department of Defense,Department of the Navy,,TX,2012-06-15,2026-02-28,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORP,Late Stage,False,-3.4,False,,0,5178428982.51,None,,Department of Defense,Defense Contract Management Agency,,CA,2004-09-24,2022-08-18,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORP,Late Stage,False,-7.0,False,,0,4996841729.22,ADVANCE PROCUREMENT OF LONG LEAD FOR LRIP FOR C-5M RERP,,Department of Defense,Department of the Air Force,,GA,2007-04-30,2019-01-31,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORPORATION,Late Stage,False,0.9,False,,0,4981515210.15,BASIC AWARD,,Department of Defense,Department of the Navy,,MD,2010-12-29,2026-12-31,USAspending
45,DoD; $500M+,,BATH IRON WORKS CORPORATION,Late Stage,False,0.9,False,,0,4904473850.56,FY13-FY17 DDG 51 CLASS SHIP CONSTRUCTION.,,Department of Defense,Department of the Navy,,ME,2013-06-03,2026-12-01,USAspending
45,DoD; $500M+,,BELL HELICOPTER TEXTRON INC,Late Stage,False,-8.6,False,,0,4885212163.54,None,,Department of Defense,Defense Contract Management Agency,,TX,1992-10-15,2017-06-30,USAspending
45,DoD; $500M+,,THE BOEING COMPANY,Late Stage,False,-3.3,False,,0,4864238445.89,CH-47F CARGO HELICOPTER MULTIYEAR II.  34 NEW BUILD HELICOPTERS AND 121 RENEW HELICOPTERS.,,Department of Defense,Defense Contract Management Agency,,PA,2013-06-10,2022-09-30,USAspending
45,DoD; $500M+,,HUNTINGTON INGALLS INC,Late Stage,False,-2.7,False,,0,4563665299.0,None,,Department of Defense,Department of the Navy,,VA,1999-11-03,2023-05-17,USAspending
45,DoD; $500M+,,HUNTINGTON INGALLS INC,Late Stage,False,-0.5,False,,0,4468376082.62,DETAIL DESIGN AND CONSTRUCTION CVN 79,,Department of Defense,Department of the Navy,,VA,2015-06-05,2025-07-31,USAspending
45,DoD; $500M+,,"AUSTAL USA, LLC",Late Stage,False,-1.8,False,,0,4462893976.64,BASIC CONTRACT,,Department of Defense,Department of the Navy,,AL,2010-12-29,2024-03-28,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORP,Late Stage,False,-5.4,False,,0,4410630126.34,C-130J FIVE YEAR OPTION CONTRACT (FYOC) IV,,Department of Defense,Defense Contract Management Agency,,GA,2011-02-01,2020-08-31,USAspending
45,DoD; $500M+,,HUMANA GOVERNMENT BUSINESS INC,Late Stage,False,-0.1,False,,0,51242733558.09,IGF::OT::IGF,,Department of Defense,Defense Health Agency,,KY,2016-08-01,2025-12-31,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORPORATION,Late Stage,False,1.9,False,,0,30113035808.93,THE PURPOSE OF THIS MODIFICATION IS TO AWARD F-35A LRIP 15 USAF  AIRCRAFT* LONG LEAD FUNDING,,Department of Defense,Defense Contract Management Agency,,TX,2019-11-26,2027-12-31,USAspending
45,DoD; $500M+,,ELECTRIC BOAT CORPORATION,Late Stage,False,0.0,False,,0,19613746246.0,SSN 792 LONG LEAD TIME MATERIAL,,Department of Defense,Department of the Navy,,CT,2012-04-13,2026-01-31,USAspending
45,DoD; $500M+,,THE BOEING COMPANY,Late Stage,False,0.4,False,,0,18129749821.79,USN P-8A FRP II LONG LEAD MATERIAL,,Department of Defense,Defense Contract Management Agency,,WA,2014-08-14,2026-06-22,USAspending
45,DoD; $500M+,,ELECTRIC BOAT CORPORATION,Late Stage,False,-2.4,False,,0,16238775949.0,CONSTRUCTION OF VIRGINIA CLASS BLOCK III SUBMARINES.,,Department of Defense,Department of the Navy,,CT,2008-12-22,2023-08-31,USAspending
45,DoD; $500M+,,PFIZER INC,Late Stage,False,-2.8,False,,0,12549999847.5,AWARD OF 10M TREATMENT COURSES OF ORAL PROTEASE INHIBITOR PF-07321332,,Department of Defense,Department of the Army,,NY,2021-11-17,2023-03-31,USAspending
45,DoD; $500M+,,THE BOEING COMPANY,Late Stage,False,-8.2,False,,0,11086769499.68,None,,Department of Defense,Defense Contract Management Agency,,CA,2003-10-02,2017-10-31,USAspending
45,DoD; $500M+,,BELL BOEING JOINT PROJECT OFFICE,Late Stage,False,-7.5,False,,0,11040980157.1,MV-22 AIRCRAFT - FY08 (LOT 12)*,,Department of Defense,Defense Contract Management Agency,,TX,2007-04-02,2018-08-06,USAspending
45,DoD; $500M+,,HUNTINGTON INGALLS INCORPORATED,Late Stage,False,-3.3,False,,0,10029620274.96,DETAIL DESIGN AND CONSTRUCTION OF LPD 17 CLASS SHIP (LPD 22),,Department of Defense,Department of the Navy,,MS,2006-06-01,2022-09-30,USAspending
45,DoD; $500M+,,"UNITED LAUNCH SERVICES, LLC",Late Stage,False,-3.1,False,,0,9499338750.87,IGF::CT::IGF EELV FY13 + PHASE I BUY,,Department of Defense,Defense Contract Management Agency,,CO,2013-06-26,2022-12-02,USAspending
45,DoD; $500M+,,ELECTRIC BOAT CORPORATION,Late Stage,False,-0.7,False,,0,9397332305.22,None,,Department of Defense,Department of the Navy,,CT,2003-08-14,2025-05-06,USAspending
45,DoD; $500M+,,"MODERNATX, INC.",Late Stage,False,-2.5,False,,0,8204906278.12,100M SARS-COV-2 MRNA-1273 VACCINE DOSES,,Department of Defense,Department of the Army,,MA,2020-08-11,2023-08-10,USAspending
45,DoD; $500M+,,THE BOEING COMPANY,Late Stage,False,0.6,False,,0,7633729888.76,None,,Department of Defense,Department of the Navy,,WA,2004-06-29,2026-08-31,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORPORATION,Late Stage,False,-9.9,False,,0,7581647887.33,200610!000027!5700!FA8611!ASC/YFK                         !FA861106C2899  !A!N! !N!             !      !20051223!20060512!008016958!008016958!834951691!N!LOCKHEED MARTIN CORPORATION   !LOCKHEED BLVD             !FORT WORTH          !TX!76108!49756!067!13!MARIETTA            !COBB                  !GEORGIA   !+000193874000!N!N!000193874000!1510!AIRCRAFT FIXED WING                               !A1A,,Department of Defense,Department of the Air Force,,TX,2005-12-23,2016-02-27,USAspending
45,DoD; $500M+,,BELL BOEING JOINT PROJECT OFFICE,Late Stage,False,-4.3,False,,0,7337457221.95,PROCUREMENT OF V-22 LOT 17 LONG LEAD-TIME ITEMS,,Department of Defense,Defense Contract Management Agency,,TX,2011-12-29,2021-09-30,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORP,Late Stage,False,-7.3,False,,0,7261932653.67,None,,Department of Defense,Defense Contract Management Agency,,GA,2006-02-28,2018-09-20,USAspending
45,DoD; $500M+,,THE BOEING COMPANY,Late Stage,False,-3.2,False,,0,7246510577.74,F/A-18 AIRCRAFT,,Department of Defense,Department of the Navy,,MO,2008-12-04,2022-10-31,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORPORATION,Late Stage,False,-0.5,False,,0,6998362070.51,LRIP 9 AIRCRAFT AAC,,Department of Defense,Department of the Navy,,TX,2014-03-19,2025-07-31,USAspending
45,DoD; $500M+,,THE BOEING COMPANY,Late Stage,False,1.6,False,,0,6842350752.72,"F-15, FMS, F-15QA AIR VEHICLE DEVELOPMENT",,Department of Defense,Department of the Air Force,,MO,2017-12-22,2027-08-31,USAspending
45,DoD; $500M+,,HUNTINGTON INGALLS INC,Late Stage,False,-3.3,False,,0,6620467288.99,CVN 78 SHIP CONSTRUCTION,,Department of Defense,Department of the Navy,,VA,2008-08-01,2022-09-30,USAspending
45,DoD; $500M+,,SIKORSKY AIRCRAFT CORPORATION,Late Stage,False,-0.1,False,,0,6103285531.96,None,,Department of Defense,Department of the Navy,,CT,2006-01-03,2025-12-31,USAspending
45,DoD; $500M+,,"KBR SERVICES, LLC",Late Stage,False,-11.3,False,,0,6062897262.53,None,,Department of Defense,Department of the Army,,,2003-08-12,2014-09-30,USAspending
45,DoD; $500M+,,SIKORSKY AIRCRAFT CORPORATION,Late Stage,False,0.6,False,,0,5958207617.6,ACAT 1D - CRH,,Department of Defense,Department of the Air Force,,CT,2014-06-26,2026-09-13,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORP,Late Stage,False,-5.5,False,,0,5934097111.63,FY13 ADVANCE PROCUREMENT FUNDS FOR FY14 C-130J AIRCRAFT,,Department of Defense,Department of the Air Force,,GA,2013-12-09,2020-07-31,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORP,Late Stage,False,-2.8,False,,0,5817859453.93,THAAD COMPONENTS FOR FIRE UNITS,,Department of Defense,Missile Defense Agency,,CA,2006-12-22,2023-03-31,USAspending
45,DoD; $500M+,,THE BOEING COMPANY,Late Stage,False,-7.5,False,,0,5699021641.13,P-8A LRIP I LONG LEAD MATERIAL,,Department of Defense,Defense Contract Management Agency,,WA,2009-04-13,2018-07-31,USAspending
45,DoD; $500M+,,RAYTHEON COMPANY,Late Stage,False,-6.3,False,,0,5668542889.12,None,,Department of Defense,Department of the Navy,,MA,2005-05-25,2019-09-29,USAspending
45,DoD; $500M+,,RAYTHEON COMPANY,Late Stage,False,-0.6,False,,0,5608431752.51,TEN FIRE UNITS FOR QATAR,,Department of Defense,Department of the Army,,MA,2014-12-19,2025-05-31,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORPORATION,Late Stage,False,0.1,False,,0,5597451611.0,LONG LEAD-TIME ITEMS,,Department of Defense,Department of the Navy,,TX,2012-06-15,2026-02-28,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORP,Late Stage,False,-3.4,False,,0,5178428982.51,None,,Department of Defense,Defense Contract Management Agency,,CA,2004-09-24,2022-08-18,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORP,Late Stage,False,-7.0,False,,0,4996841729.22,ADVANCE PROCUREMENT OF LONG LEAD FOR LRIP FOR C-5M RERP,,Department of Defense,Department of the Air Force,,GA,2007-04-30,2019-01-31,USAspending
45,DoD; $500M+,,LOCKHEED MARTIN CORPORATION,Late Stage,False,0.9,False,,0,4981515210.15,BASIC AWARD,,Department of Defense,Department of the Navy,,MD,2010-12-29,2026-12-31,USAspending
45,DoD; $500M+,,BATH IRON WORKS CORPORATION,Late Stage,False,0.9,False,,0,4904473850.56,FY13-FY17 DDG 51 CLASS SHIP CONSTRUCTION.,,Department of Defense,Department of the Navy,,ME,2013-06-03,2026-12-01,USAspending
45,DoD; $500M+,,BELL HELICOPTER TEXTRON INC,Late Stage,False,-8.6,False,,0,4885212163.54,None,,Department of Defense,Defense Contract Management Agency,,TX,1992-10-15,2017-06-30,USAspending
45,DoD; $500M+,,THE BOEING COMPANY,Late Stage,False,-3.3,False,,0,4864238445.89,CH-47F CARGO HELICOPTER MULTIYEAR II.  34 NEW BUILD HELICOPTERS AND 121 RENEW HELICOPTERS.,,Department of Defense,Defense Contract Management Agency,,PA,2013-06-10,2022-09-30,USAspending
45,DoD; $500M+,,HUNTINGTON INGALLS INC,Late Stage,False,-2.7,False,,0,4563665299.0,None,,Department of Defense,Department of the Navy,,VA,1999-11-03,2023-05-17,USAspending
45,DoD; $500M+,,HUNTINGTON INGALLS INC,Late Stage,False,-0.5,False,,0,4468376082.62,DETAIL DESIGN AND CONSTRUCTION CVN 79,,Department of Defense,Department of the Navy,,VA,2015-06-05,2025-07-31,USAspending
45,DoD; $500M+,,"AUSTAL USA, LLC",Late Stage,False,-1.8,False,,0,4462893976.64,BASIC CONTRACT,,Department of Defense,Department of the Navy,,AL,2010-12-29,2024-03-28,USAspending
