award_amount,award_id,awarding_agency,bd_reasons,bd_score,competitor_present,competitors,description,end_date,fiscal_year,is_base_year,job_activity,lifecycle_phase,naics_code,piid,pop_city,pop_state,psc_code,recipient_name,recipient_uei,runway_years,source,start_date,sub_agency
16238775949.0,N0002409C2104,Department of Defense,DoD; $500M+,45,False,,CONSTRUCTION OF VIRGINIA CLASS BLOCK III SUBMARINES.,2023-08-31,2024,False,0,Late Stage,,,,CT,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,-2.4,USAspending,2008-12-22,Department of the Navy
11086769499.68,FA861404C2004,Department of Defense,DoD; $500M+,45,False,,None,2017-10-31,2024,False,0,Late Stage,,,,CA,,THE BOEING COMPANY,UEGFHX6R6KJ1,-8.2,USAspending,2003-10-02,Defense Contract Management Agency
11040980157.1,N0001907C0001,Department of Defense,DoD; $500M+,45,False,,MV-22 AIRCRAFT - FY08 (LOT 12)*,2018-08-06,2024,False,0,Late Stage,,,,TX,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,-7.5,USAspending,2007-04-02,Defense Contract Management Agency
9499338750.87,FA881113C0003,Department of Defense,DoD; $500M+,45,False,,IGF::CT::IGF EELV FY13 + PHASE I BUY,2022-12-02,2024,False,0,Late Stage,,,,CO,,"UNITED LAUNCH SERVICES, LLC",XHAMULHCL9N3,-3.1,USAspending,2013-06-26,Defense Contract Management Agency
9397332305.22,N0002403C2101,Department of Defense,DoD; $500M+,45,False,,None,2025-05-06,2024,False,0,Late Stage,,,,CT,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,-0.7,USAspending,2003-08-14,Department of the Navy
7633729888.76,N0001904C3146,Department of Defense,DoD; $500M+,45,False,,None,2026-08-31,2024,False,0,Late Stage,,,,WA,,THE BOEING COMPANY,WZWRLY4G3PL8,0.6,USAspending,2004-06-29,Department of the Navy
7581647887.33,FA861106C2899,Department of Defense,DoD; $500M+,45,False,,200610!000027!5700!FA8611!ASC/YFK                         !FA861106C2899  !A!N! !N!             !      !20051223!20060512!008016958!008016958!834951691!N!LOCKHEED MARTIN CORPORATION   !LOCKHEED BLVD             !FORT WORTH          !TX!76108!49756!067!13!MARIETTA            !COBB                  !GEORGIA   !+000193874000!N!N!000193874000!1510!AIRCRAFT FIXED WING                               !A1A,2016-02-27,2024,False,0,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,-9.9,USAspending,2005-12-23,Department of the Air Force
7337457221.95,N0001912C2001,Department of Defense,DoD; $500M+,45,False,,PROCUREMENT OF V-22 LOT 17 LONG LEAD-TIME ITEMS,2021-09-30,2024,False,0,Late Stage,,,,TX,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,-4.3,USAspending,2011-12-29,Defense Contract Management Agency
7261932653.67,FA862506C6456,Department of Defense,DoD; $500M+,45,False,,None,2018-09-20,2024,False,0,Late Stage,,,,GA,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,-7.3,USAspending,2006-02-28,Defense Contract Management Agency
6998362070.51,N0001914C0002,Department of Defense,DoD; $500M+,45,False,,LRIP 9 AIRCRAFT AAC,2025-07-31,2024,False,0,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,-0.5,USAspending,2014-03-19,Department of the Navy
6842350752.72,FA863418C2701,Department of Defense,DoD; $500M+,45,False,,"F-15, FMS, F-15QA AIR VEHICLE DEVELOPMENT",2027-08-31,2024,False,0,Late Stage,,,,MO,,THE BOEING COMPANY,JJM4FRDZJDX1,1.6,USAspending,2017-12-22,Department of the Air Force
6620467288.99,N0002408C2110,Department of Defense,DoD; $500M+,45,False,,CVN 78 SHIP CONSTRUCTION,2022-09-30,2024,False,0,Late Stage,,,,VA,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,-3.3,USAspending,2008-08-01,Department of the Navy
6103285531.96,N0001906C0081,Department of Defense,DoD; $500M+,45,False,,None,2025-12-31,2024,False,0,Late Stage,,,,CT,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,-0.1,USAspending,2006-01-03,Department of the Navy
6062897262.53,0059,Department of Defense,DoD; $500M+,45,False,,None,2014-09-30,2024,False,0,Late Stage,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,-11.3,USAspending,2003-08-12,Department of the Army
5958207617.6,FA862914C2403,Department of Defense,DoD; $500M+,45,False,,ACAT 1D - CRH,2026-09-13,2024,False,0,Late Stage,,,,CT,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,0.6,USAspending,2014-06-26,Department of the Air Force
5934097111.63,FA862514C6450,Department of Defense,DoD; $500M+,45,False,,FY13 ADVANCE PROCUREMENT FUNDS FOR FY14 C-130J AIRCRAFT,2020-07-31,2024,False,0,Late Stage,,,,GA,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,-5.5,USAspending,2013-12-09,Department of the Air Force
5817859453.93,HQ014707C0196,Department of Defense,DoD; $500M+,45,False,,THAAD COMPONENTS FOR FIRE UNITS,2023-03-31,2024,False,0,Late Stage,,,,CA,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,-2.8,USAspending,2006-12-22,Missile Defense Agency
5699021641.13,N0001909C0022,Department of Defense,DoD; $500M+,45,False,,P-8A LRIP I LONG LEAD MATERIAL,2018-07-31,2024,False,0,Late Stage,,,,WA,,THE BOEING COMPANY,WZWRLY4G3PL8,-7.5,USAspending,2009-04-13,Defense Contract Management Agency
5668542889.12,N0002405C5346,Department of Defense,DoD; $500M+,45,False,,None,2019-09-29,2024,False,0,Late Stage,,,,MA,,RAYTHEON COMPANY,LWF3QUSCDNG1,-6.3,USAspending,2005-05-25,Department of the Navy
5608431752.51,W31P4Q15C0022,Department of Defense,DoD; $500M+,45,False,,TEN FIRE UNITS FOR QATAR,2025-05-31,2024,False,0,Late Stage,,,,MA,,RAYTHEON COMPANY,XSV6AZJ6SDJ7,-0.6,USAspending,2014-12-19,Department of the Army
5597451611.0,N0001912C0004,Department of Defense,DoD; $500M+,45,False,,LONG LEAD-TIME ITEMS,2026-02-28,2024,False,0,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,0.1,USAspending,2012-06-15,Department of the Navy
5178428982.51,N0003904C2009,Department of Defense,DoD; $500M+,45,False,,None,2022-08-18,2024,False,0,Late Stage,,,,CA,,LOCKHEED MARTIN CORP,ZFN2JJXBLZT3,-3.4,USAspending,2004-09-24,Defense Contract Management Agency
4981515210.15,N0002411C2300,Department of Defense,DoD; $500M+,45,False,,BASIC AWARD,2026-12-31,2024,False,0,Late Stage,,,,MD,,LOCKHEED MARTIN CORPORATION,MJENSFHZJP11,0.9,USAspending,2010-12-29,Department of the Navy
4904473850.56,N0002413C2305,Department of Defense,DoD; $500M+,45,False,,FY13-FY17 DDG 51 CLASS SHIP CONSTRUCTION.,2026-12-01,2024,False,0,Late Stage,,,,ME,,BATH IRON WORKS CORPORATION,FREEMCLKFXE3,0.9,USAspending,2013-06-03,Department of the Navy
4885212163.54,N0001993C0006,Department of Defense,DoD; $500M+,45,False,,None,2017-06-30,2024,False,0,Late Stage,,,,TX,,BELL HELICOPTER TEXTRON INC,HW7JDAG1UYU5,-8.6,USAspending,1992-10-15,Defense Contract Management Agency
4864238445.89,W58RGZ13C0002,Department of Defense,DoD; $500M+,45,False,,CH-47F CARGO HELICOPTER MULTIYEAR II.  34 NEW BUILD HELICOPTERS AND 121 RENEW HELICOPTERS.,2022-09-30,2024,False,0,Late Stage,,,,PA,,THE BOEING COMPANY,E466BXU4KJH8,-3.3,USAspending,2013-06-10,Defense Contract Management Agency
4563665299.0,N0002498C2104,Department of Defense,DoD; $500M+,45,False,,None,2023-05-17,2024,False,0,Late Stage,,,,VA,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,-2.7,USAspending,1999-11-03,Department of the Navy
4468376082.62,N0002415C2114,Department of Defense,DoD; $500M+,45,False,,DETAIL DESIGN AND CONSTRUCTION CVN 79,2025-07-31,2024,False,0,Late Stage,,,,VA,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,-0.5,USAspending,2015-06-05,Department of the Navy
4462893976.64,N0002411C2301,Department of Defense,DoD; $500M+,45,False,,BASIC CONTRACT,2024-03-28,2024,False,0,Late Stage,,,,AL,,"AUSTAL USA, LLC",RG6LJJM6JBS3,-1.8,USAspending,2010-12-29,Department of the Navy
4410630126.34,FA862511C6597,Department of Defense,DoD; $500M+,45,False,,C-130J FIVE YEAR OPTION CONTRACT (FYOC) IV,2020-08-31,2024,False,0,Late Stage,,,,GA,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,-5.4,USAspending,2011-02-01,Defense Contract Management Agency
4386431994.83,N0002409C2116,Department of Defense,DoD; $500M+,45,False,,CVN79 CONSTRUCTION PREPARATION EFFORTS FY09,2025-07-31,2024,False,0,Late Stage,,,,VA,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,-0.5,USAspending,2009-01-15,Department of the Navy
4379037328.25,W58RGZ08C0098,Department of Defense,DoD; $500M+,45,False,,CH-47F MULTI-YEAR CONTRACT FOR NEW BUILD AND REMANUFACTURE AIRCRAFTS,2015-12-31,2024,False,0,Late Stage,,,,PA,,THE BOEING COMPANY,E466BXU4KJH8,-10.1,USAspending,2008-08-26,Department of the Army
51242733558.09,HT940216C0001,Department of Defense,DoD; $500M+,45,False,,IGF::OT::IGF,2025-12-31,2023,False,0,Late Stage,,,,KY,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,-0.1,USAspending,2016-08-01,Defense Health Agency
30113035808.93,N0001920C0009,Department of Defense,DoD; $500M+,45,False,,THE PURPOSE OF THIS MODIFICATION IS TO AWARD F-35A LRIP 15 USAF  AIRCRAFT* LONG LEAD FUNDING,2027-12-31,2023,False,0,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,1.9,USAspending,2019-11-26,Defense Contract Management Agency
19613746246.0,N0002412C2115,Department of Defense,DoD; $500M+,45,False,,SSN 792 LONG LEAD TIME MATERIAL,2026-01-31,2023,False,0,Late Stage,,,,CT,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,0.0,USAspending,2012-04-13,Department of the Navy
18129749821.79,N0001914C0067,Department of Defense,DoD; $500M+,45,False,,USN P-8A FRP II LONG LEAD MATERIAL,2026-06-22,2023,False,0,Late Stage,,,,WA,,THE BOEING COMPANY,WZWRLY4G3PL8,0.4,USAspending,2014-08-14,Defense Contract Management Agency
16238775949.0,N0002409C2104,Department of Defense,DoD; $500M+,45,False,,CONSTRUCTION OF VIRGINIA CLASS BLOCK III SUBMARINES.,2023-08-31,2023,False,0,Late Stage,,,,CT,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,-2.4,USAspending,2008-12-22,Department of the Navy
12549999847.5,W58P0522C0001,Department of Defense,DoD; $500M+,45,False,,AWARD OF 10M TREATMENT COURSES OF ORAL PROTEASE INHIBITOR PF-07321332,2023-03-31,2023,False,0,Late Stage,,,,NY,,PFIZER INC,MHBQULRMEEJ5,-2.8,USAspending,2021-11-17,Department of the Army
11086769499.68,FA861404C2004,Department of Defense,DoD; $500M+,45,False,,None,2017-10-31,2023,False,0,Late Stage,,,,CA,,THE BOEING COMPANY,UEGFHX6R6KJ1,-8.2,USAspending,2003-10-02,Defense Contract Management Agency
11040980157.1,N0001907C0001,Department of Defense,DoD; $500M+,45,False,,MV-22 AIRCRAFT - FY08 (LOT 12)*,2018-08-06,2023,False,0,Late Stage,,,,TX,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,-7.5,USAspending,2007-04-02,Defense Contract Management Agency
9499338750.87,FA881113C0003,Department of Defense,DoD; $500M+,45,False,,IGF::CT::IGF EELV FY13 + PHASE I BUY,2022-12-02,2023,False,0,Late Stage,,,,CO,,"UNITED LAUNCH SERVICES, LLC",XHAMULHCL9N3,-3.1,USAspending,2013-06-26,Defense Contract Management Agency
9397332305.22,N0002403C2101,Department of Defense,DoD; $500M+,45,False,,None,2025-05-06,2023,False,0,Late Stage,,,,CT,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,-0.7,USAspending,2003-08-14,Department of the Navy
8204906278.12,W911QY20C0100,Department of Defense,DoD; $500M+,45,False,,100M SARS-COV-2 MRNA-1273 VACCINE DOSES,2023-08-10,2023,False,0,Late Stage,,,,MA,,"MODERNATX, INC.",WJYNZ8AK2D47,-2.5,USAspending,2020-08-11,Department of the Army
7633729888.76,N0001904C3146,Department of Defense,DoD; $500M+,45,False,,None,2026-08-31,2023,False,0,Late Stage,,,,WA,,THE BOEING COMPANY,WZWRLY4G3PL8,0.6,USAspending,2004-06-29,Department of the Navy
7581647887.33,FA861106C2899,Department of Defense,DoD; $500M+,45,False,,200610!000027!5700!FA8611!ASC/YFK                         !FA861106C2899  !A!N! !N!             !      !20051223!20060512!008016958!008016958!834951691!N!LOCKHEED MARTIN CORPORATION   !LOCKHEED BLVD             !FORT WORTH          !TX!76108!49756!067!13!MARIETTA            !COBB                  !GEORGIA   !+000193874000!N!N!000193874000!1510!AIRCRAFT FIXED WING                               !A1A,2016-02-27,2023,False,0,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,-9.9,USAspending,2005-12-23,Department of the Air Force
7337457221.95,N0001912C2001,Department of Defense,DoD; $500M+,45,False,,PROCUREMENT OF V-22 LOT 17 LONG LEAD-TIME ITEMS,2021-09-30,2023,False,0,Late Stage,,,,TX,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,-4.3,USAspending,2011-12-29,Defense Contract Management Agency
7261932653.67,FA862506C6456,Department of Defense,DoD; $500M+,45,False,,None,2018-09-20,2023,False,0,Late Stage,,,,GA,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,-7.3,USAspending,2006-02-28,Defense Contract Management Agency
7246510577.74,N0001909C0019,Department of Defense,DoD; $500M+,45,False,,F/A-18 AIRCRAFT,2022-10-31,2023,False,0,Late Stage,,,,MO,,THE BOEING COMPANY,JJM4FRDZJDX1,-3.2,USAspending,2008-12-04,Department of the Navy
6998362070.51,N0001914C0002,Department of Defense,DoD; $500M+,45,False,,LRIP 9 AIRCRAFT AAC,2025-07-31,2023,False,0,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,-0.5,USAspending,2014-03-19,Department of the Navy
6842350752.72,FA863418C2701,Department of Defense,DoD; $500M+,45,False,,"F-15, FMS, F-15QA AIR VEHICLE DEVELOPMENT",2027-08-31,2023,False,0,Late Stage,,,,MO,,THE BOEING COMPANY,JJM4FRDZJDX1,1.6,USAspending,2017-12-22,Department of the Air Force
6620467288.99,N0002408C2110,Department of Defense,DoD; $500M+,45,False,,CVN 78 SHIP CONSTRUCTION,2022-09-30,2023,False,0,Late Stage,,,,VA,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,-3.3,USAspending,2008-08-01,Department of the Navy
6103285531.96,N0001906C0081,Department of Defense,DoD; $500M+,45,False,,None,2025-12-31,2023,False,0,Late Stage,,,,CT,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,-0.1,USAspending,2006-01-03,Department of the Navy
6062897262.53,0059,Department of Defense,DoD; $500M+,45,False,,None,2014-09-30,2023,False,0,Late Stage,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,-11.3,USAspending,2003-08-12,Department of the Army
5958207617.6,FA862914C2403,Department of Defense,DoD; $500M+,45,False,,ACAT 1D - CRH,2026-09-13,2023,False,0,Late Stage,,,,CT,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,0.6,USAspending,2014-06-26,Department of the Air Force
5934097111.63,FA862514C6450,Department of Defense,DoD; $500M+,45,False,,FY13 ADVANCE PROCUREMENT FUNDS FOR FY14 C-130J AIRCRAFT,2020-07-31,2023,False,0,Late Stage,,,,GA,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,-5.5,USAspending,2013-12-09,Department of the Air Force
5817859453.93,HQ014707C0196,Department of Defense,DoD; $500M+,45,False,,THAAD COMPONENTS FOR FIRE UNITS,2023-03-31,2023,False,0,Late Stage,,,,CA,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,-2.8,USAspending,2006-12-22,Missile Defense Agency
5699021641.13,N0001909C0022,Department of Defense,DoD; $500M+,45,False,,P-8A LRIP I LONG LEAD MATERIAL,2018-07-31,2023,False,0,Late Stage,,,,WA,,THE BOEING COMPANY,WZWRLY4G3PL8,-7.5,USAspending,2009-04-13,Defense Contract Management Agency
5668542889.12,N0002405C5346,Department of Defense,DoD; $500M+,45,False,,None,2019-09-29,2023,False,0,Late Stage,,,,MA,,RAYTHEON COMPANY,LWF3QUSCDNG1,-6.3,USAspending,2005-05-25,Department of the Navy
5608431752.51,W31P4Q15C0022,Department of Defense,DoD; $500M+,45,False,,TEN FIRE UNITS FOR QATAR,2025-05-31,2023,False,0,Late Stage,,,,MA,,RAYTHEON COMPANY,XSV6AZJ6SDJ7,-0.6,USAspending,2014-12-19,Department of the Army
5597451611.0,N0001912C0004,Department of Defense,DoD; $500M+,45,False,,LONG LEAD-TIME ITEMS,2026-02-28,2023,False,0,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,0.1,USAspending,2012-06-15,Department of the Navy
5178428982.51,N0003904C2009,Department of Defense,DoD; $500M+,45,False,,None,2022-08-18,2023,False,0,Late Stage,,,,CA,,LOCKHEED MARTIN CORP,ZFN2JJXBLZT3,-3.4,USAspending,2004-09-24,Defense Contract Management Agency
4996841729.22,FA862507C6471,Department of Defense,DoD; $500M+,45,False,,ADVANCE PROCUREMENT OF LONG LEAD FOR LRIP FOR C-5M RERP,2019-01-31,2023,False,0,Late Stage,,,,GA,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,-7.0,USAspending,2007-04-30,Department of the Air Force
4981515210.15,N0002411C2300,Department of Defense,DoD; $500M+,45,False,,BASIC AWARD,2026-12-31,2023,False,0,Late Stage,,,,MD,,LOCKHEED MARTIN CORPORATION,MJENSFHZJP11,0.9,USAspending,2010-12-29,Department of the Navy
4904473850.56,N0002413C2305,Department of Defense,DoD; $500M+,45,False,,FY13-FY17 DDG 51 CLASS SHIP CONSTRUCTION.,2026-12-01,2023,False,0,Late Stage,,,,ME,,BATH IRON WORKS CORPORATION,FREEMCLKFXE3,0.9,USAspending,2013-06-03,Department of the Navy
4885212163.54,N0001993C0006,Department of Defense,DoD; $500M+,45,False,,None,2017-06-30,2023,False,0,Late Stage,,,,TX,,BELL HELICOPTER TEXTRON INC,HW7JDAG1UYU5,-8.6,USAspending,1992-10-15,Defense Contract Management Agency
4864238445.89,W58RGZ13C0002,Department of Defense,DoD; $500M+,45,False,,CH-47F CARGO HELICOPTER MULTIYEAR II.  34 NEW BUILD HELICOPTERS AND 121 RENEW HELICOPTERS.,2022-09-30,2023,False,0,Late Stage,,,,PA,,THE BOEING COMPANY,E466BXU4KJH8,-3.3,USAspending,2013-06-10,Defense Contract Management Agency
4563665299.0,N0002498C2104,Department of Defense,DoD; $500M+,45,False,,None,2023-05-17,2023,False,0,Late Stage,,,,VA,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,-2.7,USAspending,1999-11-03,Department of the Navy
4468376082.62,N0002415C2114,Department of Defense,DoD; $500M+,45,False,,DETAIL DESIGN AND CONSTRUCTION CVN 79,2025-07-31,2023,False,0,Late Stage,,,,VA,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,-0.5,USAspending,2015-06-05,Department of the Navy
4462893976.64,N0002411C2301,Department of Defense,DoD; $500M+,45,False,,BASIC CONTRACT,2024-03-28,2023,False,0,Late Stage,,,,AL,,"AUSTAL USA, LLC",RG6LJJM6JBS3,-1.8,USAspending,2010-12-29,Department of the Navy
4410630126.34,FA862511C6597,Department of Defense,DoD; $500M+,45,False,,C-130J FIVE YEAR OPTION CONTRACT (FYOC) IV,2020-08-31,2023,False,0,Late Stage,,,,GA,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,-5.4,USAspending,2011-02-01,Defense Contract Management Agency
51242733558.09,HT940216C0001,Department of Defense,DoD; $500M+,45,False,,IGF::OT::IGF,2025-12-31,2022,False,0,Late Stage,,,,KY,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,-0.1,USAspending,2016-08-01,Defense Health Agency
30113035808.93,N0001920C0009,Department of Defense,DoD; $500M+,45,False,,THE PURPOSE OF THIS MODIFICATION IS TO AWARD F-35A LRIP 15 USAF  AIRCRAFT* LONG LEAD FUNDING,2027-12-31,2022,False,0,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,1.9,USAspending,2019-11-26,Defense Contract Management Agency
19613746246.0,N0002412C2115,Department of Defense,DoD; $500M+,45,False,,SSN 792 LONG LEAD TIME MATERIAL,2026-01-31,2022,False,0,Late Stage,,,,CT,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,0.0,USAspending,2012-04-13,Department of the Navy
18129749821.79,N0001914C0067,Department of Defense,DoD; $500M+,45,False,,USN P-8A FRP II LONG LEAD MATERIAL,2026-06-22,2022,False,0,Late Stage,,,,WA,,THE BOEING COMPANY,WZWRLY4G3PL8,0.4,USAspending,2014-08-14,Defense Contract Management Agency
16238775949.0,N0002409C2104,Department of Defense,DoD; $500M+,45,False,,CONSTRUCTION OF VIRGINIA CLASS BLOCK III SUBMARINES.,2023-08-31,2022,False,0,Late Stage,,,,CT,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,-2.4,USAspending,2008-12-22,Department of the Navy
12549999847.5,W58P0522C0001,Department of Defense,DoD; $500M+,45,False,,AWARD OF 10M TREATMENT COURSES OF ORAL PROTEASE INHIBITOR PF-07321332,2023-03-31,2022,False,0,Late Stage,,,,NY,,PFIZER INC,MHBQULRMEEJ5,-2.8,USAspending,2021-11-17,Department of the Army
11086769499.68,FA861404C2004,Department of Defense,DoD; $500M+,45,False,,None,2017-10-31,2022,False,0,Late Stage,,,,CA,,THE BOEING COMPANY,UEGFHX6R6KJ1,-8.2,USAspending,2003-10-02,Defense Contract Management Agency
11040980157.1,N0001907C0001,Department of Defense,DoD; $500M+,45,False,,MV-22 AIRCRAFT - FY08 (LOT 12)*,2018-08-06,2022,False,0,Late Stage,,,,TX,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,-7.5,USAspending,2007-04-02,Defense Contract Management Agency
10029620274.96,N0002406C2222,Department of Defense,DoD; $500M+,45,False,,DETAIL DESIGN AND CONSTRUCTION OF LPD 17 CLASS SHIP (LPD 22),2022-09-30,2022,False,0,Late Stage,,,,MS,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,-3.3,USAspending,2006-06-01,Department of the Navy
9499338750.87,FA881113C0003,Department of Defense,DoD; $500M+,45,False,,IGF::CT::IGF EELV FY13 + PHASE I BUY,2022-12-02,2022,False,0,Late Stage,,,,CO,,"UNITED LAUNCH SERVICES, LLC",XHAMULHCL9N3,-3.1,USAspending,2013-06-26,Defense Contract Management Agency
9397332305.22,N0002403C2101,Department of Defense,DoD; $500M+,45,False,,None,2025-05-06,2022,False,0,Late Stage,,,,CT,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,-0.7,USAspending,2003-08-14,Department of the Navy
8204906278.12,W911QY20C0100,Department of Defense,DoD; $500M+,45,False,,100M SARS-COV-2 MRNA-1273 VACCINE DOSES,2023-08-10,2022,False,0,Late Stage,,,,MA,,"MODERNATX, INC.",WJYNZ8AK2D47,-2.5,USAspending,2020-08-11,Department of the Army
7633729888.76,N0001904C3146,Department of Defense,DoD; $500M+,45,False,,None,2026-08-31,2022,False,0,Late Stage,,,,WA,,THE BOEING COMPANY,WZWRLY4G3PL8,0.6,USAspending,2004-06-29,Department of the Navy
7581647887.33,FA861106C2899,Department of Defense,DoD; $500M+,45,False,,200610!000027!5700!FA8611!ASC/YFK                         !FA861106C2899  !A!N! !N!             !      !20051223!20060512!008016958!008016958!834951691!N!LOCKHEED MARTIN CORPORATION   !LOCKHEED BLVD             !FORT WORTH          !TX!76108!49756!067!13!MARIETTA            !COBB                  !GEORGIA   !+000193874000!N!N!000193874000!1510!AIRCRAFT FIXED WING                               !A1A,2016-02-27,2022,False,0,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,-9.9,USAspending,2005-12-23,Department of the Air Force
7337457221.95,N0001912C2001,Department of Defense,DoD; $500M+,45,False,,PROCUREMENT OF V-22 LOT 17 LONG LEAD-TIME ITEMS,2021-09-30,2022,False,0,Late Stage,,,,TX,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,-4.3,USAspending,2011-12-29,Defense Contract Management Agency
7261932653.67,FA862506C6456,Department of Defense,DoD; $500M+,45,False,,None,2018-09-20,2022,False,0,Late Stage,,,,GA,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,-7.3,USAspending,2006-02-28,Defense Contract Management Agency
7246510577.74,N0001909C0019,Department of Defense,DoD; $500M+,45,False,,F/A-18 AIRCRAFT,2022-10-31,2022,False,0,Late Stage,,,,MO,,THE BOEING COMPANY,JJM4FRDZJDX1,-3.2,USAspending,2008-12-04,Department of the Navy
6998362070.51,N0001914C0002,Department of Defense,DoD; $500M+,45,False,,LRIP 9 AIRCRAFT AAC,2025-07-31,2022,False,0,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,-0.5,USAspending,2014-03-19,Department of the Navy
6842350752.72,FA863418C2701,Department of Defense,DoD; $500M+,45,False,,"F-15, FMS, F-15QA AIR VEHICLE DEVELOPMENT",2027-08-31,2022,False,0,Late Stage,,,,MO,,THE BOEING COMPANY,JJM4FRDZJDX1,1.6,USAspending,2017-12-22,Department of the Air Force
6620467288.99,N0002408C2110,Department of Defense,DoD; $500M+,45,False,,CVN 78 SHIP CONSTRUCTION,2022-09-30,2022,False,0,Late Stage,,,,VA,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,-3.3,USAspending,2008-08-01,Department of the Navy
6103285531.96,N0001906C0081,Department of Defense,DoD; $500M+,45,False,,None,2025-12-31,2022,False,0,Late Stage,,,,CT,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,-0.1,USAspending,2006-01-03,Department of the Navy
6062897262.53,0059,Department of Defense,DoD; $500M+,45,False,,None,2014-09-30,2022,False,0,Late Stage,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,-11.3,USAspending,2003-08-12,Department of the Army
5958207617.6,FA862914C2403,Department of Defense,DoD; $500M+,45,False,,ACAT 1D - CRH,2026-09-13,2022,False,0,Late Stage,,,,CT,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,0.6,USAspending,2014-06-26,Department of the Air Force
5934097111.63,FA862514C6450,Department of Defense,DoD; $500M+,45,False,,FY13 ADVANCE PROCUREMENT FUNDS FOR FY14 C-130J AIRCRAFT,2020-07-31,2022,False,0,Late Stage,,,,GA,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,-5.5,USAspending,2013-12-09,Department of the Air Force
5817859453.93,HQ014707C0196,Department of Defense,DoD; $500M+,45,False,,THAAD COMPONENTS FOR FIRE UNITS,2023-03-31,2022,False,0,Late Stage,,,,CA,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,-2.8,USAspending,2006-12-22,Missile Defense Agency
