program_name,full_name,agency,piid,recipient_name,award_amount,description,start_date,end_date,awarding_agency,awarding_sub_agency,source
E-7,E-7 Wedgetail AEW&C,DoD,0005,SIGMATECH INC,55607519.04,200604!000117!2100!W31P4Q!USA AVIATION AND MISSILE COMMAND!W31P4Q05A0026 !A!N! !Y!0005 ! !20051019!20051231!193460839!193460839!193460839!N!SIGMATECH INC !689 DISCOVERY DR NW STE 5 !HUNTSVILLE !AL!35806!37000!089!01!HUNTSVILLE !MADISON !ALABAMA !+000000748844!N!N!000000000000!R408!PROGRAM MANAGEMENT/SUPPORT SERVICES !S1 !SERVICES !000 !NOT DISCERNABLE !541330!E! !7! !S! ! ! !99990909!C! ! !N!Z!A!N!J!2!003! ! !Z!N!Z! ! !Y!A!N!N!Z! ! ! !A!A!000!A!B!N! ! ! ! ! ! !0001! !,2005-10-19,2010-10-18,Department of Defense,Department of the Army,USAspending
E-7,E-7 Wedgetail AEW&C,DoD,0019,"AVIATION & MISSILE SOLUTIONS, LLC",50435313.68,"200512!005156!2100!W31P4Q!USA AVIATION AND MISSILE COMMAND!W31P4Q05A0027  !A!N! !Y!0019         !      !20050908!20051231!090260089!090260089!090260089!N!AVIATION & MISSILE SOLUTIONS, !150 W  PARK LOOP          !HUNTSVILLE          !AL!35806!37000!089!01!HUNTSVILLE          !MADISON               !ALABAMA   !+000000029215!N!N!000000000000!R425!ENGINEERING TECHNICAL SERVICES                    !S1 !SERVICES                            !000 !*                             !541710!E! !7! ! ! ! ! !202",2005-09-08,2010-09-07,Department of Defense,Department of the Army,USAspending
E-7,E-7 Wedgetail AEW&C,DoD,0023,VT AEPCO INC.,47478033.64,"200603!000905!2100!W31P4Q!USA AVIATION AND MISSILE COMMAND!W31P4Q05A0020 !A!N! !Y!0023 ! !20051215!20061231!038791257!038791257!038791257!N!AEPCO, INC !555 QUINCE ORCHARD RD STE !GAITHERSBURG !MD!20878!67675!031!24!ROCKVILLE !MONTGOMERY !MARYLAND !+000000425515!N!N!000000000000!R499!OTHER PROFESSIONAL SERVICES !S1 !SERVICES !000 !NOT DISCERNABLE !541330!E! !7! !S! ! ! !99990909!C! ! !N!Z!A!N!J!2!003! ! !Z!N!Z! ! !Y!C!N! ! ! !D!D!A!A!000!A!B!N! ! ! ! ! ! !0001! !",2005-12-15,2010-12-13,Department of Defense,Department of the Army,USAspending
E-7,E-7 Wedgetail AEW&C,DoD,0011,INTERNATIONAL BUSINESS MACHINES CORPORATION,45176246.0,"200510!500081!9700!HQ0421!DEF FINANCE & ACTG SVC, INTGRTD !MDA22002A0006  !A!N! !N!0011         !      !20050408!20060331!933093676!933093676!001368083!N!INTERNATIONAL BUSINESS MACHINE!6710 ROCKLEDGE DRIVE      !BETHESDA            !MD!20817!03000!013!51!ARLINGTON           !ARLINGTON             !VIRGINIA  !+000021000000!N!N!000000000000!D302!ADP SYSTEMS DEVELOPMENT SERVICES                  !S1 !SERVICES                            !000 !*                             !541512!E! !7! ! ! ! ! !202",2005-04-08,2006-11-10,Department of Defense,Defense Finance and Accounting Service,USAspending
E-7,E-7 Wedgetail AEW&C,DoD,0001,PARSONS GOVERNMENT SERVICES INC,37952110.7,"200211!000380!9700!ZD60  !MISSILE DEFENSE AGENCY          !HQ000601A0058  !A!N! !N!000105             !20020625!20021214!038267076!038267076!038267076!N!SPARTA, INC                   !23041 AVE  DE LA CARLOTA, !LAGUNA HILLS        !CA!92653!03000!013!51!ARLINGTON           !ARLINGTON             !VIRGINIA  !+000001271927!N!N!000000000000!AD93!RDTE/OTHER DEFENSE-ADV TECH DEV                   !S1 !SERVICES                      !1CAA!BALLISTIC MISSILE DEFENSE SYS !541611!E! !7! ! !B! ! !99990909!C",2002-06-25,2005-12-14,Department of Defense,Missile Defense Agency,USAspending
E-7,E-7 Wedgetail AEW&C,DoD,0021,VT AEPCO INC.,37259620.0,"200602!000453!2100!W31P4Q!USA AVIATION AND MISSILE COMMAND!W31P4Q05A0020 !A!N! !Y!0021 ! !20051109!20101108!038791257!038791257!038791257!N!AEPCO, INC !555 QUINCE ORCHARD RD STE !GAITHERSBURG !MD!20878!67675!031!24!ROCKVILLE !MONTGOMERY !MARYLAND !+000004607741!N!N!000000000000!R499!OTHER PROFESSIONAL SERVICES !S1 !SERVICES !000 !NOT DISCERNABLE !541330!E! !7! !S! ! ! !99990909!C! ! !N!Z!A!N!J!2!005! ! !Z!N!Z! ! !Y!C!N! ! ! !D!A!A!A!000!A!B!N! ! ! ! ! ! !0001! !",2005-11-09,2010-06-01,Department of Defense,Department of the Army,USAspending
E-7,E-7 Wedgetail AEW&C,DoD,0013,CGI FEDERAL INC.,34778194.82,200512!005519!2100!W31P4Q!USA AVIATION AND MISSILE COMMAND!W31P4Q05A0030  !A!N! !N!0013         !      !20050922!20060930!189071368!189071368!189071368!N!MORGAN RESEARCH CORPORATION   !4811-A BRADFORD DRIVE     !HUNTSVILLE          !AL!35805!37000!089!01!HUNTSVILLE          !MADISON               !ALABAMA   !+000000110537!Y!N!000000000000!R425!ENGINEERING TECHNICAL SERVICES                    !S1 !SERVICES                            !000 !*                             !541710!E! !7! ! ! ! ! !202,2005-09-22,2011-09-21,Department of Defense,Defense Contract Management Agency,USAspending
V-22,V-22 Osprey,DoD,N0001912C2001,BELL BOEING JOINT PROJECT OFFICE,7337457221.95,PROCUREMENT OF V-22 LOT 17 LONG LEAD-TIME ITEMS,2011-12-29,2021-09-30,Department of Defense,Defense Contract Management Agency,USAspending
V-22,V-22 Osprey,DoD,N0038319F0U50,BELL BOEING JOINT PROJECT OFFICE,960852737.0,V-22 PBL PERIOD OF PERFORMANCE 1 (1 JANUARY 2019 - 31 DECEMBER 2019),2019-01-01,2021-12-31,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,N0038324F0ZV0,BELL BOEING JOINT PROJECT OFFICE,389236429.0,V-22 PERFORMANCE BASED LOGISTICS CONTRACT POP 3 (01/06/2024 - 01/05/2025),2024-01-06,2025-01-05,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,0012,BELL BOEING JOINT PROJECT OFFICE,359813790.8,"V-22 PBL 2.0, SCM SUPPORT.  2-YEAR EXTENSION",2017-01-01,2018-12-31,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,N0038325F0ZV1,BELL BOEING JOINT PROJECT OFFICE,353942306.0,V-22 PBL POP 4 (6 JAN 2025 - 5 JAN 2026),2025-01-06,2026-01-05,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,N0001921F0030,BELL BOEING JOINT PROJECT OFFICE,340128554.17,V-22 NACELLE IMPROVEMENTS STEP 2,2020-12-31,2027-02-24,Department of Defense,Defense Contract Management Agency,USAspending
V-22,V-22 Osprey,DoD,N0038323F0ZV0,BELL BOEING JOINT PROJECT OFFICE,329540227.0,V-22 PBL PERIOD OF PERFORMANCE 2 (6 JAN 2023 TO 5 JAN 2024),2023-01-06,2024-01-05,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,N0038322F0ZV0,BELL BOEING JOINT PROJECT OFFICE,313843632.0,V-22 PBL (POP 1:  06 JAN 2022 - 05 JAN 2023),2022-01-06,2023-01-05,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,SPRPA120FCD01,BELL BOEING JOINT PROJECT OFFICE,210645163.1,PBL&E EFFORT FOR THE V-22 PROGRAM,2019-12-01,2020-11-30,Department of Defense,Defense Contract Management Agency,USAspending
V-22,V-22 Osprey,DoD,SPRPA122FCD01,BELL BOEING JOINT PROJECT OFFICE,194407925.75,PBL&E EFFORT FOR THE V-22 AIRCRAFT,2021-12-01,2022-12-31,Department of Defense,Defense Logistics Agency,USAspending
V-22,V-22 Osprey,DoD,N0001921F0327,BELL BOEING JOINT PROJECT OFFICE,190848627.11,NON-RECURRING ENGINEERING (NRE)FOR V-22 FLIGHT CONTROL SYSTEM.,2021-09-30,2026-06-30,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,SPRPA121FCD01,BELL BOEING JOINT PROJECT OFFICE,188572654.55,PBL&E EFFORT FOR THE V-22 AIRCRAFT,2020-12-01,2021-11-30,Department of Defense,Defense Logistics Agency,USAspending
V-22,V-22 Osprey,DoD,0112,BELL BOEING JOINT PROJECT OFFICE,185327135.63,NON-RECURRING ENGINEERING FOR V-22 FOR GOVERNMENT OF JAPAN.,2015-09-15,2019-06-28,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,SPRPA123FCD01,BELL BOEING JOINT PROJECT OFFICE,155293898.32,PBL&E EFFORT FOR THE V-22 AIRCRAFT,2023-01-01,2025-03-31,Department of Defense,Defense Logistics Agency,USAspending
V-22,V-22 Osprey,DoD,0130,BELL BOEING JOINT PROJECT OFFICE,154901772.0,V-22 NAVY VARIANT NRE - COMPLETION,2016-03-31,2021-09-30,Department of Defense,Defense Contract Management Agency,USAspending
V-22,V-22 Osprey,DoD,SPRPA119FCD01,BELL BOEING JOINT PROJECT OFFICE,145854298.0,PBL&E EFFORT FOR THE V-22 PROGRAM,2019-01-22,2019-11-30,Department of Defense,Defense Logistics Agency,USAspending
V-22,V-22 Osprey,DoD,N0038321F0U51,BELL BOEING JOINT PROJECT OFFICE,143206691.0,V-22 BELL UNPLANNED OUTFITTING/ALLOWANCE BUY,2021-04-13,2026-12-31,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,0013,BELL BOEING JOINT PROJECT OFFICE,136095150.0,"V-22 PBL 2.0 SCM SUPPORT, SRT REPAIRABLES&END OF CONTRACT QUANTITY",2017-01-01,2018-12-31,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,N0001920F0315,BELL BOEING JOINT PROJECT OFFICE,130681848.74,NON-RECURRING ENGINEERING AS WELL AS MODIFICATION OF V-22 A/C TO JAPANESE CONFIGURATION,2019-11-07,2025-08-31,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,0011,BELL BOEING JOINT PROJECT OFFICE,129175684.88,V-22 JOINT PERFORMANCE BASED LOGISTICS (JPBL) PERIOD OF PERFORMANCE (POP) 9,2016-11-22,2017-11-30,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,0009,BELL BOEING JOINT PROJECT OFFICE,116903143.46,V-22 JOINT PERFORMANCE BASED LOGISTICS (JPBL) PHASE 1.0 PERIOD OF PERFORMANCE 7,2014-11-20,2015-11-30,Department of Defense,Defense Contract Management Agency,USAspending
V-22,V-22 Osprey,DoD,N0001921F0008,BELL BOEING JOINT PROJECT OFFICE,111508957.39,V-22 FLIGHT TEST SUPPORT,2022-03-15,2026-01-15,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,W58RGZ24F0429,DEFENSE SYSTEMS AND SOLUTIONS,85615469.0,V-22 MANAGEMENT.,2024-09-20,2030-06-30,Department of Defense,Department of the Army,USAspending
V-22,V-22 Osprey,DoD,0026,BELL BOEING JOINT PROJECT OFFICE,80604275.72,V-22 ECP 13 UPGRADE,2013-09-25,2022-04-30,Department of Defense,Defense Contract Management Agency,USAspending
V-22,V-22 Osprey,DoD,N6247320C0553,"HARPER CONSTRUCTION COMPANY, INC.",74189158.53,"MILCON P-1024 NAVY V-22 HANGAR AT NAVAL BASE CORONADO, SAN DIEGO, CALIFORNIA",2020-06-11,2024-08-12,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,0123,BELL BOEING JOINT PROJECT OFFICE,65755264.29,V-22 AERIAL REFUELING SYSTEM (VARS),2016-05-05,2021-07-31,Department of Defense,Defense Contract Management Agency,USAspending
V-22,V-22 Osprey,DoD,3018,RAYTHEON COMPANY,65323269.0,V-22 PRODUCTS SUPPORT (USN),2009-01-02,2010-12-31,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,N0001924F5029,BELL BOEING JOINT PROJECT OFFICE,60886679.3,V-22 FMS PROP ROTOR HUBSPRINGS KITS,2024-09-30,2028-12-31,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,0071,BELL BOEING JOINT PROJECT OFFICE,59314301.52,UCA/NTE FOR ICE PROTECTION SYSTEM FOR V-22,2009-03-31,2011-11-30,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,FA807523F0023,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,57175743.0,V-22 LOGISTICS INFORMATION TECHNOLOGY PRODUCT LINE SOFTWARE DEVELOPMENT AND ENGINEERING FOR NAVAL AIR SYSTEMS COMMAND PMA-275,2023-06-15,2028-06-14,Department of Defense,Department of the Air Force,USAspending
V-22,V-22 Osprey,DoD,W15QKN14C0049,"NATIONAL TECHNOLOGIES ASSOCIATES, INC.",28381302.58,IGF::OT::IGF V-22 OSPREY SUPPORT SERVICES,2014-05-01,2019-09-30,Department of Defense,Department of the Army,USAspending
V-22,V-22 Osprey,DoD,W15QKN19F1060,SABRE-DCS-I3 JOINT VENTURE,27237762.53,V-22 OSPREY LIFE CYCLE PRODUCT SUPPORT SERVICES,2018-12-20,2022-12-31,Department of Defense,Department of the Army,USAspending
V-22,V-22 Osprey,DoD,0620,REDSTONE DEFENSE SYSTEMS,10519094.0,IGF::OT::IGF THE NAVAIR V-22 PROGRAM MANAGEMENT OFFICE (PMO) REQUIRES A REPLACEMENT 6X8 ADVANCED MULTI-FUNCTION DISPLAY (AMFD) FOR INTEGRATION INTO THE V-22 OSPREY AIR VEHICLE TO REPLACE THE OBSOLETE 6X6 MULTI-FUNCTION DISPLAY.,2016-09-28,2020-12-31,Department of Defense,Department of the Army,USAspending
V-22,V-22 Osprey,DoD,W58RGZ22F0367,DEFENSE SYSTEMS AND SOLUTIONS,9988506.0,V-22 OSPREY CONVERSION AREA HARNESS MODIFICATION INSTALLATION.,2022-09-20,2027-01-29,Department of Defense,Department of the Army,USAspending
V-22,V-22 Osprey,DoD,0625,REDSTONE DEFENSE SYSTEMS,9271693.71,"IGF::OT::IGF V-22 OSPREY MISSION COMPUTER OBSOLESCENCE  THIS EFFORT IS REQUIRED TO SUPPORT PMA-275 FOR THE PROCUREMENT, MANUFACTURING, INTEGRATION, KITTING, DELIVERY, AND INSTALLATION OF MISSION COMPUTER OBSOLESCENCE INITIATIVE (MCOI) RETROFIT KITS AND COMMON AIRCRAFT PORTABLE REPROGRAMMING EQUIPMENT (CAPRE) GBE FILLPORT KITS. INCLUDED ARE THE ASSOCIATED PROGRAM MANAGEMENT AND LOGISTICS SUPPORT PLANNING REQUIREMENTS.",2017-03-22,2022-03-31,Department of Defense,Department of the Army,USAspending
V-22,V-22 Osprey,DoD,N0042124F3014,"WARD ENG SUPPORT SERVICES, INC.",7316410.43,PMA-275 V-22 OSPREY PROGRAM PROJECT MANAGEMENT,2024-05-24,2026-07-31,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,N6833517C0099,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,2751517.38,IGF::OT::IGF EXHAUST CONCEPT FOR V-22 OSPREY,2016-11-08,2019-07-31,Department of Defense,Defense Contract Management Agency,USAspending
V-22,V-22 Osprey,DoD,XE26,"ROCKWELL COLLINS, INC.",1084534.0,IN SUPPORT OF THE V-22 OSPREY PROGRAM,2012-11-30,2014-11-28,Department of Defense,Defense Logistics Agency,USAspending
V-22,V-22 Osprey,DoD,0008,FIRST STATE MANUFACTURING INC,1056342.0,NEW TASK ORDER FOR V-22 OSPREY,2009-06-08,2009-09-30,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,N0010412FQ329,ACUITY ENGINEERING & TECHNICAL SERVICES LLC,656707.92,IT SUPPORT SERVICES FOR V-22 OSPREY PROGRAM,2012-01-27,2013-07-27,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,0007,FIRST STATE MANUFACTURING INC,652968.0,V-22 OSPREY AIRCRAFT,2008-03-21,2009-11-30,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,N6833520F0501,TRI TOOL INC,192100.0,TUBE CUTTER SET - V-22 OSPREY,2020-05-21,2020-09-17,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,80NSSC18P1902,CONTINUUM DYNAMICS INC,124845.0,"NEW CLASSES OF AIRCRAFT, PROVIDING PERSONAL, ON-DEMAND MOBILITY, ARE UNDER DEVELOPMENT AND ARE POISED TO REVOLUTIONIZE SHORTDURATION AIR TRAVEL. THE IMPETUS FOR THIS WORK COMES FROM ADVANCES IN ELECTRONICS AND CONTROLS, AND INCREASES IN ELECTRIC MOTOR POWER DENSITIES. AS THESE AIRCRAFT ARE INTEGRATED INTO THE TRANSPORTATION SYSTEM, THEY WILL ENCOUNTER ICING CONDITIONS THAT MAY CHALLENGE THE DESIGN PERFORMANCE OF THESE VEHICLES. THIS EFFORT WILL MAP A PATENTED ALGORITHMIC ICING DETECTION SCHEME, ",2018-07-27,2019-02-15,National Aeronautics and Space Administration,National Aeronautics and Space Administration,USAspending
V-22,V-22 Osprey,DoD,0205,"ALUTIIQ SECURITY AND TECHNOLOGY, LLC",91619.0,V-22 OSPREY,2008-05-01,2008-12-31,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,M6740013P0150,DAVID CLARK CO INC,35307.0,HEADSET-MICROPHONE V-22 OSPREY,2013-07-18,2013-09-19,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,80LARC18F0094,NATIONAL INSTITUTE OF AEROSPACE ASSOCIATES,10171.81,"AUGMENTOR-EJECTOR REFERENCE COMPILATION.  A LARGE NUMBER OF VERTICAL TAKEOFF AND LANDING (VTOL) AIRCRAFT WERE DEVELOPED ACROSS THE WORLD, AND PARTICULARLY IN THE U.S. DURING THE 1950S THROUGH 1980S THAT EXPLORED DIVERSE CONFIGURATION APPROACHES TOWARDS ACHIEVING FEASIBLE OPERATIONS. HOWEVER, ACROSS THESE HUNDREDS OF DESIGN STUDIES AND FLIGHT DEMONSTRATORS ONLY THE V-22 OSPREY AND AV-8B HARRIER HAVE ACHIEVED OPERATIONAL STATUS AS FEASIBLE CONCEPT APPROACHES. THE DEVELOPMENT OF DISTRIBUTED ELECTRI",2018-05-02,2019-09-30,National Aeronautics and Space Administration,National Aeronautics and Space Administration,USAspending
V-22,V-22 Osprey,DoD,NNA15BB31P,COMPOSITEX INC,5750.0,"IGF::OT::IGF PHENOLIC INFUSION OF GLASS PREFORMS THE THERMAL PROTECTION MATERIALS BRANCH (CODE TSM) REQUIRES THE PURCHASE OF TOOLING AND PHENOLIC IMPREGNATION OF GLASS PREFORMS IN ORDER TO INVESTIGATE INSULATING MATERIALS FOR HIGH TEMPERATURE, VARIOUS DURATION HEATING ENVIRONMENTS. APPLICATIONS INCLUDE LANDING PAD STRUCTURES FOR VERTICAL TAKEOFF AND LANDING AIRCRAFT OPERATIONS (E.G. V-22 OSPREY AND F-35B), AIR-BREATHING AND ROCKET PROPULSION TEST STANDS, AND LAUNCH AND RECOVERY PADS FOR ROCKET L",2015-06-11,2015-08-10,National Aeronautics and Space Administration,National Aeronautics and Space Administration,USAspending
V-22,V-22 Osprey,DoD,M0014608P4335,DAVID CLARK CO INC,4159.0,HEADSETS-MICROPHONE (V-22 OSPREY),2008-02-19,2008-02-26,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,M0014609VW475,DAVID CLARK CO INC,3000.0,HEADSET-MICROPHONE (V-22 OSPREY),2009-03-26,2009-04-09,Department of Defense,Department of the Navy,USAspending
V-22,V-22 Osprey,DoD,M0014609VD075,DAVID CLARK CO INC,3000.0,HEADSET-MICROPHONE (V-22 OSPREY SPECIAL),2008-11-13,2008-12-01,Department of Defense,Department of the Navy,USAspending
ECMO,Enterprise Cloud Management Office,DoD,DOCSS130117NC0008,INTERNATIONAL BUSINESS MACHINES CORPORATION,15933904.98,IGF::OT::IGF ECMO PROGRAM-IBM BIGFIX,2016-12-28,2020-12-31,Department of Commerce,Office of the Secretary,USAspending
ECMO,Enterprise Cloud Management Office,DoD,W52P1J20F0729,"AMAZON WEB SERVICES, INC.",10395277.07,"TO PROCURE AWS IL245 AND IL6, AND PROFESSIONAL SERVICES FOR ECMO",2020-09-30,2022-09-29,Department of Defense,Department of the Army,USAspending
ECMO,Enterprise Cloud Management Office,DoD,2032H523F00621,THE MITRE CORPORATION,7449999.0,NEW TASK ORDER FOR ECMO,2023-09-13,2024-09-30,Department of the Treasury,Internal Revenue Service,USAspending
ECMO,Enterprise Cloud Management Office,DoD,W15QKN20F5227,"BROADLEAF, INC.",6486614.05,"LABOR YEAR 1, TRAVEL YEAR 1,ODC YEAR 1, CLOUD YEAR 1 AND SURGE YEAR 1 FOR ENTERPRISE CLOUD MANAGEMENT OFFICE (ECMO) SUPPORT.",2020-09-15,2024-09-14,Department of Defense,Department of the Army,USAspending
ECMO,Enterprise Cloud Management Office,DoD,2032H820F00131,ACCENTURE FEDERAL SERVICES LLC,5028120.15,ENTERPRISE CASE MANAGEMENT OFFICE SUPPORT (ECMO),2020-07-28,2022-09-27,Department of the Treasury,Internal Revenue Service,USAspending
ECMO,Enterprise Cloud Management Office,DoD,2032H524F00754,THE MITRE CORPORATION,2771754.0,ENTERPRISE CASE MANAGEMENT OFFICE (ECMO) INITIATIVE AND PROGRAM MANAGEMENT SUPPORT,2024-09-30,2025-03-24,Department of the Treasury,Internal Revenue Service,USAspending
ECMO,Enterprise Cloud Management Office,DoD,DOCSS130116CN0016,RIGIL CORPORATION,862961.22,IGF::OT::IGF ECMO SUPPORT SERVICES,2016-09-15,2017-09-25,Department of Commerce,Office of the Secretary,USAspending
ECMO,Enterprise Cloud Management Office,DoD,DOCSS130117CN0015,RIGIL CORPORATION,841732.98,ENTERPRISE CYBERSECURITY MONITORING AND OPERATIONS (ECMO) PROGRAM SUPPORT FOR THE OFFICE OF THE CHIEF INFORMATION OFFICER IGF::OT::IGF,2017-09-18,2019-09-25,Department of Commerce,Office of the Secretary,USAspending
ECMO,Enterprise Cloud Management Office,DoD,75A50123C00030,"THE CHARLES STARK DRAPER LABORATORY, INC.",749095.0,THE CHARLES STARK DRAPER LABORATORY AOI#19-HEALING LUNGS BIOINSPIRED MICROFLUIDIC OXYGENATOR FOR LONG DURATION ECMO WITHOUT ANTICOAGULATION,2023-08-11,2024-12-20,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,USAspending
ECMO,Enterprise Cloud Management Office,DoD,75A50123C00032,THE GENEVA FOUNDATION,748050.15,RESEARCH AND DEVELOPMENT- AOI #19 FOR THE DEVELOPMENT OF A NOVEL ECMO PLATFORM CALLED MULTIORGAN EXTRACORPOREAL LIFE SUPPORT (MELS).,2023-07-31,2025-03-31,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,USAspending
ECMO,Enterprise Cloud Management Office,DoD,75A50124C00019,INFLO MEDICAL INC,747397.6,THE OVERALL OBJECTIVE OF THIS CONTRACT IS TO IMPROVE THE SAFETY METRICS FOR EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO) THROUGH THE REDUCTION OF ANTICOAGULANT USAGE WITH THE RETENTION OF PERFORMANCE THROUGH THE USE OF A HIGHLY BIO-COMPATIBLE ECMO CIRC,2024-05-22,2026-06-21,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,USAspending
ECMO,Enterprise Cloud Management Office,DoD,75A50124C00048,"NYTRICX, INC.",745973.0,"NYTRICX, INC.  R&D FOR PREVENTION OF ECMO CIRCUIT THROMBOSIS AND INFECTION BY SURFACE RELEASE OF NITRIC OXIDE (NO) AOI #19",2024-09-03,2026-06-09,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,USAspending
ECMO,Enterprise Cloud Management Office,DoD,75A50124C00004,ZEEVA THERAPEUTICS CORPORATION,742100.0,ZEEVA THERAPEUTICS CORPORATION - RESEARCH AND DEVELOPMENT AOI #19 FOR THE DEVELOPMENT OF A NOVEL TUBE JUNCTION CONNECTOR FOR BLOOD CIRCUITS IN ECMO,2024-04-17,2025-10-16,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,USAspending
ECMO,Enterprise Cloud Management Office,DoD,DEWA0003122,"COLORADO WEED CONTROL, INC.",311034.79,"ECMO BARE GROUND WEED CONTROL SERVICES FOR ROCKY MOUNTAIN REGION LOCATED THROUGHOUT EASTERN COLORADO, WYOMING, AND NEBRASKA.  IGF::OT::IGF",2016-06-09,2021-03-01,Department of Energy,Department of Energy,USAspending
ECMO,Enterprise Cloud Management Office,DoD,7011,"L3HARRIS TECHNOLOGIES, INC.",254999.96,"ECMO COLOR DISPLAY,",2017-03-21,2020-11-30,Department of Defense,Department of the Navy,USAspending
ECMO,Enterprise Cloud Management Office,DoD,W91CRB20F0449,WORLD WIDE TECHNOLOGY LLC,249999.52,CISCO VDI COMPUTE (ECMO),2020-08-28,2021-08-30,Department of Defense,Department of the Army,USAspending
ECMO,Enterprise Cloud Management Office,DoD,0253,J & J MAINTENANCE INC,249948.92,"BLDG 40, ECMO RENOVATION, ROOM 101",2008-07-03,2010-03-02,Department of Defense,Department of the Army,USAspending
ECMO,Enterprise Cloud Management Office,DoD,DEAF6511WJ91515,"COLORADO WEED CONTROL, INC.",237294.8,ECMO WEED CONTROL SERVICES,2011-04-01,2016-03-31,Department of Energy,Department of Energy,USAspending
ECMO,Enterprise Cloud Management Office,DoD,DEDT0006154,CENTRAL TRUCK CENTER INC,172959.47,NEW SEMI ROAD TRACTOR ECMO BRUSH FIELD OFFICE,2013-08-12,2014-03-19,Department of Energy,Department of Energy,USAspending
ECMO,Enterprise Cloud Management Office,DoD,DOCAB133E16NC1580,GOVERNMENT ACQUISITIONS INC,126810.56,IGF::OT::IGF ECMO - BIGFIX,2016-09-21,2020-06-30,Department of Commerce,National Oceanic and Atmospheric Administration,USAspending
ECMO,Enterprise Cloud Management Office,DoD,36C24521P0156,ABBOTT LABORATORIES INC.,121624.0,VENTRICLE ASSIST DEVICES REQUIRED FOR ECMO AT THE WASHINGTON D.C. VA MEDICAL CENTER.  COVID-19.,2020-12-22,2021-06-02,Department of Veterans Affairs,Department of Veterans Affairs,USAspending
ECMO,Enterprise Cloud Management Office,DoD,36C26124N0609,ECMO PRN LLC,116525.0,ECMO TRANSPORTATION,2024-07-15,2025-07-14,Department of Veterans Affairs,Department of Veterans Affairs,USAspending
ECMO,Enterprise Cloud Management Office,DoD,36C24825N1061,"GETINGE USA SALES, LLC",105246.53,CARDIHELP ECMO PUMP,2025-09-04,2026-01-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending
ECMO,Enterprise Cloud Management Office,DoD,89503218PWA000038,COLLINS POWER SYSTEMS INC.,103240.0,STANDBY GENERATOR&TRANSFER SWITCH&INSTALLATION ECMO COMMMUNICATIONS SITES,2018-05-07,2018-11-30,Department of Energy,Department of Energy,USAspending
ECMO,Enterprise Cloud Management Office,DoD,36C26125N0482,ECMO PRN LLC,96525.0,ECMO TRANSPORTATION,2025-07-15,2026-07-14,Department of Veterans Affairs,Department of Veterans Affairs,USAspending
ECMO,Enterprise Cloud Management Office,DoD,DEDT0005445,"ASPLUNDH TREE EXPERT, LLC",71440.0,VEGETATION MANAGMENT 10 TRANSMISSION LINES ECMO IGF::OT::IGF,2013-03-19,2013-06-25,Department of Energy,Department of Energy,USAspending
ECMO,Enterprise Cloud Management Office,DoD,DOCGF133E15NC1624,GOVERNMENT ACQUISITIONS INC,63904.72,IGF::OT::IGF IBM CONSULTING SERVICES ECMO,2015-09-21,2016-09-20,Department of Commerce,National Oceanic and Atmospheric Administration,USAspending
